userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (595,4.492679595947266)* (364,3.975365161895752) (2081,3.132915735244751) (34,3.0186960697174072) (593,3.0011842250823975) (2096,2.900869846343994) (318,2.861355781555176) (2078,2.8484294414520264) (1198,2.7092251777648926) (2085,2.6550488471984863) (1210,2.6040127277374268) (110,2.5863142013549805) (1907,2.534507989883423)* (2687,2.490060567855835) (2080,2.3576066493988037) (1688,2.356184720993042) (2087,2.3435442447662354) (3751,2.3302435874938965) (1282,2.3300890922546387) (480,2.3270440101623535)
1054: (1588,5.305413246154785) (2170,5.299637794494629) (1707,4.813292503356934)* (317,4.714722633361816) (2053,4.662269592285156) (2152,4.601897716522217) (1665,4.505528450012207) (3157,4.404749393463135)* (743,4.138587951660156) (19,4.109480857849121) (158,4.106149673461914) (837,4.073228359222412) (1544,4.062656879425049)* (1485,3.934558391571045) (1474,3.911167860031128) (986,3.8967843055725098) (637,3.8830714225769043) (2335,3.8101844787597656) (1566,3.7930614948272705) (1021,3.7674593925476074)
1055: (2355,4.802091121673584) (3175,3.9733726978302) (2395,3.7864866256713867) (2858,3.704257011413574)* (223,3.326834201812744) (913,2.918642044067383)* (2761,2.8167481422424316) (2706,2.589592456817627) (2700,2.499481201171875) (1959,2.389218807220459) (34,2.386509418487549) (3203,2.329710006713867) (2333,2.2256546020507812) (1197,2.152932643890381) (1210,2.1048429012298584) (2763,2.064821720123291) (2502,2.027601480484009) (3408,2.014009714126587)* (2070,1.989969253540039) (2013,1.9872946739196777)
1056: (1980,7.979833602905273) (1973,7.573199272155762) (891,6.363435745239258) (1985,6.253458023071289) (366,6.1782684326171875) (2107,6.002608776092529) (3939,5.855798244476318) (3280,5.376508712768555) (1972,5.251509189605713) (1407,5.243559837341309) (1342,5.096294403076172) (1210,5.077225208282471) (1717,4.999452590942383) (1993,4.965590000152588) (2028,4.906885147094727) (330,4.828813076019287) (1644,4.764153957366943) (1971,4.620668888092041) (2315,4.539827823638916) (1327,4.504523277282715)
1057: (2761,4.124004364013672) (595,3.967052459716797)* (1210,3.6588799953460693) (913,3.548102617263794) (1198,3.406284809112549) (1148,3.0851070880889893) (541,3.0349996089935303) (3751,3.0122578144073486)* (588,2.9823412895202637)* (1907,2.974609851837158) (1097,2.952153205871582)* (34,2.844494342803955) (912,2.7915148735046387) (745,2.7848563194274902) (899,2.7757720947265625) (2018,2.686075448989868) (1242,2.6497466564178467) (919,2.6443796157836914)* (1223,2.5336620807647705) (2396,2.5085058212280273)
1058: (1240,4.286277770996094) (589,4.048052787780762)* (1127,3.2141380310058594) (3703,2.721479654312134)* (3471,2.6429896354675293)* (3175,2.6108083724975586)* (3300,2.5014963150024414) (3160,2.487335205078125)* (3702,2.4078683853149414) (1249,2.3943493366241455)* (3751,2.368770122528076) (1259,2.203477144241333)* (1965,2.187059164047241) (2916,2.1863021850585938)* (1233,2.1302757263183594) (1222,2.069615125656128)* (2028,2.06628680229187)* (1527,2.0032408237457275) (741,1.9098243713378906) (3555,1.898559331893921)
1059: (2599,3.184190034866333) (2908,2.974346160888672) (34,2.9451301097869873)* (919,2.813443660736084) (527,2.735978126525879)* (246,2.7316489219665527)* (1288,2.6260974407196045) (2858,2.5741255283355713)* (1219,2.4450643062591553) (2064,2.414283514022827) (1097,2.3800156116485596) (3499,2.36210298538208)* (1265,2.3601572513580322) (1060,2.3419759273529053) (3006,2.3380095958709717) (3897,2.1895182132720947) (150,2.159111976623535) (1307,2.1364173889160156)* (162,2.100620746612549) (1193,2.0953567028045654)
1060: (3623,6.213992118835449) (3793,6.210997104644775) (3717,5.6932692527771) (3624,5.5792694091796875) (3555,5.470151424407959) (3785,5.348496437072754) (3409,5.061347484588623) (3484,4.565034866333008) (3300,4.445943355560303) (3301,4.000454425811768)* (3273,3.995142698287964) (3826,3.944096803665161) (3452,3.886004686355591) (3316,3.856299638748169) (3513,3.8456568717956543) (2028,3.3638484477996826) (145,3.3015780448913574) (3354,3.2457339763641357) (1917,3.1118996143341064) (1573,3.0627803802490234)*
1061: (2791,3.0460586547851562)* (1278,2.594991683959961) (1136,2.5691473484039307) (1,2.530771493911743)* (919,2.4739208221435547) (1269,2.397397518157959) (260,2.3708274364471436) (3751,2.2820472717285156) (1270,2.188877820968628) (588,2.1091654300689697) (2716,2.021544933319092) (3396,1.9872387647628784) (1294,1.9848586320877075) (1028,1.94086492061615) (1198,1.9288371801376343) (3671,1.8836922645568848) (3363,1.8452353477478027) (595,1.7976237535476685) (1073,1.7970454692840576) (1219,1.771833896636963)
1062: (1230,4.7007269859313965)* (1276,3.7018492221832275)* (1234,3.410832166671753)* (912,3.2984681129455566) (3421,3.238081455230713) (1207,3.1836605072021484) (1259,3.076456069946289)* (3671,3.0449979305267334) (2791,2.977733612060547) (924,2.903646469116211) (1256,2.8449559211730957) (2396,2.821363925933838)* (1244,2.723785638809204)* (920,2.7192230224609375) (904,2.695610523223877) (1077,2.653409719467163) (111,2.6363213062286377)* (3361,2.632827043533325) (969,2.5072994232177734) (2300,2.47444486618042)
1063: (1198,5.279806613922119) (1617,5.2001118659973145) (1200,4.772382736206055) (1036,4.036651134490967) (858,3.683371067047119) (3702,3.3714888095855713) (1221,3.0232975482940674) (2396,2.96246337890625) (318,2.949664831161499)* (1127,2.8987972736358643) (32,2.793954372406006)* (527,2.7830569744110107) (3114,2.733309030532837) (1610,2.6482129096984863)* (3527,2.6317765712738037) (3101,2.619277000427246) (1249,2.5771050453186035) (1253,2.534691572189331)* (1197,2.522503137588501) (1193,2.459221839904785)
1064: (3578,5.419229984283447) (2028,4.423206806182861) (1704,4.075325965881348)* (527,3.822935104370117) (593,3.8076417446136475) (3510,3.774358034133911) (589,3.7277979850769043) (2571,3.582639455795288) (3481,3.520275115966797) (2959,3.2776315212249756)* (2762,3.2767069339752197) (266,3.0246994495391846) (3147,3.0058038234710693) (524,2.9678516387939453) (3173,2.9254772663116455) (1210,2.925184726715088) (356,2.8912501335144043) (3513,2.8480782508850098) (47,2.794602870941162) (3624,2.745617151260376)
1065: (266,3.823389768600464) (17,3.792512893676758)* (1183,3.7040627002716064) (597,3.4299559593200684) (222,3.419057846069336) (539,3.268564224243164) (1680,3.0567002296447754) (28,2.8989741802215576) (1721,2.8611199855804443) (509,2.8513543605804443) (2424,2.8090262413024902) (1408,2.7986879348754883) (1393,2.6805551052093506) (3512,2.6395227909088135) (1249,2.59060001373291) (1683,2.577028512954712) (708,2.5053751468658447)* (440,2.4997572898864746) (605,2.4643280506134033) (3594,2.457213878631592)
1066: (356,4.019469261169434) (1721,3.9185314178466797)* (1307,3.9150848388671875)* (597,3.417937755584717)* (1210,3.2646493911743164) (539,3.1472442150115967) (920,2.9638214111328125) (2671,2.9248971939086914) (2424,2.9119484424591064) (1947,2.890700578689575)* (899,2.8596062660217285) (1197,2.8472747802734375) (1674,2.7040390968322754) (2858,2.645230770111084) (3408,2.5200541019439697) (1380,2.3285634517669678) (1196,2.301970958709717) (969,2.286892890930176)* (3578,2.2647666931152344) (7,2.249136447906494)
1067: (589,3.2051703929901123) (908,3.1544933319091797) (1193,3.134373664855957) (593,2.9507901668548584)* (2010,2.844834327697754) (1077,2.718444585800171) (912,2.6933627128601074) (1196,2.4794023036956787) (1230,2.441206932067871)* (1233,2.343498945236206) (1175,2.2800447940826416) (858,2.2559866905212402) (1301,2.215961456298828) (318,2.18562912940979) (2019,2.1533825397491455) (1249,2.1489176750183105) (50,2.1378893852233887) (1200,2.0946624279022217) (2968,2.080393075942993) (2455,2.068107843399048)
1068: (2683,5.022900104522705)* (47,4.865132808685303) (597,4.4493536949157715) (1088,4.310320854187012) (1777,4.095348358154297) (1569,3.9517364501953125) (2005,3.5912883281707764)* (1197,3.4184935092926025) (2572,3.4105114936828613) (2694,3.3529419898986816) (372,3.109755277633667) (50,3.107729911804199)* (141,3.0773284435272217) (1721,2.9983091354370117) (110,2.9811787605285645) (1059,2.886110782623291) (932,2.828106641769409) (708,2.744997978210449)* (1291,2.6935102939605713) (236,2.6605453491210938)
1069: (1354,8.517132759094238) (1529,8.444862365722656) (307,7.704968452453613) (326,7.486020565032959) (501,7.192696571350098)* (2012,7.027734279632568) (896,6.548404216766357) (1897,6.501623153686523) (1921,6.4950408935546875)* (306,6.329401969909668) (515,6.153636932373047) (665,6.051471710205078) (2360,6.045729637145996)* (3747,6.044310569763184) (263,5.927600383758545) (1788,5.895274639129639) (32,5.844078063964844) (3125,5.7980451583862305)* (1584,5.790445327758789) (523,5.62998104095459)*
1070: (2694,3.485572099685669) (589,3.335458517074585) (524,3.1782619953155518) (110,3.159182548522949) (480,3.1559853553771973) (3409,3.1519930362701416) (3450,2.5744740962982178) (2706,2.4186670780181885) (1580,2.410548686981201) (1544,2.34261417388916) (3510,2.2428390979766846) (2683,2.2397866249084473) (3578,2.2385120391845703) (104,2.235905408859253) (2791,2.1965489387512207) (1673,2.0660266876220703) (344,2.0659866333007812) (3160,2.047792673110962) (3624,2.004657506942749) (3,1.967176914215088)
1071: (1408,5.301459789276123)* (2396,5.290873050689697) (3479,5.258879661560059)* (3753,4.128546714782715) (3578,3.8746564388275146)* (1959,3.856646776199341) (2006,3.8295226097106934) (2670,3.78440523147583) (110,3.6310064792633057) (2161,3.575697898864746) (3654,3.5702414512634277) (1210,3.51963472366333)* (3175,3.4861397743225098) (151,3.4729177951812744) (3489,3.430262565612793) (2406,3.3952879905700684) (2669,3.2694146633148193) (3623,3.264678955078125) (3494,3.2634966373443604) (2686,3.253957509994507)
1072: (2396,4.366571426391602) (858,3.8426761627197266) (1193,3.8080973625183105) (913,3.724217414855957) (2028,3.1170578002929688)* (1221,3.035991907119751) (2997,2.871216297149658) (608,2.7339391708374023) (1230,2.6392452716827393)* (1225,2.6005146503448486)* (1210,2.497756004333496) (2336,2.450076103210449) (3114,2.4235405921936035)* (969,2.4120097160339355) (1961,2.348780393600464) (1270,2.250642776489258) (1252,2.2376933097839355) (3176,2.22399640083313) (1959,2.217177391052246) (910,2.0958411693573)
1073: (912,4.357844352722168)* (2396,3.667405128479004)* (28,3.6440505981445312)* (916,3.5728869438171387) (928,3.346189498901367)* (3435,3.2059249877929688)* (898,3.1967413425445557)* (265,3.132808208465576) (1912,2.767167806625366) (497,2.752640724182129) (969,2.6877472400665283) (926,2.631166696548462) (1172,2.5974841117858887)* (1683,2.544548749923706) (915,2.4875431060791016) (1183,2.4821105003356934) (3097,2.407588243484497)* (904,2.3161299228668213) (58,2.2366597652435303)* (902,2.22607421875)*
1074: (260,3.61309552192688) (1307,3.381209135055542)* (1674,3.2163519859313965)* (1036,3.1702682971954346) (1196,3.1642813682556152) (1210,3.1378226280212402) (1954,3.0388927459716797) (858,3.0199270248413086) (1291,2.7654619216918945) (920,2.7137033939361572) (1193,2.621669054031372) (1097,2.569390296936035) (1225,2.4449610710144043) (969,2.4364137649536133)* (3471,2.3995401859283447) (318,2.358989953994751) (2716,2.3441998958587646) (3753,2.3235015869140625) (1947,2.3079683780670166) (593,2.297541618347168)
1075: (904,3.9477927684783936)* (111,3.6754555702209473) (593,3.3901336193084717) (1252,3.18695330619812)* (1213,3.1726865768432617) (3435,3.14176869392395) (919,3.062553644180298) (1193,2.9992787837982178) (1207,2.9934146404266357) (922,2.971298933029175) (296,2.7456748485565186) (608,2.707656145095825) (1212,2.621324062347412) (1247,2.617222547531128) (3095,2.6130809783935547) (260,2.6035587787628174) (913,2.5547964572906494) (1204,2.5333364009857178) (1250,2.5227816104888916) (1617,2.391568660736084)
1076: (2706,3.6454548835754395) (1580,3.26828932762146) (1923,3.052180528640747) (2694,3.0509207248687744) (1784,3.0089595317840576) (1265,2.621668577194214) (2302,2.610717296600342)* (3255,2.5026886463165283) (2858,2.418564558029175) (3253,2.262989044189453)* (3450,2.229884386062622) (3114,2.159895658493042) (1485,2.1412365436553955) (480,2.1215851306915283) (357,2.1209347248077393) (2321,2.106328248977661) (104,2.088067054748535) (2431,2.0609307289123535) (539,2.0234782695770264) (223,2.0232036113739014)
1077: (296,4.976385116577148)* (1267,4.372914791107178)* (1214,4.282088279724121)* (912,4.243494987487793)* (2160,4.190942287445068)* (1997,3.861309289932251)* (1952,3.8606436252593994) (593,3.635388135910034)* (50,3.5830533504486084)* (1953,3.529979944229126) (1084,3.4728095531463623)* (1387,3.4066109657287598)* (1250,3.085205078125) (1276,3.0472638607025146)* (1212,3.0199453830718994) (1673,3.0156593322753906) (3468,2.9420344829559326) (1358,2.8354997634887695) (1233,2.798612117767334) (3435,2.7548959255218506)*
1078: (265,6.336438179016113) (1683,4.3310322761535645) (25,4.26325798034668) (1183,4.24282169342041)* (266,4.222774505615234) (28,4.2102155685424805) (912,4.0468902587890625) (1959,3.868964672088623) (1643,3.8241488933563232)* (969,3.7936196327209473) (534,3.6877639293670654)* (446,3.678757905960083) (3418,3.5764739513397217) (222,3.5618293285369873) (2858,3.5316872596740723)* (3479,3.4813029766082764) (58,3.432387590408325) (920,3.3549656867980957) (3844,3.3308658599853516) (1678,3.2719221115112305)
1079: (1617,4.01284646987915) (50,3.3668739795684814)* (3176,3.232175350189209) (593,3.1448848247528076)* (457,2.9684693813323975)* (2599,2.9599685668945312) (608,2.8978450298309326)* (1148,2.75229811668396) (2571,2.564023017883301)* (3114,2.547581434249878) (3481,2.4754347801208496) (34,2.3516266345977783) (1,2.315784454345703) (110,2.278903007507324) (3006,2.2332699298858643) (2324,2.202976703643799) (1610,2.2009100914001465) (2692,2.1561055183410645) (2395,2.145843029022217) (3555,2.1352126598358154)
1080: (110,4.850668907165527) (2160,4.422360897064209)* (908,4.174751281738281) (1035,3.8619987964630127) (2948,3.7624664306640625)* (3753,3.7562079429626465) (1544,3.298109531402588) (589,3.2325446605682373) (3930,3.0241777896881104) (648,2.984550952911377) (2858,2.9570932388305664)* (3450,2.8870739936828613)* (1269,2.873812437057495) (3932,2.8322646617889404) (551,2.734443426132202) (3624,2.7174205780029297) (3481,2.574275255203247) (524,2.545245409011841) (1673,2.5271787643432617) (3929,2.4832255840301514)
1081: (593,3.1754350662231445) (1617,3.011160135269165) (318,2.8770642280578613) (2028,2.81331205368042) (2762,2.721144914627075)* (527,2.598900318145752) (2706,2.400942802429199) (110,2.3897600173950195) (1089,2.3103294372558594) (589,2.1565732955932617) (223,2.152674436569214) (1265,2.0464468002319336) (2959,1.9743289947509766) (1704,1.8338102102279663) (1197,1.7686744928359985) (47,1.7338004112243652) (858,1.726318359375) (1210,1.7242411375045776) (1060,1.6977087259292603) (1,1.5887001752853394)
1082: (1210,2.707097291946411) (527,2.616926908493042) (260,2.45542573928833) (593,2.396050453186035) (3753,2.3806328773498535)* (457,2.2639191150665283) (1610,2.2123544216156006) (1196,2.1818454265594482) (2762,2.094276189804077) (2628,2.0659494400024414) (1240,1.974249005317688)* (356,1.9333423376083374) (3114,1.8334121704101562) (1580,1.8183414936065674) (1356,1.7707165479660034) (3147,1.7602320909500122) (150,1.756237506866455) (590,1.7419734001159668) (3555,1.6889982223510742) (1704,1.6519194841384888)
1083: (3939,3.885718584060669) (3409,3.294360637664795) (3484,3.1650383472442627) (1944,3.094329595565796) (846,3.049149751663208) (247,3.018094778060913) (3624,2.932572603225708) (3555,2.8813676834106445) (1210,2.8612451553344727) (1981,2.8379669189453125) (2422,2.7465384006500244) (3942,2.727513551712036) (3354,2.713426113128662) (3751,2.7095627784729004) (17,2.700160026550293) (899,2.6778762340545654) (1236,2.6285459995269775) (2152,2.621607780456543) (1261,2.6101739406585693) (3287,2.596402883529663)
1084: (110,4.765584945678711)* (2858,4.162039279937744) (318,3.640773057937622) (50,3.609703540802002)* (2571,3.5190417766571045)* (260,2.9664394855499268) (1617,2.957104444503784)* (1610,2.8269190788269043) (2959,2.7758960723876953) (1089,2.740464687347412) (1704,2.6236088275909424) (480,2.5907697677612305) (1198,2.488013982772827) (733,2.378706455230713) (1210,2.3288235664367676) (3755,2.2900233268737793) (1196,2.239398717880249) (6,2.1953954696655273) (3785,2.1947271823883057) (1036,2.0990474224090576)
1085: (593,2.890354871749878)* (1036,2.612006425857544) (1221,2.322507381439209) (2028,2.254566192626953) (457,2.1965672969818115) (1240,2.1273927688598633) (318,2.089968204498291) (1196,2.069931983947754) (50,2.0395214557647705) (260,1.8538073301315308) (1610,1.8390114307403564) (1193,1.746767520904541) (2762,1.7273677587509155) (1299,1.7007672786712646)* (1197,1.700109601020813) (1307,1.682935118675232) (1210,1.6086649894714355) (296,1.6021333932876587) (541,1.5891155004501343) (1242,1.5802795886993408)
1086: (223,4.036056041717529) (3793,3.987774610519409) (3114,3.6830334663391113) (733,3.308176040649414)* (457,3.177126169204712)* (1923,3.06414794921875)* (2355,2.993440628051758) (2791,2.8332345485687256)* (1136,2.5228445529937744) (1060,2.4727251529693604) (2763,2.4548768997192383) (1704,2.4547781944274902)* (2395,2.429358720779419) (2542,2.3620598316192627) (3082,2.339986562728882) (2628,2.282130718231201)* (3301,2.2332687377929688) (1215,2.212292194366455) (785,2.1954452991485596) (380,2.1933157444000244)*
1087: (2396,4.175001621246338)* (924,3.7132279872894287)* (527,3.581195116043091)* (1136,2.924720048904419)* (1214,2.924189567565918)* (904,2.8441238403320312) (356,2.7416675090789795)* (2762,2.559415817260742)* (1225,2.5251972675323486)* (1148,2.454468011856079) (1247,2.444805383682251) (1617,2.4302496910095215) (34,2.423778772354126) (2571,2.3687195777893066) (590,2.3484840393066406) (1294,2.279099225997925) (1265,2.183253526687622) (1220,2.16935133934021) (50,2.1290576457977295)* (1947,2.128994941711426)*
1088: (916,4.3254194259643555)* (1207,3.380388021469116)* (150,3.1172025203704834)* (953,3.060018301010132)* (1086,3.026430606842041)* (1196,2.860089063644409)* (296,2.8571207523345947)* (1393,2.816547155380249)* (904,2.8042728900909424)* (1950,2.762951374053955)* (1784,2.679727077484131)* (1210,2.5856540203094482)* (3176,2.5610735416412354)* (3095,2.529330015182495)* (3147,2.515360116958618)* (741,2.503260850906372) (497,2.4357969760894775)* (1639,2.390127658843994) (924,2.206688642501831) (2710,2.1590254306793213)
1089: (593,4.113198757171631)* (480,3.8014211654663086) (260,3.746980905532837) (457,3.524569034576416)* (1240,3.2849934101104736) (2916,3.1109840869903564)* (1258,3.034558057785034) (1200,2.952815294265747) (1982,2.866802930831909) (1198,2.7975432872772217) (1345,2.6510136127471924) (1358,2.639460802078247)* (1,2.569620370864868) (3476,2.5645217895507812) (2160,2.558826208114624)* (3499,2.5547187328338623) (1210,2.4364778995513916) (2654,2.3756730556488037) (1196,2.3471198081970215) (2455,2.3406741619110107)
1090: (593,4.273882865905762) (527,3.8894903659820557) (110,2.916027307510376) (260,2.865981340408325) (2571,2.825897455215454) (858,2.7792680263519287) (1213,2.7369766235351562) (2858,2.6838250160217285) (1198,2.6589248180389404) (1196,2.5795888900756836) (457,2.403709650039673) (1193,2.2351064682006836)* (1210,2.102935791015625) (3147,2.010530710220337) (1617,1.981062412261963) (1225,1.883819818496704) (356,1.8189051151275635) (733,1.7760368585586548) (1610,1.7512152194976807) (919,1.7264009714126587)
1091: (457,1.5799535512924194) (780,1.4887694120407104) (1610,1.4194004535675049) (733,1.40568208694458) (380,1.233901858329773) (3082,1.233017921447754) (480,1.2171540260314941)* (2571,1.1603209972381592) (349,1.117119550704956) (2000,1.0972800254821777) (2628,1.0893052816390991) (1721,1.0748512744903564) (1370,1.057199239730835) (356,1.0436768531799316) (597,1.0339545011520386)* (3256,1.0080868005752563) (2353,0.9992795586585999) (1036,0.9939643740653992) (589,0.9818556308746338) (1608,0.9768272638320923)
1092: (595,5.716825485229492)* (1022,5.309972763061523)* (1035,4.901247978210449)* (3753,4.865198135375977) (2565,4.53777551651001) (1688,4.294932842254639) (588,4.171037197113037)* (3409,4.042343616485596) (1282,3.9887678623199463) (3675,3.7998602390289307) (3555,3.7347517013549805) (1907,3.6498236656188965) (1721,3.646986246109009) (2687,3.6209304332733154) (3751,3.499898672103882) (3578,3.427018165588379)* (938,3.3545329570770264) (3646,3.161576747894287) (1951,3.091454029083252) (3513,3.066237449645996)
1093: (589,4.554856300354004) (1610,4.495357513427734) (1036,4.147396087646484) (1240,3.9476888179779053) (2944,3.8334238529205322) (2947,3.7022364139556885) (1198,3.441185712814331) (260,3.4105122089385986)* (1200,3.3621420860290527) (1210,3.337918281555176) (858,3.275289535522461) (3578,3.164797306060791)* (1387,3.156452178955078) (1233,3.0814871788024902) (480,2.9465250968933105) (2948,2.945145606994629) (1287,2.825007915496826)* (349,2.8188538551330566) (1954,2.7427828311920166) (1221,2.742316484451294)
1094: (1721,3.395601749420166)* (919,2.9553937911987305)* (1307,2.91562557220459) (2028,2.8880808353424072) (1393,2.8658201694488525) (1035,2.8212289810180664) (2858,2.7458431720733643) (1183,2.370216131210327) (1247,2.3204345703125) (266,2.2432518005371094) (1259,2.215437650680542) (1961,2.21256947517395)* (2080,2.1990342140197754) (2125,2.1717309951782227) (1408,2.1582701206207275) (1028,2.1036453247070312) (497,2.1013875007629395) (1680,2.053982973098755) (364,2.0529892444610596) (590,2.0284574031829834)
1095: (1961,3.2115821838378906) (1225,2.8735711574554443) (1193,2.6979639530181885) (593,2.5889718532562256) (3072,2.540579080581665) (1674,2.5281684398651123) (1704,2.4580819606781006) (110,2.407118320465088) (2028,2.396672010421753)* (356,2.353538990020752) (2067,2.340381622314453) (2396,2.3278777599334717) (1959,2.3230843544006348)* (858,2.282527446746826) (1247,2.2540242671966553) (1246,2.2080724239349365) (590,2.181016206741333) (597,2.1547789573669434) (17,2.100609064102173) (914,2.09747052192688)
1096: (1580,2.9432687759399414) (50,2.649707078933716) (608,2.5840210914611816)* (733,2.3145782947540283) (593,2.269429922103882) (457,2.2584097385406494) (2170,2.2554738521575928) (2028,2.2406859397888184) (3052,2.1513030529022217) (356,2.1357545852661133) (231,2.1228675842285156) (1923,2.076770782470703) (1732,2.0703892707824707) (318,2.05733060836792) (10,2.052589178085327) (1485,2.0352230072021484) (2706,2.001476287841797) (2683,1.966189980506897) (104,1.951081395149231) (47,1.9348644018173218)
1097: (2683,3.943446397781372) (110,3.780275583267212) (356,3.730424404144287)* (1210,3.3126354217529297) (589,3.173231840133667) (1580,3.1196036338806152) (1610,3.0096142292022705) (2571,2.924942970275879) (1370,2.8723814487457275) (2762,2.817500352859497) (3753,2.804081678390503) (2694,2.7585487365722656) (380,2.471238613128662) (1197,2.4566948413848877) (260,2.2815544605255127) (1784,2.2621002197265625) (588,2.215543031692505) (165,2.2056171894073486) (296,2.1971845626831055) (2355,2.1946773529052734)
1098: (1304,2.8833069801330566) (1244,2.827613115310669) (3363,2.5198535919189453) (1234,2.425811529159546) (111,2.294987916946411) (1292,2.1708946228027344) (3735,2.170522928237915)* (1294,2.0834457874298096) (1077,1.8515057563781738) (1276,1.8018791675567627) (1278,1.6967926025390625) (1136,1.6664557456970215) (2724,1.6536164283752441) (1078,1.6114038228988647) (1219,1.596663475036621) (3671,1.5882941484451294) (924,1.5641117095947266) (3741,1.5484708547592163) (1964,1.5464528799057007) (1235,1.5408157110214233)
1099: (608,4.206580638885498)* (593,3.638113021850586)* (2599,3.40608811378479)* (527,3.340102434158325)* (318,3.1995835304260254) (111,2.8155593872070312) (858,2.7035794258117676) (1267,2.6536614894866943) (2028,2.6008005142211914)* (2908,2.576456308364868)* (2692,2.537015438079834) (904,2.4520108699798584)* (2959,2.4219229221343994) (2289,2.4148623943328857) (2571,2.2555127143859863) (1673,2.181464910507202) (2890,2.1746952533721924) (1247,2.1436514854431152) (2324,2.081211566925049)* (1207,2.080794095993042)
1100: (3253,4.095926761627197) (2599,4.068920612335205) (1148,3.918458938598633) (1171,3.7423794269561768) (1278,3.4724864959716797)* (1641,3.457430362701416)* (1517,3.406660318374634) (52,3.3477325439453125) (2321,3.2450969219207764) (125,3.2192296981811523) (3175,3.178034782409668) (3174,3.05727219581604) (21,3.0095934867858887) (2108,2.9643807411193848) (441,2.948284149169922)* (2997,2.9125070571899414) (2770,2.8629751205444336) (745,2.858635187149048) (3396,2.709212303161621)* (2289,2.651923894882202)
1101: (32,3.5449607372283936)* (750,3.2881247997283936)* (1200,3.229484796524048) (2140,3.1712348461151123) (1208,3.16229248046875)* (2021,2.9540493488311768) (2858,2.9464969635009766)* (3471,2.9414877891540527) (2959,2.9260895252227783)* (2105,2.7036232948303223) (1304,2.426196336746216) (1073,2.30316424369812)* (589,2.3002946376800537) (1222,2.272625684738159)* (2193,2.2432503700256348) (3175,2.2363064289093018) (3703,2.2308545112609863)* (1198,2.2022414207458496)* (1967,2.1988072395324707) (1097,2.191819906234741)
1102: (904,3.1697781085968018) (1617,2.918320417404175) (903,2.590737819671631) (265,2.5848991870880127) (3706,2.583639621734619) (1625,2.4743077754974365) (1805,2.462493896484375) (1892,2.4385993480682373) (2917,2.4333419799804688) (50,2.316842555999756) (1252,2.3148882389068604) (3505,2.3148088455200195) (593,2.2903122901916504) (1645,2.2765612602233887) (1459,2.2348406314849854) (397,2.2099545001983643) (541,2.1839966773986816) (1620,2.154895305633545) (1343,2.0915908813476562) (2186,2.0872111320495605)
1103: (2291,4.159482002258301) (266,4.042448997497559) (265,3.7826952934265137) (1721,3.4307353496551514) (1249,3.3979780673980713) (357,3.3672549724578857) (2858,3.185695171356201) (2396,3.1144282817840576) (110,3.0154430866241455) (2100,2.97622013092041) (912,2.8630619049072266) (39,2.8569066524505615) (1183,2.8543336391448975) (2020,2.6505980491638184) (3479,2.6432759761810303) (144,2.636800527572632) (920,2.6330995559692383) (916,2.6235783100128174) (25,2.6222968101501465) (1307,2.5517380237579346)
1104: (318,3.759443998336792) (527,3.406006336212158)* (2997,3.1803202629089355)* (2908,3.0109400749206543)* (34,2.989842653274536) (1617,2.870039701461792) (1704,2.8117809295654297) (2336,2.77936053276062) (17,2.76255464553833) (1358,2.607477903366089) (1094,2.580801248550415) (3160,2.455364942550659) (2324,2.3784193992614746) (3176,2.3182854652404785) (1673,2.1596810817718506) (58,2.15279221534729) (1635,2.131171941757202) (3897,2.0852210521698) (1179,2.0792293548583984) (50,2.0252978801727295)
1105: (2762,5.050081253051758) (1240,4.104939937591553) (1198,3.7370378971099854)* (1036,3.4956037998199463) (2571,3.203259229660034) (1213,3.0840940475463867)* (3101,2.8952808380126953) (3408,2.7075586318969727) (296,2.586035966873169)* (1610,2.5168826580047607)* (3176,2.505021095275879) (541,2.472585439682007) (1210,2.4624831676483154) (1358,2.4538075923919678)* (1252,2.4519119262695312) (3203,2.4090940952301025)* (2288,2.3818557262420654) (1721,2.371030807495117) (111,2.298771619796753) (3362,2.2735350131988525)*
1106: (480,4.554649353027344)* (1210,3.766075849533081) (260,3.4923410415649414) (1580,3.4074723720550537)* (3793,3.3405723571777344) (3300,3.1478519439697266)* (2858,3.140488624572754) (2291,3.0970892906188965) (3753,3.0736474990844727) (3555,3.0655264854431152) (2455,2.989046096801758) (266,2.754953622817993) (2160,2.6792490482330322)* (1965,2.678705930709839) (551,2.677450180053711) (1544,2.650374412536621) (1035,2.649271249771118) (1240,2.566728353500366) (2571,2.494459629058838) (1214,2.4702773094177246)
1107: (597,4.742189407348633)* (440,4.41738748550415) (339,4.13323974609375) (2671,4.036984443664551) (11,3.8997249603271484) (1,3.796921491622925)* (3255,3.5693278312683105) (39,3.5448453426361084) (2321,3.5304269790649414) (500,3.4056146144866943) (1777,3.3147964477539062) (7,3.0525691509246826) (380,3.0253384113311768) (3175,2.8256359100341797) (377,2.732680082321167) (2724,2.6961216926574707) (342,2.6656429767608643) (3114,2.6573832035064697) (1500,2.4664461612701416) (1721,2.3499984741210938)
