userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,5.121753215789795) (595,4.915716171264648)* (2081,4.266888618469238) (34,4.101883888244629) (318,4.005488395690918) (593,3.49707293510437) (1907,3.4370362758636475)* (3751,3.42671537399292) (356,3.4028353691101074) (2080,3.31335711479187) (2096,3.3085572719573975) (2396,3.283932685852051) (920,3.244340419769287) (2762,3.24399471282959)* (1282,3.220349073410034) (1704,3.215723991394043) (2687,3.208465099334717) (1947,3.1559269428253174) (1225,3.121907949447632) (2087,3.1209986209869385)
1261: (2706,5.346047878265381) (3753,4.749510765075684)* (3175,4.156235218048096) (3081,4.064863681793213)* (1210,4.0116143226623535)* (2694,3.852571964263916) (968,3.630016803741455) (2710,3.604919910430908) (3623,3.601940155029297) (2987,3.5124168395996094) (2571,3.379054546356201)* (1580,3.348590612411499) (2997,3.252272367477417) (3005,3.2503902912139893) (2841,3.212008237838745) (3408,3.2066423892974854) (3354,3.1961793899536133) (3510,3.1618223190307617) (3897,3.065911293029785) (2761,3.0158774852752686)
1262: (3552,4.024868488311768) (3210,3.874504327774048) (2000,3.539973020553589) (2706,3.47815203666687) (2797,3.4293525218963623) (1663,3.4120726585388184)* (3039,3.383882999420166) (1257,3.35992693901062) (2371,3.267461061477661)* (1307,3.193401336669922) (3421,3.1536736488342285) (296,3.122009515762329)* (3526,3.1209194660186768) (318,3.038376808166504) (1923,3.037891387939453) (223,2.9603111743927) (3868,2.9171392917633057) (1673,2.850780725479126) (356,2.844738245010376) (1220,2.8404366970062256)
1263: (2997,5.8179121017456055) (2683,5.675387382507324) (2355,5.423976421356201) (1923,5.328982830047607)* (1136,5.3224287033081055) (2959,5.149627208709717)* (1265,4.890754222869873)* (2396,4.609993934631348) (1784,4.421326160430908) (2694,4.362630367279053) (1394,4.342750549316406)* (1270,4.339572906494141) (1197,4.2997918128967285) (3481,4.157588005065918)* (1580,4.1496148109436035) (2770,4.099728584289551) (3671,4.051569938659668) (1079,3.97826886177063) (1500,3.797492027282715) (2580,3.7061822414398193)*
1264: (750,5.536678791046143)* (50,5.53210973739624)* (1198,5.118178844451904)* (318,5.09514045715332)* (3471,4.743325710296631)* (1358,4.611996173858643)* (260,4.567664623260498)* (1270,4.545497417449951) (293,4.51291036605835) (1500,4.420180320739746)* (2858,4.418677806854248)* (457,4.396742343902588) (1079,4.334511756896973) (1374,4.25167989730835) (1097,4.215199947357178) (1610,4.122473239898682) (2791,4.089465618133545) (223,4.088235855102539)* (1266,4.067953586578369)* (1291,3.9992101192474365)*
1265: (3897,5.554231643676758)* (3751,4.355533599853516) (296,4.321705341339111)* (2396,4.24238920211792)* (223,4.055408954620361) (2908,3.8360955715179443) (3578,3.7308077812194824) (2762,3.463313579559326) (3408,3.415192127227783) (3948,3.4073374271392822) (1225,3.337555170059204) (1089,3.3182826042175293) (551,3.2999653816223145) (1136,3.298614740371704) (527,3.260035753250122) (1060,3.1836583614349365) (3793,3.170621395111084) (2890,3.111337423324585) (3083,3.108224630355835) (2291,3.102593421936035)
1266: (527,4.039279460906982)* (2291,3.84635066986084) (1682,3.7914786338806152) (3160,3.7386474609375) (2396,3.4545114040374756)* (17,3.4333019256591797) (919,3.371694564819336)* (1246,3.355631113052368) (2599,3.292844295501709) (551,3.1855244636535645) (899,3.185060977935791) (1673,3.175698757171631) (2692,3.112921714782715)* (3911,3.040717840194702) (1282,3.007640838623047) (356,2.9529612064361572) (1198,2.943683385848999) (3408,2.9264190196990967)* (1721,2.92380690574646) (1784,2.9123172760009766)
1267: (1196,4.298415184020996) (924,4.152218341827393)* (912,3.7943012714385986) (1201,3.7278966903686523) (904,3.585012912750244) (1252,3.4229843616485596) (858,3.3824779987335205) (1267,3.356631278991699) (1219,3.341411590576172) (1374,3.282991409301758) (1097,3.2803566455841064) (969,3.26639461517334) (1250,3.2210142612457275) (3471,3.1832218170166016) (1210,3.1560349464416504) (2019,2.996683359146118) (1208,2.958218812942505)* (1253,2.9464049339294434) (1254,2.9304251670837402) (1221,2.914794445037842)*
1268: (750,4.420938968658447) (1230,4.225162029266357)* (1304,4.089513301849365) (913,4.0065813064575195)* (1278,3.9625566005706787) (1214,3.9270832538604736)* (1193,3.6408023834228516) (1234,3.6403074264526367) (1219,3.5503602027893066) (1233,3.5091748237609863)* (3363,3.506344795227051) (1263,3.4855196475982666) (1084,3.4198660850524902)* (1267,3.373642683029175) (3735,3.369941473007202) (3037,3.367861747741699)* (1240,3.312390089035034) (904,3.3120551109313965) (3671,3.2690391540527344) (1250,3.23325514793396)
1269: (2706,6.667474269866943) (223,6.287715911865234) (2683,6.0447282791137695) (2987,5.80790901184082)* (3175,5.177347660064697) (2395,5.145013332366943) (2908,5.115331172943115) (3578,5.0963568687438965) (318,5.062846660614014) (3408,4.94828987121582) (2700,4.772143840789795) (1,4.71400260925293) (2712,4.617609024047852) (2770,4.519389629364014)* (2694,4.512866497039795) (593,4.506136894226074) (3160,4.319355010986328)* (1617,4.253935813903809) (2502,4.225337505340576) (2333,4.189874172210693)
1270: (3911,3.396754741668701) (3624,3.124843120574951) (3948,2.9217898845672607) (3949,2.8466804027557373) (3751,2.815932273864746) (3910,2.810753583908081) (3893,2.70552396774292) (3555,2.7031164169311523) (3481,2.6406185626983643) (3753,2.638650417327881) (3513,2.5917725563049316) (3578,2.523928165435791) (3916,2.5092132091522217) (3915,2.4180049896240234) (3160,2.299851655960083) (3510,2.279337167739868) (3618,2.2129204273223877) (3185,2.1391897201538086) (3783,2.119272232055664) (3408,2.082502841949463)
1271: (1265,4.82499361038208) (3408,3.9750752449035645) (1230,3.779045820236206)* (1580,3.7555363178253174)* (2599,3.717589855194092)* (2797,3.6923575401306152)* (1641,3.6796047687530518) (39,3.5990676879882812) (3072,3.510446310043335) (597,3.46452260017395) (2081,3.4118149280548096) (1259,3.3344812393188477) (3897,3.3316564559936523) (2997,3.19537615776062) (2671,3.1842563152313232)* (2804,3.142939567565918) (1148,3.120664596557617) (1235,3.036804676055908) (3363,3.0299365520477295)* (527,3.0293171405792236)
1272: (1265,5.030943870544434)* (2355,4.224116325378418)* (2324,4.135305881500244)* (2858,4.09338903427124)* (1073,4.008856296539307) (2997,3.9992001056671143) (3175,3.931018352508545) (1527,3.9257924556732178)* (1136,3.862501621246338)* (1784,3.7679591178894043) (2628,3.7355828285217285) (527,3.716374635696411)* (1210,3.7140092849731445) (595,3.713670492172241)* (1580,3.696883201599121)* (1396,3.6247386932373047) (2599,3.620687961578369) (2762,3.5738954544067383) (440,3.558540105819702) (608,3.549870729446411)
1273: (1230,6.153010368347168)* (1394,5.052712917327881)* (750,5.007404327392578)* (923,4.846263885498047)* (913,4.71857213973999) (1247,4.640087604522705)* (1204,4.370701313018799) (34,4.313817501068115) (1288,4.298290729522705) (3435,4.296452045440674) (1207,4.256990909576416)* (1235,4.242640495300293)* (1080,4.233279705047607)* (2064,4.217525482177734) (1276,4.1376447677612305) (1278,4.128242492675781)* (1269,4.065248012542725) (858,4.0650811195373535)* (1952,3.9450502395629883) (930,3.882254123687744)*
1274: (1204,5.4389448165893555)* (1248,5.388118743896484) (3435,4.93383264541626)* (969,4.854626178741455)* (904,4.795591354370117) (922,4.49003267288208) (1230,4.40916633605957) (1206,4.3353986740112305) (1221,4.188185214996338) (858,4.180672645568848) (1233,4.089989185333252)* (2186,4.07136344909668) (919,4.0016703605651855) (3095,3.982557773590088)* (3030,3.9603240489959717)* (1217,3.9195265769958496)* (1178,3.916134834289551)* (910,3.883531093597412) (1247,3.8610358238220215) (1953,3.855855941772461)
1275: (912,4.732320785522461)* (1196,4.703296661376953) (1198,4.161684036254883) (858,4.070684432983398) (1208,4.047839164733887) (1204,3.9617807865142822)* (1304,3.714341163635254) (110,3.6418042182922363) (1193,3.635715961456299) (1225,3.578770875930786) (318,3.5541231632232666) (593,3.519577980041504) (1233,3.388209581375122) (1221,3.3566982746124268) (919,3.356149673461914) (2858,3.341951608657837) (1299,3.2653489112854004) (1272,3.1653149127960205) (1097,3.162174940109253) (1197,3.1354212760925293)
1276: (1079,5.299363613128662) (1278,5.260006904602051) (2918,4.799124717712402)* (1294,4.584736347198486) (1256,4.229015827178955) (1230,4.157928466796875) (1235,4.138555526733398) (2300,4.040246963500977) (1270,4.020397186279297) (3543,3.948521375656128)* (1220,3.8765103816986084) (1077,3.8383820056915283) (1304,3.7822110652923584) (1276,3.7681641578674316) (1923,3.766646385192871) (1244,3.689603567123413) (1307,3.6325161457061768)* (3039,3.5735416412353516)* (2352,3.540405035018921) (3608,3.4890453815460205)
1277: (1982,3.693652629852295)* (1997,3.686871290206909)* (1347,3.5562877655029297) (3409,3.4057445526123047) (1258,3.33160662651062) (2706,3.3092398643493652) (1644,3.285353660583496) (968,3.2441182136535645) (724,3.2032957077026367) (3273,3.130187511444092) (3016,3.112478256225586) (1974,3.0090034008026123) (2959,2.982637643814087) (1339,2.9808413982391357) (366,2.979578733444214) (2513,2.9507694244384766) (2694,2.9303228855133057) (1219,2.8728435039520264) (1994,2.7820777893066406) (1645,2.780963897705078)
1278: (1270,5.0539231300354) (1259,4.615939140319824) (919,4.520967483520508) (1240,4.390324592590332) (2571,4.3861236572265625) (593,4.232147693634033) (1136,4.228609085083008) (1214,4.003720283508301) (1225,3.7869627475738525) (924,3.7402281761169434) (1242,3.7368247509002686) (912,3.710706949234009) (2716,3.6586830615997314) (750,3.62123966217041) (2174,3.615885019302368)* (2858,3.6001243591308594) (858,3.576864004135132) (1394,3.5375218391418457) (1220,3.536362409591675) (1222,3.5263514518737793)
1279: (17,3.0756990909576416) (2336,2.8108747005462646) (36,2.3847968578338623) (58,2.3607735633850098) (2858,2.336048126220703) (265,2.3346316814422607) (3006,2.3335747718811035) (509,2.323512554168701) (3260,2.282752752304077) (800,2.276987075805664) (337,2.2654190063476562) (2324,2.232306480407715) (2686,2.199403762817383)* (515,2.1910722255706787) (1682,2.176427125930786) (3160,2.1448493003845215) (1265,2.1254169940948486) (2333,2.093778371810913)* (1643,2.07903790473938) (2291,2.0576870441436768)
1280: (2858,8.438813209533691)* (3578,6.637193202972412) (593,5.284850597381592) (2028,5.164167404174805)* (3408,5.084266185760498) (318,5.051541805267334) (2707,5.015969753265381) (2599,4.84858512878418) (3793,4.813063144683838) (3176,4.77467155456543) (296,4.712807655334473) (2716,4.610508441925049) (2396,4.592544078826904) (3005,4.502583980560303) (110,4.442114353179932) (2700,4.393956184387207) (1617,4.2392683029174805) (3160,4.236703872680664) (356,4.0691752433776855) (3114,4.056514739990234)
1281: (2908,4.033514499664307) (1673,3.950326442718506) (36,3.790480136871338) (1719,3.6627917289733887)* (3911,3.1669669151306152) (58,3.132335662841797) (265,3.1297333240509033) (296,3.0872702598571777) (800,3.041316509246826) (25,2.9743614196777344) (3148,2.969308376312256) (1183,2.9685277938842773) (2336,2.964519500732422) (3176,2.9343085289001465) (1249,2.9222846031188965) (1354,2.818896532058716) (3952,2.7525503635406494) (1179,2.742828845977783) (2324,2.723375082015991) (778,2.6910736560821533)
1282: (2791,4.514871120452881) (2858,4.31186580657959) (2918,4.167516231536865) (2396,4.021974086761475) (1265,3.9761407375335693) (356,3.9683432579040527) (110,3.922518253326416) (1307,3.819808006286621) (318,3.637856960296631) (1,3.6079611778259277) (1968,3.5688693523406982)* (1197,3.5130627155303955) (2804,3.504587173461914) (1097,3.47263503074646) (527,3.4509599208831787) (1784,3.4070050716400146) (2997,3.333289623260498) (593,3.318232774734497) (3481,3.3106372356414795) (2028,3.1985127925872803)
1283: (356,5.190821647644043)* (364,5.0069050788879395) (2762,4.927375793457031) (2858,4.650514602661133) (34,4.512764930725098) (527,4.303597450256348) (318,4.252344608306885) (2028,4.226565361022949) (3408,4.163580894470215) (2081,4.052917957305908) (1265,3.9013140201568604) (2716,3.859819173812866) (1580,3.8490822315216064) (539,3.8061811923980713)* (1028,3.755756378173828) (587,3.6977357864379883) (920,3.668633460998535) (590,3.6463351249694824) (260,3.6395716667175293) (1210,3.639568328857422)
1284: (1358,4.6014556884765625) (50,4.377756118774414)* (47,3.9362545013427734) (2391,3.6811320781707764)* (628,3.5933637619018555) (1343,3.51308012008667) (6,3.504979133605957) (2353,3.3732941150665283)* (866,3.345726251602173) (3006,3.3404951095581055) (1625,3.2838292121887207) (110,3.272099256515503)* (3147,3.1833655834198) (1784,3.118018865585327)* (350,3.021210193634033) (32,2.9268932342529297) (474,2.857480764389038) (800,2.792487144470215)* (2959,2.791172504425049) (3256,2.7649269104003906)
1285: (1208,4.956160068511963)* (1230,4.881284713745117)* (2791,4.580611705780029)* (1263,4.568381309509277)* (296,4.436385631561279)* (3424,4.405797481536865)* (2243,4.350317478179932)* (1617,4.262532711029053) (1266,4.233997344970703)* (1179,4.184689044952393) (2020,4.164155006408691)* (1997,4.121825218200684)* (1954,4.055520057678223) (2917,4.020510673522949)* (2064,4.010303020477295)* (1958,3.964071035385132)* (2599,3.892087459564209)* (1321,3.8467581272125244)* (3104,3.7917001247406006)* (1077,3.7695884704589844)
1286: (2959,3.58079195022583) (2599,3.513781785964966) (913,3.4571874141693115) (223,3.3546946048736572)* (2336,3.2184314727783203) (2762,3.0575664043426514) (3578,2.9472715854644775) (1093,2.9471311569213867) (2712,2.9077703952789307)* (3543,2.7839839458465576) (2580,2.6585919857025146) (1266,2.6297383308410645) (3203,2.5816521644592285) (2683,2.4997034072875977) (785,2.4815616607666016) (3408,2.4509825706481934) (2706,2.4481701850891113) (2700,2.3814003467559814) (2670,2.3775360584259033) (2070,2.375013589859009)
1287: (3897,5.109912395477295) (2997,4.756289005279541)* (3408,4.557173728942871) (3481,4.236510276794434) (3160,4.226848602294922) (527,4.078919410705566)* (3006,3.904622793197632) (2692,3.6629810333251953) (2908,3.533291816711426) (1704,3.456578016281128) (110,3.4465737342834473) (1041,3.4144210815429688) (34,3.315822124481201) (2336,3.254173755645752) (17,3.159698963165283) (2324,3.1153719425201416) (3893,3.0731852054595947) (1148,2.9673969745635986)* (2289,2.9562058448791504) (3317,2.948570728302002)
1288: (318,3.9742000102996826) (527,3.83793306350708) (608,3.6630353927612305)* (1193,3.61566162109375) (265,3.5230071544647217)* (2997,3.3373823165893555)* (1704,3.1859560012817383) (111,3.170178174972534)* (593,3.166962146759033) (2324,3.102952480316162) (1225,3.074889898300171) (36,3.0508229732513428)* (2908,3.0224592685699463) (1358,2.9112062454223633) (2333,2.8555972576141357) (1296,2.8361265659332275) (58,2.7635414600372314) (2028,2.653702735900879) (2020,2.6384782791137695) (529,2.633403778076172)
1289: (1196,6.873274803161621)* (527,5.973865985870361) (2028,5.687972068786621)* (110,5.430332183837891) (1291,5.134660720825195)* (593,5.123044967651367) (1221,4.96808385848999) (1097,4.89585018157959) (1240,4.777825832366943) (908,4.759057521820068) (1250,4.7505269050598145) (1242,4.489645004272461) (2571,4.45701265335083) (750,4.445122241973877) (1207,4.437491416931152) (920,4.32089900970459) (1304,4.3003950119018555) (923,4.250258445739746) (1387,4.146936893463135) (1136,4.136888027191162)
1290: (2355,4.351118087768555) (2396,4.320759296417236)* (3408,4.26285457611084) (2683,4.150763988494873) (2706,3.9432547092437744) (1127,3.721036672592163) (2599,3.6673498153686523) (2997,3.6108009815216064) (2908,3.4556267261505127) (3176,3.455134868621826)* (2605,3.315950870513916) (3005,3.2432706356048584) (2688,3.2343363761901855) (1097,3.2249414920806885) (2959,3.2125072479248047) (2707,3.20469069480896) (2333,3.1841771602630615) (2694,3.0703394412994385) (3578,3.063063144683838)* (223,3.0460147857666016)
1291: (1247,3.6589317321777344)* (1207,3.199533462524414) (2243,3.198918581008911) (1193,3.1937663555145264)* (318,3.17742657661438)* (2908,3.1756675243377686)* (2020,3.0991053581237793)* (25,3.0452322959899902) (1961,3.032707691192627)* (1307,2.999361753463745)* (296,2.942805528640747) (1947,2.9232177734375)* (3072,2.906036376953125)* (1231,2.902117967605591) (1293,2.8617501258850098) (3418,2.778604030609131)* (1299,2.7784712314605713) (1246,2.7699248790740967) (1394,2.7533860206604004)* (920,2.733708620071411)
1292: (2997,4.422544002532959) (908,4.203289985656738) (2791,4.033857345581055) (3578,3.8755733966827393)* (3753,3.761881113052368) (3751,3.749885082244873) (480,3.696432590484619) (3624,3.6380951404571533)* (3948,3.431626796722412) (3555,3.3212637901306152) (3793,3.251293182373047) (2571,3.223926067352295) (3893,3.213911533355713) (3510,3.2070188522338867) (260,3.19089674949646) (1210,3.1838901042938232) (1196,3.1325502395629883) (2599,3.109496831893921) (3949,3.1027159690856934) (2160,3.0881106853485107)
1293: (2858,6.735806465148926) (593,4.641366481781006) (2599,4.626782417297363) (3897,4.61699104309082) (296,4.483698844909668) (2791,4.41063117980957) (2762,4.324646472930908) (1,4.228458404541016) (1259,4.161160469055176) (3160,4.1261210441589355) (1213,4.018200874328613) (2396,3.9076101779937744) (2028,3.8466224670410156) (223,3.7961201667785645) (1784,3.7795779705047607) (3948,3.774028778076172) (50,3.7528984546661377) (34,3.703380823135376) (2395,3.675213575363159) (2918,3.669156074523926)
1294: (1230,4.687068462371826)* (1079,4.132139682769775) (2300,4.122185230255127) (1641,4.028942584991455) (1394,4.001898765563965) (2791,3.7505404949188232)* (2064,3.7465484142303467) (2395,3.704041004180908) (1235,3.6194164752960205)* (1307,3.539945363998413) (2108,3.4829866886138916) (2918,3.4686310291290283) (1148,3.4659032821655273) (3072,3.424473285675049) (2302,3.4117560386657715)* (2289,3.362339496612549)* (2321,3.250760078430176) (1238,3.232579231262207)* (3481,3.2307214736938477)* (1449,3.1973655223846436)
1295: (908,3.642911195755005) (1248,3.415841817855835) (904,3.3264482021331787) (922,3.218113899230957) (903,2.976532459259033) (3160,2.919142961502075) (2997,2.8664586544036865) (912,2.8182601928710938) (1212,2.8011369705200195) (2186,2.7635931968688965) (3408,2.4065299034118652) (923,2.2964391708374023) (3911,2.268357038497925) (2908,2.2464678287506104) (3481,2.237096071243286) (3334,2.1974430084228516) (3176,2.1804349422454834) (3317,2.13053560256958)* (3683,2.1297879219055176) (1230,2.126260757446289)
1296: (1704,5.868986129760742) (1784,5.446432590484619) (1393,5.1169753074646) (1721,4.81157922744751) (527,4.77923583984375) (356,4.695754051208496) (608,4.675701141357422) (150,4.658165454864502) (2858,4.4223456382751465) (2762,4.3160014152526855) (2324,4.266838550567627) (597,4.148499965667725) (3147,4.138545036315918) (11,4.121057987213135) (3148,3.9942901134490967) (3255,3.99295711517334) (36,3.9596915245056152) (1641,3.8397116661071777) (2268,3.8241372108459473) (25,3.7998111248016357)
1297: (2959,4.746510028839111) (2395,4.1946024894714355)* (2916,3.9382834434509277) (1909,3.5116207599639893) (47,3.4968056678771973) (1921,3.4827914237976074)* (1500,3.4481606483459473) (2580,3.4374101161956787)* (1673,3.398406982421875)* (293,3.372464895248413) (1200,3.363473653793335) (1732,3.2886385917663574) (778,3.138948440551758) (593,3.0647263526916504)* (1148,3.058958053588867)* (29,3.0523722171783447) (3481,3.0429036617279053) (555,2.9927685260772705)* (2710,2.9779629707336426) (551,2.910749673843384)*
1298: (1097,3.5510902404785156)* (364,3.4817285537719727)* (1198,3.171720504760742)* (1291,3.058239221572876)* (1954,3.040971517562866)* (919,3.008840322494507)* (2797,2.9384701251983643)* (1258,2.926213264465332) (1784,2.921125888824463) (648,2.9101054668426514) (597,2.8780717849731445) (1036,2.8727610111236572)* (1196,2.821096181869507)* (2081,2.7639777660369873) (2916,2.7363579273223877)* (3147,2.6897542476654053)* (2406,2.681838274002075) (3499,2.668581485748291) (316,2.6526360511779785)* (1073,2.636021852493286)*
1299: (2571,5.668659210205078)* (1214,5.043497085571289)* (1196,4.677499294281006)* (3793,4.610742092132568) (1198,4.217030048370361)* (3702,4.20050048828125) (480,4.189425945281982) (1197,4.1360907554626465)* (551,4.030210494995117) (110,4.003354072570801)* (1580,3.964573860168457)* (3114,3.914278030395508) (2916,3.889375686645508) (3527,3.8329062461853027) (1291,3.807213544845581) (2529,3.703679323196411)* (2167,3.6584224700927734) (2355,3.63301944732666) (1274,3.591092586517334) (1223,3.5804247856140137)
1300: (223,6.416272163391113)* (2694,5.826819896697998)* (2959,5.014255523681641)* (785,4.722678184509277) (1407,4.601315021514893) (2841,4.4316935539245605)* (2762,4.401570796966553) (2355,4.396848678588867) (2997,4.389924049377441)* (3785,4.295870780944824) (1347,4.265875816345215)* (3005,3.8038012981414795) (2395,3.7959225177764893)* (3300,3.756265163421631) (253,3.7132091522216797) (2908,3.6807260513305664) (2719,3.6620988845825195) (2976,3.648219347000122) (1215,3.5828821659088135) (3499,3.569955587387085)
1301: (110,6.368282794952393)* (1196,6.302856922149658)* (2028,5.788107395172119)* (858,5.166021823883057)* (1270,4.966082572937012) (1307,4.867287635803223)* (457,4.814462184906006)* (296,4.686679363250732) (1721,4.506441593170166) (2000,4.326929569244385)* (364,4.306149959564209) (3408,4.231596946716309) (3578,4.211639881134033)* (1242,4.201442718505859)* (1393,4.155324459075928) (1704,4.147194862365723)* (588,4.132009983062744) (912,4.100221157073975) (908,4.083627223968506) (17,3.949368953704834)
1302: (1653,4.280816555023193)* (2353,3.7747063636779785) (1876,3.727665901184082) (1909,3.715125799179077) (733,3.669856071472168) (1544,3.5100977420806885) (377,3.509373903274536) (1370,3.347259759902954) (349,3.339198589324951) (1552,3.272799253463745) (1597,3.190446138381958) (1356,3.1722350120544434) (1625,3.153388738632202)* (2058,3.0916922092437744) (380,3.0768539905548096) (648,3.056270122528076) (736,2.997281074523926) (70,2.980191469192505) (2617,2.965561866760254) (6,2.959416627883911)
1303: (1240,4.905740737915039)* (1199,4.7550177574157715)* (296,4.730867385864258)* (111,4.632443428039551)* (1080,4.518672943115234) (1200,4.492768287658691) (2571,4.394207000732422)* (1221,4.308077812194824)* (32,4.2388014793396) (1219,4.159675598144531) (2289,4.015993595123291) (260,3.9784927368164062)* (1230,3.962881326675415)* (2599,3.867516279220581)* (3471,3.7513692378997803)* (3424,3.7103018760681152)* (923,3.6117916107177734)* (1953,3.5977797508239746) (2194,3.5856916904449463) (1197,3.574763059616089)*
1304: (260,6.813098430633545)* (1240,6.036669731140137)* (2571,5.818192005157471) (2028,5.627779960632324)* (1270,5.447745323181152) (1200,5.369361877441406)* (110,5.287920951843262) (480,4.916748046875)* (1580,4.448205471038818) (3527,4.416834831237793) (1387,4.200088024139404) (2762,4.159863471984863) (2858,4.115501880645752)* (541,4.100110054016113) (1220,4.042647361755371) (780,4.012590408325195) (1304,3.9308431148529053) (924,3.8972508907318115) (3471,3.871673583984375) (1259,3.849904775619507)
1305: (246,2.918036937713623) (1952,2.4870965480804443) (2973,2.4175915718078613) (1244,2.3864457607269287) (1230,2.305068254470825) (1649,2.1582062244415283) (1147,2.1447410583496094) (1361,2.109851121902466) (1041,2.058424472808838) (3019,2.0279200077056885) (2731,1.9972259998321533) (1273,1.9855698347091675) (3083,1.9343351125717163) (1228,1.924832820892334) (1719,1.8871217966079712) (3504,1.861719012260437) (2966,1.845170259475708) (3201,1.8369548320770264) (3089,1.8235012292861938) (2289,1.8194479942321777)
1306: (2858,5.778656959533691)* (480,4.946233749389648)* (3481,4.506727695465088)* (2599,4.3195600509643555) (50,4.313537120819092) (1653,4.136093616485596)* (457,4.085842132568359) (2395,4.053539752960205) (1197,4.020746231079102)* (1,3.8620762825012207)* (2628,3.7701823711395264) (1923,3.5431199073791504) (1921,3.4838247299194336) (2355,3.452969789505005) (110,3.432675838470459) (3408,3.423335552215576) (3510,3.4167373180389404) (1517,3.3895089626312256) (2716,3.3244476318359375)* (293,3.277214288711548)
1307: (1196,3.53739595413208) (1198,3.0756826400756836) (480,2.8566386699676514) (2571,2.8140904903411865) (858,2.676987648010254) (527,2.4360969066619873) (1200,2.4068596363067627) (1291,2.277151584625244) (1259,2.2159643173217773) (1097,2.195374011993408) (1197,2.181323289871216) (2791,2.162205934524536)* (593,2.135594367980957) (318,2.0864923000335693) (912,2.0822837352752686) (541,2.07856822013855) (924,2.0753426551818848) (1127,2.0527851581573486) (1035,2.0330018997192383) (2948,2.018301248550415)
1308: (1196,6.003840923309326)* (2858,5.6612701416015625) (1270,5.529024600982666)* (589,5.396421909332275) (1580,5.362318992614746)* (593,5.180132865905762) (2028,5.030603885650635)* (3578,4.901362419128418) (318,4.791451930999756) (1197,4.660163402557373)* (1097,4.479700565338135) (2997,4.329045295715332) (457,4.322415828704834) (3751,4.283962726593018) (1259,4.265362739562988) (1265,4.2558979988098145) (2396,4.227338790893555) (1136,4.216255187988281)* (2628,4.1792426109313965) (1240,4.124853134155273)
1309: (3753,4.483242511749268) (3623,3.441145420074463) (3513,3.0672996044158936) (3578,2.9639334678649902) (3755,2.960667848587036) (3717,2.9133105278015137) (3916,2.9087977409362793) (3510,2.854487657546997) (3785,2.80218768119812) (2694,2.7101027965545654) (3409,2.7065012454986572) (3408,2.65366268157959)* (3484,2.5531656742095947) (2881,2.54518985748291) (3752,2.5239346027374268) (3565,2.4939398765563965) (3798,2.3651726245880127) (3826,2.32565975189209) (3082,2.278269052505493) (3178,2.227853298187256)
1310: (1674,3.4922385215759277) (1225,3.4242312908172607) (1307,3.16227388381958) (2352,3.0820748805999756) (1961,2.9721171855926514) (1962,2.9552412033081055) (1231,2.8385584354400635) (1259,2.7562968730926514) (3361,2.6781234741210938) (2915,2.6111690998077393) (2020,2.5481979846954346) (1172,2.503633499145508) (1968,2.5015838146209717) (1090,2.499235153198242) (1956,2.4979100227355957) (1198,2.491631031036377) (1186,2.480753183364868) (2918,2.4664313793182373) (1957,2.439232349395752) (3210,2.332764148712158)
1311: (260,4.93218994140625)* (919,4.146704196929932) (110,3.950026750564575) (589,3.7785396575927734) (1291,3.7663559913635254) (1198,3.6205201148986816)* (1356,3.487546682357788) (1214,3.4791035652160645) (1240,3.4624764919281006) (780,3.358808994293213) (2096,3.2442636489868164) (590,3.2307660579681396)* (1374,3.2212562561035156) (2028,3.181891441345215)* (1282,3.0869598388671875) (1073,3.0790741443634033) (1200,3.0338213443756104) (316,3.0062918663024902) (596,2.9072093963623047) (329,2.8486454486846924)
1312: (1214,4.265497207641602)* (1200,4.240654468536377)* (594,3.8186185359954834) (1376,3.674342632293701) (1282,3.629981756210327) (1127,3.529866933822632) (1022,3.5181407928466797)* (1199,3.4215433597564697) (2968,3.3999459743499756) (1032,3.3622703552246094)* (1967,3.3326241970062256) (2105,3.3220481872558594)* (588,3.319530963897705)* (3703,3.315856695175171) (1073,3.3119595050811768) (2139,3.2997303009033203)* (1028,3.2126855850219727) (2761,3.1921346187591553)* (2081,3.1809957027435303)* (1375,3.146057367324829)*
1313: (110,4.977205276489258) (3578,4.748600959777832) (480,3.994917631149292) (733,3.760437488555908) (3408,3.6368002891540527) (2571,3.412097930908203)* (1610,3.3691630363464355) (349,3.3494040966033936) (3623,3.2872836589813232) (2628,3.140115976333618) (2353,3.1316215991973877) (3256,3.1045727729797363) (3793,3.078385353088379) (648,2.98408579826355) (858,2.9761557579040527) (377,2.9409778118133545) (2858,2.92901873588562) (3147,2.928760290145874) (474,2.9233851432800293) (1608,2.922668695449829)
1314: (595,3.543152332305908) (364,3.4135940074920654) (1721,3.110804319381714) (588,3.0568902492523193) (2081,2.947035789489746) (736,2.795945882797241) (919,2.72814679145813) (1907,2.7130181789398193) (3408,2.6945149898529053) (1028,2.6657400131225586) (2080,2.6404707431793213) (539,2.632337808609009)* (1035,2.6137802600860596) (914,2.5992918014526367) (2078,2.5909054279327393) (2125,2.5888936519622803) (1022,2.5199639797210693) (1210,2.4966158866882324) (356,2.4158761501312256) (3114,2.406867504119873)
