userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1198,13.878843307495117) (1196,13.467216491699219) (318,13.348274230957031) (593,13.279580116271973) (356,13.042633056640625) (2858,13.031110763549805) (2396,13.015317916870117) (1197,12.95881462097168) (1210,12.887857437133789) (110,12.79524040222168) (2762,12.508176803588867)* (1265,12.268142700195312) (858,11.725871086120605) (457,11.66207504272461) (2571,11.515628814697266) (1307,11.45128059387207) (1259,11.32218074798584) (480,11.29406452178955) (34,11.223730087280273) (589,11.08439826965332)
1061: (260,16.035350799560547) (1196,15.498498916625977) (1198,15.484289169311523) (1270,14.585750579833984) (1210,14.384515762329102) (858,13.213876724243164) (1097,13.200292587280273) (1,13.003583908081055)* (919,12.79381275177002) (1240,12.786474227905273) (2028,12.783780097961426) (1136,12.733132362365723) (593,12.63271713256836) (2858,12.549217224121094) (2571,12.515273094177246) (589,12.486677169799805) (1265,12.451513290405273) (110,12.38001823425293) (1259,12.337398529052734) (2716,12.326251983642578)
1062: (260,21.175369262695312) (1198,20.939624786376953) (1196,20.737300872802734) (527,20.292024612426758) (318,19.698585510253906) (1197,19.482990264892578) (912,19.40851402282715) (2028,19.255895614624023) (1221,18.861587524414062) (296,18.714702606201172) (1225,18.4788818359375) (2396,18.359516143798828)* (1136,18.31085205078125) (1213,17.880779266357422) (1259,17.756183624267578)* (50,17.721935272216797) (1210,17.574947357177734) (1230,17.517166137695312)* (1097,17.221885681152344) (1,16.754623413085938)*
1063: (1198,17.57564353942871) (858,16.39142608642578) (1617,15.802629470825195) (527,15.59142780303955) (1197,15.582345962524414) (318,15.54910945892334)* (296,15.360710144042969) (1200,14.418379783630371) (1221,14.160623550415039) (2396,13.853551864624023) (1036,13.760107040405273) (1193,13.716361999511719) (1213,13.636451721191406) (1136,13.422290802001953) (1259,13.394919395446777) (1291,13.215938568115234) (1387,13.066963195800781) (1265,13.062255859375) (3578,12.961420059204102) (2716,12.907205581665039)
1064: (593,18.58420181274414) (2028,18.27629852294922) (527,17.506088256835938) (2762,17.219810485839844) (2396,15.738847732543945)* (356,15.711385726928711) (2571,15.371513366699219) (1704,15.271995544433594)* (457,15.241228103637695) (1198,15.229393005371094)* (1213,14.940967559814453) (1265,14.923946380615234) (589,14.553323745727539) (858,14.283076286315918) (1210,14.176012992858887) (1,13.874528884887695) (3578,13.833696365356445) (3147,13.407567977905273) (1270,13.325942993164062) (1610,13.269487380981445)
1065: (318,14.912843704223633) (527,14.01893424987793) (593,13.764570236206055) (356,13.643903732299805) (1704,13.299848556518555) (2028,13.202966690063477) (608,12.812653541564941) (1265,12.798666000366211) (296,12.3575439453125) (2762,12.309956550598145) (1784,12.280814170837402) (1393,11.81997299194336) (110,11.725172996520996) (150,11.573944091796875) (2324,11.52869987487793) (1721,11.503217697143555) (50,11.463553428649902) (1307,11.352027893066406) (457,11.351905822753906) (34,11.030834197998047)
1066: (2028,17.610172271728516) (318,17.505542755126953) (593,17.415935516357422) (527,17.341842651367188) (356,17.242860794067383) (1196,17.048675537109375) (110,16.62017059326172) (1197,16.504215240478516) (2858,16.406085968017578) (1210,16.28240203857422) (1270,16.03105926513672) (2762,15.864883422851562) (608,15.856681823730469) (457,15.747108459472656) (1,15.485536575317383) (858,15.343667984008789) (1307,15.113290786743164)* (1097,15.046825408935547) (2571,14.876028060913086) (296,14.464498519897461)
1067: (593,15.522546768188477)* (858,15.369970321655273) (50,14.323124885559082) (1196,14.255226135253906) (318,13.967910766601562) (1213,13.88919448852539) (1193,13.80024528503418) (2028,13.747764587402344) (1221,13.574674606323242) (1198,13.538467407226562) (2762,13.02706527709961) (1197,12.526363372802734) (589,12.457910537719727) (1089,12.149856567382812) (908,12.07904052734375) (912,12.07789134979248) (2396,12.036023139953613) (1240,12.005576133728027) (1230,11.733721733093262)* (1259,11.681079864501953)
1068: (2028,25.389720916748047)* (527,24.594825744628906)* (1198,24.060327529907227) (110,23.941848754882812) (1197,23.15694808959961) (608,23.070571899414062)* (1270,22.300601959228516) (1,22.16163444519043) (1617,21.002899169921875) (50,20.92188835144043)* (589,20.560609817504883) (1784,20.46463966369629) (1097,20.453609466552734)* (1610,20.349910736083984) (1036,19.838293075561523) (1291,19.802778244018555) (1580,19.797712326049805) (150,19.713031768798828) (1213,19.61892318725586) (1721,19.344453811645508)
1069: (2858,26.76041030883789) (318,24.044288635253906) (50,22.53604507446289) (527,22.456811904907227) (1617,22.0982666015625) (2997,21.6149959564209) (2028,20.934555053710938) (2762,20.388397216796875) (1358,19.514068603515625) (1089,18.916275024414062) (2599,18.884368896484375) (2396,18.58349609375) (1673,18.240478515625) (2324,18.18862533569336) (2908,18.04877471923828) (2959,17.73984718322754)* (3160,17.693016052246094) (3481,17.482276916503906) (858,17.21255874633789) (1193,17.080455780029297)
1070: (110,9.249643325805664) (2858,8.912300109863281) (2571,8.868236541748047) (589,8.640378952026367) (480,8.335901260375977) (2762,8.28138542175293) (457,8.253497123718262) (356,8.059982299804688) (318,8.036767959594727) (1210,8.007074356079102) (1580,7.9195237159729) (1198,7.7697601318359375) (260,7.741264820098877) (1196,7.675188064575195) (3578,7.584218502044678) (527,7.430987358093262) (1610,7.352530479431152) (296,7.314971446990967) (1,7.219015121459961) (1197,7.048306465148926)
1071: (1196,18.260452270507812)* (1210,17.652109146118164)* (2028,17.00344467163086) (1197,16.895553588867188) (1270,16.727737426757812) (110,16.48457145690918) (2396,16.354230880737305) (593,16.316505432128906) (318,16.073734283447266) (1097,15.955724716186523) (858,15.493951797485352) (2571,15.461055755615234) (457,15.414925575256348) (1265,15.247519493103027) (589,15.044225692749023) (1,15.017701148986816) (480,14.962289810180664) (1240,14.961505889892578) (608,14.750625610351562) (1036,14.743049621582031)
1072: (608,17.378639221191406) (858,17.01066017150879) (2028,16.048503875732422)* (2396,15.616474151611328) (1193,15.374317169189453) (2997,14.963846206665039) (1197,14.65403938293457) (1221,14.573698997497559) (1225,14.163856506347656)* (110,13.783282279968262) (1210,13.737594604492188) (1270,13.490104675292969) (1265,13.435302734375) (1259,13.354789733886719) (1136,13.30933666229248) (2571,13.107057571411133) (1097,13.106773376464844) (1230,13.035392761230469)* (34,12.825475692749023) (356,12.664358139038086)
1073: (608,16.479204177856445) (2858,16.0837345123291) (858,15.729219436645508) (2396,15.342623710632324)* (912,15.013553619384766)* (2028,14.774787902832031) (296,14.525407791137695) (1193,14.51957893371582) (1198,14.416914939880371) (1225,14.221916198730469) (260,14.0131196975708) (1196,13.910269737243652)* (919,13.806798934936523) (1213,13.726459503173828) (50,13.710233688354492) (2762,13.483091354370117) (1221,13.351700782775879) (1230,13.022493362426758) (34,12.914798736572266) (356,12.855596542358398)
1074: (593,19.495086669921875) (260,19.47173500061035) (1196,19.392127990722656) (318,19.28437042236328) (1197,18.531871795654297) (608,18.295307159423828) (858,18.269771575927734) (2858,18.134159088134766) (110,17.934843063354492) (1210,17.824237823486328) (2396,17.735973358154297) (1,16.950056076049805)* (1097,16.725366592407227) (2762,16.703598022460938) (1307,16.684743881225586)* (1617,16.681917190551758) (296,16.635059356689453) (1259,16.473064422607422) (2571,16.22024154663086) (1225,16.09217643737793)
1075: (608,12.721017837524414) (2858,12.301037788391113) (1193,11.859418869018555) (1617,11.770183563232422) (593,11.539806365966797) (1252,11.316280364990234)* (296,11.164207458496094) (1213,10.895227432250977) (1230,10.861724853515625) (111,10.720405578613281) (260,10.636149406433105) (904,10.531241416931152)* (2997,10.500466346740723) (50,10.443244934082031) (1247,10.406021118164062) (1196,10.13665771484375) (1225,10.118133544921875) (1198,10.084283828735352) (1208,9.908014297485352) (919,9.85157585144043)
1076: (2028,11.778261184692383) (1265,11.765241622924805) (110,11.639095306396484) (318,11.472320556640625) (457,11.403238296508789) (1784,10.929362297058105) (1198,10.805150985717773) (2396,10.775266647338867) (1197,10.7625732421875) (593,10.755556106567383) (527,10.620994567871094) (1210,10.605417251586914)* (1270,10.588889122009277) (1610,10.429437637329102) (2762,10.363134384155273) (1721,10.317241668701172) (480,10.255348205566406) (1580,10.219683647155762) (2571,10.156473159790039) (1704,10.139314651489258)
1077: (593,21.826387405395508)* (296,21.034229278564453)* (50,19.804033279418945)* (2028,19.381458282470703) (912,18.8158016204834)* (1225,17.832645416259766) (1214,17.52431869506836)* (2762,17.418716430664062) (2396,17.04403305053711) (2571,16.472917556762695) (1270,16.237743377685547) (2804,16.156625747680664) (1210,16.07695960998535) (2599,16.053028106689453) (110,15.9473237991333) (1265,15.891671180725098) (1387,15.81563949584961)* (2791,15.730974197387695) (1200,15.5660982131958)* (1250,15.555398941040039)
1078: (318,17.153118133544922) (527,16.17693328857422) (593,15.595391273498535) (1704,15.56784439086914) (2858,14.805477142333984)* (2028,14.70962905883789) (1784,14.260217666625977) (1265,14.241976737976074) (2762,14.189618110656738) (1393,14.029279708862305)* (1721,13.872468948364258) (150,13.702207565307617) (1307,13.328363418579102)* (2324,13.194067001342773) (110,12.971961975097656) (3418,12.730477333068848) (11,12.66830062866211) (457,12.64739990234375) (50,12.629546165466309) (2268,12.62631607055664)
1079: (593,18.197229385375977)* (608,17.683177947998047)* (1617,16.31635093688965) (50,16.196613311767578)* (110,15.09664535522461) (858,14.456206321716309) (2571,14.43983268737793)* (1704,14.320643424987793)* (1198,13.972726821899414) (1196,13.856483459472656)* (457,13.75912857055664)* (260,13.729310035705566) (356,13.696831703186035) (1197,13.407352447509766) (1193,13.157819747924805) (2324,12.998612403869629) (1089,12.947774887084961) (2599,12.946964263916016) (2959,12.816183090209961) (1,12.75322151184082)
1080: (260,14.839370727539062) (1196,14.357059478759766) (1198,14.297935485839844) (1210,13.89089584350586) (1270,13.055006980895996) (1197,12.862491607666016) (589,12.738964080810547) (110,12.622309684753418) (2571,12.538330078125) (2028,12.487313270568848) (1240,12.144909858703613) (1097,12.077199935913086) (593,11.678760528564453) (1291,11.678607940673828) (858,11.584145545959473) (1,11.424820899963379) (457,11.421667098999023) (356,11.39883041381836) (2858,11.365498542785645)* (1036,11.341070175170898)
1081: (593,17.39757537841797) (318,16.92191505432129) (2028,16.36215591430664) (527,16.17858123779297) (1617,15.61294174194336) (2762,15.363032341003418)* (858,14.383538246154785) (110,14.213644027709961) (1198,13.681818008422852) (1196,13.57575511932373) (260,13.43406867980957) (1265,13.428589820861816) (1704,13.38675594329834) (1197,13.119353294372559) (1193,13.004253387451172) (457,12.971441268920898) (589,12.778968811035156) (1089,12.588668823242188) (1358,12.471845626831055) (1221,12.439799308776855)
1082: (593,15.261924743652344) (260,15.21370792388916) (1196,15.148265838623047) (1210,14.894536018371582) (527,14.694743156433105) (356,14.686053276062012) (457,14.55378246307373) (2858,14.443955421447754) (2762,14.23867416381836) (1197,13.906654357910156) (1270,13.689857482910156) (608,13.514869689941406) (2396,13.506423950195312) (1610,13.33314323425293) (1265,13.262395858764648) (1580,13.102577209472656) (1,13.087432861328125) (1036,12.889022827148438) (296,12.796663284301758) (1291,12.786722183227539)*
1083: (260,8.496562957763672) (1196,8.072579383850098) (1270,8.063922882080078) (1210,7.997882843017578) (919,7.712649345397949) (1197,7.68072509765625) (1,7.518054962158203) (1291,7.492829322814941) (356,7.363750457763672) (1097,7.330629825592041) (1304,6.9865522384643555) (1028,6.9293212890625) (2000,6.923505783081055) (2406,6.857675552368164) (1580,6.843752861022949) (480,6.837065696716309) (1307,6.78945255279541) (1265,6.783174991607666) (1036,6.693388938903809) (969,6.665536880493164)
1084: (2858,20.577512741088867) (318,19.0921630859375) (1617,17.377763748168945)* (110,17.34827423095703)* (50,17.296602249145508)* (1198,16.69351577758789) (1196,16.401538848876953) (260,16.39117431640625) (2571,16.3785400390625)* (2396,15.786680221557617) (2997,15.755834579467773) (1197,15.333614349365234) (1265,15.21886920928955) (1704,15.10153865814209) (1210,14.94632625579834) (1193,14.630352973937988)* (1,14.241153717041016) (1259,14.189422607421875) (1270,13.893467903137207) (1089,13.885574340820312)
1085: (593,16.55830955505371)* (318,16.215290069580078) (2028,15.943029403686523) (2858,15.788116455078125) (296,15.080229759216309) (1196,14.400209426879883) (260,14.204334259033203) (50,14.189273834228516) (110,14.059536933898926) (1213,13.95630168914795) (1197,13.666423797607422) (2396,13.561429977416992) (2762,13.528360366821289) (1265,13.52556037902832) (356,13.428363800048828) (457,13.313526153564453) (1193,13.207063674926758) (2571,12.859901428222656) (1221,12.852584838867188) (1704,12.794951438903809)
1086: (608,21.77001953125) (457,20.257915496826172)* (1617,20.247039794921875) (858,19.7030086517334) (1704,17.661752700805664)* (1221,16.895103454589844) (1193,16.83492088317871) (1136,16.707841873168945) (2791,16.46503448486328)* (34,16.429676055908203) (1200,16.34644889831543)* (3114,16.07710838317871) (2804,15.958802223205566)* (1307,15.95175552368164)* (1923,15.904607772827148)* (1387,15.670827865600586) (541,15.508225440979004) (32,15.180389404296875)* (2628,15.11990737915039)* (1961,15.056015014648438)*
1087: (608,22.599523544311523) (527,22.34429931640625)* (2396,20.895341873168945)* (1617,20.86410140991211) (2571,20.68329620361328) (2762,20.613941192626953)* (1265,20.38500213623047) (50,19.782529830932617)* (356,19.699180603027344)* (1193,19.50367546081543) (1136,19.372798919677734)* (1214,18.821430206298828)* (1225,18.74801254272461)* (1291,18.380115509033203)* (34,18.23681640625) (1200,17.837295532226562)* (1387,17.452238082885742)* (1394,17.33819580078125) (1079,17.30649757385254) (3114,16.938335418701172)*
1088: (1196,29.372154235839844)* (296,27.488910675048828)* (1210,26.585147857666016)* (1270,25.99496841430664)* (1,25.119407653808594)* (1221,24.67593765258789)* (1259,24.612735748291016)* (1225,24.407611846923828)* (1240,23.464641571044922) (1214,22.1787109375)* (2791,21.95975112915039) (1358,21.398693084716797) (150,21.263324737548828)* (1242,21.05300521850586) (1200,20.763370513916016)* (1784,20.72561264038086)* (2797,20.645401000976562) (904,20.560001373291016)* (1090,20.548812866210938)* (3147,20.365827560424805)*
1089: (260,15.912628173828125) (2858,15.4786376953125) (1196,15.379968643188477) (1198,14.789260864257812) (593,14.5511474609375)* (1210,13.989046096801758) (858,13.954177856445312) (1240,13.71558952331543) (110,13.271263122558594) (296,13.165148735046387) (1197,13.05870246887207) (318,12.834941864013672) (541,12.825172424316406) (527,12.794108390808105) (1200,12.774112701416016) (1270,12.664548873901367) (2997,12.277789115905762) (1221,12.20357894897461) (480,12.005638122558594) (457,11.775794982910156)*
1090: (593,18.19644546508789) (2858,17.847885131835938) (527,17.375553131103516) (110,16.274900436401367) (1198,15.9557466506958) (1617,15.722957611083984) (1196,15.523958206176758) (260,15.489544868469238) (858,15.416074752807617) (457,15.279634475708008) (356,15.146581649780273) (2571,15.111490249633789) (2396,14.974373817443848) (1213,14.784911155700684) (1265,14.600801467895508) (1197,14.530864715576172) (1210,14.303643226623535) (1,13.649452209472656) (1193,13.491233825683594)* (1270,13.428682327270508)
1091: (356,7.840551376342773) (457,7.558326721191406) (733,7.246023178100586) (1610,7.237692832946777) (110,7.237320423126221) (380,6.942865371704102) (1721,6.811025619506836) (480,6.77861213684082)* (2028,6.757333755493164) (3256,6.742667198181152) (349,6.736556053161621) (1608,6.6613264083862305) (780,6.559172630310059) (597,6.5051679611206055)* (648,6.494561195373535) (1370,6.315786361694336) (2353,6.312175750732422) (1580,6.235480308532715) (539,6.199627876281738) (1393,6.105717182159424)
1092: (1210,8.861010551452637) (260,8.73543930053711) (1198,8.418862342834473) (480,8.35741138458252) (1196,8.149093627929688) (1,8.104089736938477) (1270,8.030230522155762) (1097,7.927404403686523) (356,7.869429111480713) (1580,7.805302619934082) (110,7.730794906616211) (588,7.667339324951172)* (595,7.563295841217041)* (2628,7.558843612670898) (1197,7.542358875274658) (1291,7.490206718444824) (3114,7.460798263549805) (2355,7.262284278869629) (2571,7.1736040115356445) (589,6.9826273918151855)
1093: (260,15.277223587036133)* (1198,14.941254615783691) (1196,14.859834671020508) (1210,14.489337921142578) (589,14.20689582824707) (1240,13.137177467346191) (480,13.098553657531738) (593,12.87527084350586) (1197,12.776718139648438) (1270,12.617396354675293) (1036,12.595651626586914) (1610,12.319345474243164) (858,12.267501831054688) (527,12.048551559448242) (2858,12.013871192932129) (318,12.002455711364746) (356,11.984380722045898) (2762,11.87735366821289) (1097,11.635522842407227) (1200,11.500686645507812)
1094: (2858,19.42606544494629) (2028,19.160247802734375) (608,18.39339828491211) (1198,18.015670776367188) (2762,17.60019302368164)* (1196,17.494029998779297)* (260,17.466894149780273) (296,17.11520767211914) (1265,16.900026321411133) (858,16.849340438842773) (1617,16.794254302978516) (457,16.225831985473633) (1210,16.21493148803711) (1270,15.96476936340332) (2571,15.693216323852539) (1213,15.513375282287598) (1259,15.273282051086426) (1307,15.248025894165039) (1193,15.110143661499023) (1097,15.070981979370117)
1095: (593,14.654146194458008) (356,14.25529956817627) (2028,14.091089248657227)* (2396,13.862957954406738) (608,13.651274681091309) (1704,13.410299301147461) (1265,13.250997543334961) (2858,12.942258834838867) (296,12.559453964233398) (110,12.371342658996582) (150,12.29378890991211) (2762,12.199708938598633) (1784,12.161538124084473) (1198,12.147968292236328) (457,12.06557846069336) (1393,12.003896713256836) (1617,11.919036865234375) (1225,11.882773399353027) (858,11.802639961242676) (1213,11.743988990783691)
1096: (2028,17.183950424194336) (593,16.884517669677734) (318,16.602880477905273) (110,15.971497535705566) (608,15.62619686126709)* (1198,15.033971786499023) (457,14.997981071472168) (356,14.911943435668945) (260,14.822028160095215) (589,14.640907287597656) (50,14.627752304077148) (1265,14.366687774658203) (1197,14.177896499633789) (2396,14.165372848510742) (1704,13.5008544921875) (1213,13.495742797851562) (1580,13.339921951293945) (1610,13.187227249145508) (1270,13.159433364868164) (3578,12.487771987915039)
1097: (110,17.71881866455078) (356,17.010143280029297)* (2571,16.68400001525879) (2762,16.41996192932129) (260,16.325031280517578) (1210,16.018564224243164) (296,15.94003677368164) (589,15.929169654846191) (1197,15.869020462036133) (2396,15.302943229675293) (50,15.160419464111328) (1270,15.00227165222168) (1610,14.924083709716797) (1580,14.800862312316895) (1704,14.570368766784668)* (858,14.488828659057617) (1213,14.002363204956055) (1259,13.859285354614258) (1784,13.835014343261719) (1240,13.415651321411133)*
1098: (608,12.298870086669922) (260,12.137908935546875)* (2858,11.973451614379883) (1196,11.74972152709961) (1198,11.728046417236328) (593,11.64492130279541) (912,11.273612976074219) (1617,11.25543212890625) (527,11.085251808166504) (296,10.833686828613281) (1136,10.804081916809082) (1197,10.64615249633789) (318,10.5626220703125) (1304,10.553425788879395) (908,10.535099983215332) (1213,10.525862693786621) (2028,10.496294975280762) (1225,10.456283569335938) (919,10.451098442077637) (750,10.34762191772461)
1099: (608,19.147567749023438)* (593,18.524253845214844)* (318,17.446638107299805) (527,17.258602142333984)* (858,17.16108512878418) (2028,16.758012771606445)* (2762,15.385734558105469) (260,15.168100357055664) (1196,15.03361701965332) (1198,14.889457702636719) (2396,14.609792709350586) (1197,13.960758209228516) (2571,13.94595718383789) (110,13.873138427734375)* (2599,13.695894241333008)* (1136,13.41562271118164) (111,13.31103515625) (1225,13.299001693725586) (589,13.272276878356934)* (1259,13.213218688964844)
1100: (2858,18.493091583251953) (608,17.473600387573242) (296,16.675222396850586) (593,16.601999282836914) (1196,16.08489418029785) (260,15.974395751953125) (2997,15.827493667602539) (858,15.77440071105957) (1617,15.67935562133789) (318,15.648059844970703) (50,15.580233573913574) (1198,15.568134307861328) (1213,15.219578742980957) (2028,15.025212287902832) (527,15.001029968261719) (1270,14.94340705871582) (1259,14.811362266540527) (1193,14.164640426635742) (2571,14.153287887573242) (2396,13.966289520263672)
1101: (2858,24.454647064208984)* (1198,23.806236267089844)* (2028,22.794158935546875) (318,21.713279724121094) (589,21.658674240112305) (527,21.46387481689453) (1270,21.341224670410156) (1617,21.242097854614258) (1259,19.539505004882812) (2396,19.47217559814453)* (1097,19.437379837036133) (1265,19.324243545532227)* (1221,19.31729507446289)* (1213,19.217472076416016) (1200,19.174087524414062) (457,19.069549560546875) (1,18.83553695678711)* (1036,18.783824920654297) (2716,18.602998733520508) (480,18.58974838256836)*
1102: (2858,11.880327224731445) (593,11.738004684448242) (318,11.412967681884766) (608,11.359708786010742) (296,10.890400886535645) (527,10.77741527557373) (2762,10.417369842529297) (2028,10.397042274475098) (50,10.39072036743164) (1617,10.364108085632324) (1213,9.94314956665039) (1704,9.550214767456055) (2396,9.05392074584961) (2997,9.035284996032715) (1358,8.958348274230957) (110,8.815120697021484) (858,8.755584716796875) (356,8.635923385620117) (1089,8.428628921508789) (457,8.347269058227539)
1103: (318,15.241968154907227) (2858,14.807452201843262) (593,14.614630699157715) (527,14.510551452636719) (2396,13.893362045288086) (608,13.776779174804688) (2028,13.730117797851562) (2762,13.433633804321289) (356,13.203473091125488) (1704,13.156553268432617) (296,13.022485733032227) (1265,12.495319366455078) (1617,12.365740776062012)* (50,12.246234893798828) (110,12.227810859680176) (1784,11.69278335571289) (1213,11.635194778442383) (2324,11.499531745910645) (457,11.491106986999512) (150,11.32304573059082)
1104: (318,14.933100700378418) (527,14.345922470092773)* (1617,13.971098899841309) (50,13.722345352172852) (2997,13.636489868164062)* (2762,12.746910095214844) (858,12.0410795211792) (1704,11.961823463439941) (1193,11.675703048706055) (1358,11.544960021972656) (2324,11.310333251953125) (1089,11.0438232421875) (1265,10.57646656036377) (3481,10.546915054321289) (1221,10.447815895080566) (2959,10.365677833557129) (110,10.348576545715332) (1673,10.333553314208984) (3160,10.323269844055176) (2908,10.300833702087402)*
1105: (1198,17.836660385131836)* (2762,17.278579711914062) (296,17.274887084960938)* (2571,16.804500579833984) (110,16.490446090698242)* (1210,16.208913803100586) (2997,16.035720825195312) (1197,15.984038352966309) (1213,15.670570373535156)* (1240,15.395425796508789) (2396,15.27794075012207) (541,14.530922889709473) (1259,14.502875328063965) (1136,14.150562286376953) (1265,14.075763702392578) (1036,13.850181579589844) (1,13.773941993713379) (356,13.727392196655273) (2716,13.726813316345215) (912,13.724174499511719)
1106: (260,14.21994400024414) (1210,13.117229461669922) (1198,12.889276504516602) (2571,12.752538681030273) (1240,12.25994873046875) (1270,11.878731727600098) (1214,11.806421279907227) (1197,11.708468437194824) (2858,11.685876846313477) (480,11.3070068359375)* (1580,11.298927307128906)* (2028,11.022486686706543) (2716,10.40279483795166) (858,10.363546371459961) (2762,10.345766067504883) (1374,10.211555480957031) (1291,10.199033737182617) (1036,10.162758827209473) (1136,9.869522094726562) (2916,9.83074951171875)
1107: (318,13.642278671264648) (2028,12.80894947052002) (527,12.779831886291504) (593,12.515754699707031) (1307,12.349515914916992) (1,12.344711303710938)* (1704,12.125338554382324) (110,12.103403091430664) (457,12.022245407104492) (1197,11.942567825317383) (1721,11.781852722167969) (1393,11.593624114990234) (150,11.558572769165039) (1198,11.556638717651367) (1270,11.494940757751465) (597,11.434505462646484)* (2858,11.380901336669922) (11,11.309479713439941) (2918,11.23509407043457) (608,11.08310317993164)
1108: (608,11.6767578125) (593,11.553657531738281) (2997,11.047032356262207) (1617,10.95743465423584) (260,10.950604438781738) (2028,10.832124710083008) (296,10.821064949035645) (2762,10.661808013916016) (1196,10.609682083129883) (858,10.596973419189453) (318,10.496513366699219) (527,10.459175109863281) (50,10.264634132385254) (589,10.25577163696289)* (1198,10.199240684509277) (2571,10.13917064666748) (110,9.890097618103027) (1213,9.661542892456055) (1210,9.41898250579834) (1197,9.366320610046387)
1109: (2858,19.865192413330078) (318,17.156105041503906)* (296,16.864791870117188) (2762,16.561294555664062) (858,16.13022232055664) (50,16.047327041625977) (2997,15.749239921569824) (1213,15.23257064819336) (2571,14.985836029052734) (2396,14.83598518371582) (1197,14.511343002319336) (1193,14.422197341918945) (589,14.368879318237305) (1210,14.113907814025879) (1221,13.97035026550293) (1265,13.507852554321289) (1259,13.461214065551758) (1270,13.368982315063477) (457,13.31568717956543) (1240,13.168551445007324)
1110: (318,11.851926803588867) (608,11.637598991394043) (527,11.420226097106934) (2028,11.020715713500977) (1617,10.938471794128418) (296,10.862550735473633) (50,10.428326606750488) (3578,10.307308197021484)* (3408,9.789019584655762) (2599,9.78835391998291) (1213,9.53836727142334) (110,9.508212089538574) (2908,9.246828079223633)* (1704,9.23141098022461) (2336,9.212677001953125)* (1193,8.961088180541992) (260,8.834728240966797) (2706,8.830355644226074) (3160,8.823092460632324)* (2571,8.810312271118164)
1111: (1210,7.716264247894287) (260,7.601391792297363) (1028,7.528500556945801) (1270,7.4826788902282715) (356,7.480885982513428) (1198,7.458390712738037) (1097,7.442276954650879) (588,7.387783050537109) (2081,7.272921562194824) (919,7.258087158203125) (1,7.205573081970215) (595,7.2022833824157715) (2080,7.039464950561523) (1196,7.030343532562256) (1291,6.795612335205078) (480,6.785980701446533) (594,6.7253923416137695) (364,6.702913284301758) (1022,6.691452980041504) (2406,6.643503189086914)
1112: (2858,25.973365783691406)* (593,25.379257202148438)* (1196,24.56470489501953)* (2762,23.24329376220703)* (296,22.460174560546875)* (858,22.373321533203125) (1270,21.862899780273438)* (356,21.83757781982422)* (1,21.300617218017578)* (1580,19.8587646484375) (1193,19.48062515258789) (1221,19.042526245117188) (919,18.730587005615234)* (1214,18.581560134887695)* (3114,18.35476303100586)* (2791,18.20297622680664) (2000,18.01483154296875) (912,17.970870971679688) (1304,17.67431640625) (1961,17.277164459228516)*
1113: (608,23.928504943847656)* (858,22.177249908447266)* (1617,22.055421829223633)* (50,21.50312042236328)* (1198,21.130477905273438) (2997,20.929271697998047) (2571,20.092193603515625)* (1197,19.924701690673828)* (110,19.450603485107422) (2396,18.478111267089844) (1259,18.333202362060547) (1240,17.871421813964844) (1214,17.65325927734375) (541,17.623981475830078)* (1,17.230674743652344) (912,16.799501419067383) (1200,16.493064880371094) (1358,16.340709686279297) (908,16.293495178222656) (34,16.274002075195312)
1114: (2396,13.261573791503906)* (1265,12.490348815917969) (318,12.28121280670166) (1198,12.15017032623291) (1,12.113922119140625) (527,12.054299354553223) (1197,11.88448715209961) (2028,11.873380661010742) (1270,11.775158882141113) (110,11.701473236083984) (1210,11.592574119567871) (597,11.428285598754883)* (457,11.371177673339844) (2762,11.299689292907715) (1196,11.27097225189209) (11,11.241243362426758) (593,11.233514785766602) (1097,11.228099822998047) (260,11.210927963256836) (1784,11.164916038513184)
1115: (2858,15.426353454589844) (1198,14.150445938110352) (1214,13.262359619140625) (1617,13.162851333618164) (2028,13.146856307983398) (2571,13.08654499053955) (589,12.938186645507812) (1210,12.921798706054688) (1197,12.902690887451172) (1240,12.821754455566406) (541,12.656940460205078) (2997,12.608989715576172) (50,12.547518730163574) (527,12.485844612121582)* (2762,12.46269416809082) (1270,12.29758071899414) (1136,12.237435340881348) (1200,12.101245880126953) (110,11.9033203125) (1259,11.60335922241211)
1116: (2858,18.126115798950195) (608,17.87767791748047) (1196,16.750276565551758)* (858,16.7010555267334) (1198,16.628177642822266)* (260,16.622629165649414) (296,16.615711212158203) (318,16.487333297729492) (527,16.13003921508789) (1617,15.95730972290039) (2028,15.65345573425293) (50,15.510159492492676) (1213,15.42999267578125) (2997,15.289766311645508)* (2396,15.136144638061523)* (1193,15.121894836425781) (2791,15.108221054077148) (1221,14.65925407409668) (1225,14.327901840209961) (1210,14.304128646850586)
1117: (2028,29.273344039916992) (1196,29.092601776123047)* (110,27.123191833496094) (2762,26.64920425415039)* (356,25.408679962158203) (1,24.689050674438477)* (2997,23.82992935180664)* (480,23.386863708496094)* (1036,23.318450927734375)* (1307,22.25689697265625)* (34,22.147979736328125) (919,21.644495010375977) (1304,21.23688507080078) (3578,20.871477127075195)* (1089,20.465194702148438)* (1358,20.294221878051758) (3147,19.81051254272461) (1090,19.763751983642578) (1222,19.667770385742188)* (2599,19.328208923339844)
