userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (595,8.45337200164795)* (364,7.968813896179199) (318,6.3431396484375) (34,6.189698696136475) (593,6.1074299812316895) (2081,6.043560981750488) (2078,5.384310722351074) (2687,5.372585296630859) (1198,5.3610663414001465) (2096,5.3200554847717285) (110,5.2640767097473145) (1907,5.15600061416626)* (2085,5.137535572052002) (2087,5.104642868041992) (1282,5.074392795562744) (2080,5.072317123413086) (1210,5.028654098510742) (1196,4.951448440551758) (3751,4.919098854064941) (2858,4.680999279022217)
506: (2683,10.048023223876953) (2858,8.88603687286377)* (3005,8.326136589050293) (3578,8.246411323547363)* (2355,8.111391067504883)* (2688,7.7045674324035645) (2881,6.840000629425049) (3203,6.767918109893799) (2716,6.692646026611328)* (2541,6.648087501525879) (2433,6.321877479553223) (2841,6.154600143432617) (3176,6.043605804443359)* (2987,6.012024879455566) (2770,5.873288154602051) (2572,5.865439414978027) (3114,5.8316264152526855)* (785,5.7431960105896) (2336,5.7176642417907715) (1127,5.515247344970703)
507: (912,4.859858989715576) (1148,4.604162216186523)* (527,4.561422824859619) (1197,4.486119270324707) (1172,4.244072914123535) (608,4.197573661804199) (750,4.196058750152588) (1196,4.178215026855469) (2396,4.15009880065918) (1230,4.062307834625244) (858,4.0445475578308105) (745,4.031398296356201) (593,4.010342121124268) (923,3.9606144428253174) (1247,3.928013324737549) (260,3.9137473106384277) (3481,3.8062117099761963) (2324,3.7788236141204834) (296,3.7571909427642822) (2997,3.7135891914367676)
508: (2571,9.528831481933594)* (1196,8.753759384155273) (1210,8.081262588500977) (1374,7.619472980499268) (1199,7.235732555389404)* (2916,7.22587251663208) (3527,6.630484104156494) (480,6.607506275177002) (1584,6.530362129211426) (2021,6.5058979988098145) (3703,6.339183330535889) (924,6.281252384185791) (1356,6.104022979736328) (1527,6.017329216003418)* (750,5.856701850891113) (3471,5.8473639488220215) (2455,5.844729900360107)* (1127,5.734241008758545) (1097,5.725111484527588)* (2529,5.690596580505371)
509: (32,7.827733993530273)* (2571,7.135655403137207)* (296,6.956266403198242)* (1089,6.249225616455078)* (593,5.643373012542725)* (924,5.493654251098633)* (2396,5.4740681648254395)* (1921,5.05031681060791)* (1196,5.047540187835693)* (2291,4.933102130889893)* (29,4.885396480560303) (1214,4.876954555511475)* (253,4.690784931182861)* (1206,4.604635715484619) (1584,4.49162483215332) (1200,4.4508442878723145)* (1639,4.395852565765381)* (2712,4.368618011474609) (1208,4.330354690551758)* (1213,4.319256782531738)
510: (3114,6.443636417388916) (1,5.723049163818359) (2628,5.505251884460449)* (588,5.23293924331665)* (1372,4.9482645988464355)* (2355,4.885331153869629) (1907,4.815484046936035) (1584,4.61416482925415) (2393,4.541651248931885)* (595,4.505341053009033) (2140,4.494688034057617) (3745,4.481908798217773) (3033,4.47551965713501) (1374,4.354229927062988) (1274,4.286020755767822) (2761,4.258636951446533) (1566,4.184725761413574) (1527,4.175873756408691) (671,4.046273231506348) (2700,4.042133808135986)*
511: (2336,6.512906551361084) (2858,5.977790355682373) (2987,5.889309406280518) (2355,5.707125186920166) (3176,5.510725021362305)* (2762,5.440977573394775) (3203,4.810797691345215) (2333,4.800700664520264) (2688,4.686600685119629) (3578,4.629695415496826) (2763,4.543628215789795) (2706,4.527533054351807) (2770,4.505049228668213) (2690,4.418511390686035) (3543,4.4082560539245605) (2070,4.400547027587891) (2013,4.395939826965332) (2433,4.321310520172119) (2598,4.318995475769043) (3175,4.303363800048828)
512: (3176,4.699566841125488)* (1092,4.430755615234375) (1086,4.399685859680176) (3510,4.170804023742676) (3408,4.140737056732178) (904,4.133265018463135)* (3623,3.862238883972168) (350,3.8390913009643555) (3354,3.6478214263916016) (1459,3.6333940029144287)* (3751,3.470634937286377) (3513,3.4194283485412598) (1252,3.418761730194092) (3897,3.385577917098999) (1212,3.3281495571136475) (3481,3.311715602874756) (1653,3.3086907863616943) (942,3.086616277694702) (3624,3.079869031906128) (1127,3.0702457427978516)
513: (1214,4.397594451904297) (1225,4.219205379486084)* (2707,3.848057508468628) (3363,3.6685726642608643) (3552,3.5199289321899414) (785,3.4690473079681396) (2716,3.4532883167266846) (2797,3.439692497253418)* (1206,3.3774430751800537) (1259,3.333867311477661) (1193,3.3298346996307373)* (2028,3.2733800411224365) (1608,3.1546382904052734) (3105,3.1506381034851074) (2826,3.127436876296997) (3471,3.0530288219451904) (110,3.0474328994750977)* (3420,3.0333971977233887) (2918,3.022545576095581) (1220,3.014437675476074)*
514: (2997,9.072280883789062)* (260,7.311273097991943)* (2571,6.827293395996094)* (3175,6.548195838928223)* (541,6.421771049499512) (2396,6.350192546844482)* (223,6.092617034912109)* (2599,6.0729827880859375) (589,6.042172908782959) (3578,5.988893985748291) (1127,5.648698329925537) (3793,5.565146446228027) (2706,5.538021564483643) (1240,5.393233299255371) (2395,5.291600227355957) (2716,5.261508941650391) (2692,5.252432823181152)* (3160,5.062050819396973) (913,5.010279655456543) (110,4.568365097045898)
515: (608,8.366018295288086)* (593,7.238439559936523) (541,6.940667152404785)* (1193,6.5471343994140625)* (2858,6.485682487487793) (1213,6.284872055053711) (1617,6.104403972625732)* (1136,6.047302722930908)* (318,5.906667232513428) (2064,5.8057169914245605)* (50,5.7291789054870605)* (1230,5.637162208557129) (1225,5.603530406951904) (1206,5.478762149810791) (162,5.345251560211182) (2997,5.270584583282471)* (1221,5.195624351501465) (1089,5.190729141235352) (3424,5.149686336517334)* (1259,5.134955406188965)
516: (2762,6.503103733062744)* (1210,5.429213047027588) (2858,4.710247039794922) (110,4.587977886199951) (2028,4.516665935516357) (2707,4.504546165466309) (527,4.33695650100708) (2013,4.2018046379089355) (589,4.119609832763672)* (1127,4.098212718963623) (912,4.0501298904418945) (1721,4.013641834259033) (858,3.9405434131622314) (924,3.704519510269165) (2336,3.6773416996002197) (969,3.6758666038513184) (1198,3.660386800765991) (1270,3.659400701522827) (590,3.605088233947754) (1959,3.5696518421173096)
517: (2858,6.309943675994873)* (11,5.0955963134765625) (3844,4.521136283874512) (2100,4.4965596199035645) (2908,4.167550563812256) (1307,4.129700183868408) (2248,4.0793681144714355) (2081,4.045218467712402) (1035,4.007796764373779) (2369,3.9463510513305664)* (3101,3.9062812328338623) (3893,3.8771777153015137) (144,3.849818706512451) (2145,3.828355312347412) (2133,3.818425178527832)* (1673,3.790315628051758)* (2080,3.7899744510650635) (2706,3.788853883743286) (708,3.7678916454315186) (1784,3.721397638320923)
518: (1674,6.703127861022949) (1959,6.677370548248291) (912,6.575019836425781)* (838,6.366974353790283) (1183,6.359311580657959)* (914,6.093455791473389)* (2858,5.961709976196289)* (969,5.807360649108887) (1680,5.779831886291504)* (858,5.520160675048828) (1947,5.0336833000183105) (260,4.992258548736572) (1721,4.976253032684326) (28,4.911595821380615) (1193,4.89041805267334) (2125,4.8075270652771) (539,4.764214038848877) (1094,4.746803283691406)* (3044,4.666845798492432) (1088,4.656501293182373)
519: (588,5.379485607147217)* (2355,5.378935813903809) (595,5.035163402557373) (3948,4.398200035095215) (364,4.09950590133667) (3753,4.094439506530762) (3408,4.049793720245361) (3897,4.012356758117676) (1688,3.914015293121338) (1032,3.889683246612549) (1035,3.7178397178649902) (110,3.670297861099243) (661,3.648698568344116) (1022,3.6086225509643555) (1282,3.5182204246520996) (2687,3.389136552810669) (1259,3.3626773357391357) (2028,3.345200538635254) (2081,3.322456121444702) (2294,3.258436918258667)
520: (2762,6.406234264373779)* (593,6.035369873046875)* (1258,5.719301223754883)* (1259,5.679651737213135) (2291,5.547341346740723) (2081,5.372626304626465)* (2174,5.27605676651001) (1252,5.208754539489746) (1097,5.148993968963623) (2355,5.097404479980469) (2797,5.0940165519714355) (3101,5.014040946960449) (1219,5.009824752807617)* (902,4.924968242645264) (1079,4.9056878089904785) (1193,4.871356010437012)* (1,4.857890605926514) (1035,4.845835208892822) (1968,4.770209312438965) (3408,4.705040454864502)
521: (2951,7.21131706237793)* (1201,6.620134353637695)* (913,6.535891056060791) (553,5.7617669105529785) (904,5.704614639282227) (3494,5.506110668182373) (1284,5.441318511962891) (1267,5.338946342468262)* (599,5.256557941436768) (1250,5.244662284851074) (608,5.225361347198486) (1304,5.025908470153809) (3365,5.021759033203125) (3074,4.822014331817627) (593,4.783805847167969)* (383,4.7558159828186035) (3682,4.714057445526123) (1262,4.576249122619629) (912,4.5031232833862305) (541,4.347496509552002)
522: (589,7.637603282928467) (480,6.604024887084961) (2628,6.4628682136535645)* (1200,5.725090980529785) (1097,5.721609592437744)* (1291,5.564888000488281)* (1374,5.525371551513672) (2028,5.081028938293457)* (3175,5.014175891876221) (1356,4.7722883224487305) (3702,4.519428253173828)* (1127,4.265478610992432) (2529,4.240727424621582) (1304,4.139551639556885) (2000,4.092390060424805) (3527,4.078479290008545)* (1376,3.991966485977173) (1387,3.8912651538848877) (316,3.879509687423706)* (2762,3.870912551879883)
523: (1197,8.142009735107422) (858,7.242180824279785)* (1136,7.088485240936279)* (1240,6.733823776245117) (1270,6.444955825805664)* (1291,6.008021831512451) (1201,5.853283405303955)* (2028,5.764730930328369) (1220,5.757724761962891) (2716,5.74884033203125) (1221,5.716465473175049) (1234,5.649815559387207)* (110,5.513628959655762) (589,5.512022018432617) (1200,5.440060138702393) (2791,5.225717067718506)* (3114,5.111828804016113) (2804,5.078769207000732) (541,4.991641521453857) (2944,4.913849353790283)
524: (2391,6.988380432128906)* (555,6.917901992797852)* (1466,6.9147162437438965)* (3476,6.557203769683838) (3683,6.202712535858154)* (1393,6.108099937438965) (1387,5.987300395965576)* (288,5.670164585113525)* (50,5.663220405578613) (800,5.64698600769043) (1219,5.644842147827148)* (25,5.643760681152344) (377,5.481070518493652)* (1261,5.418731212615967)* (1635,5.307165622711182) (1997,5.181919574737549)* (1095,5.173690319061279)* (1589,5.049137592315674) (2912,5.0321502685546875)* (1214,4.98002290725708)*
525: (1210,4.437185764312744) (1196,4.4334716796875) (912,4.426681995391846) (1230,4.3649749755859375) (969,3.880141496658325) (2300,3.5930910110473633)* (589,3.3825571537017822) (910,3.351135730743408) (1247,3.2974853515625) (908,3.2751388549804688) (1240,3.25297474861145) (2028,3.2296128273010254) (2863,2.983443021774292) (2366,2.8877899646759033) (1204,2.88051700592041) (1234,2.8233542442321777) (1193,2.7971065044403076) (2571,2.779824733734131) (955,2.7102200984954834) (920,2.6730544567108154)
526: (1240,7.858396530151367)* (1036,7.600685119628906)* (1210,7.231360912322998) (110,7.157218933105469)* (2028,6.961979866027832)* (1291,6.387790679931641) (2947,6.162656784057617) (1214,6.159080982208252) (457,6.1565423011779785) (1387,5.963948726654053) (1197,5.854318618774414) (2944,5.6850972175598145) (1610,5.387434959411621) (1233,5.353856086730957) (3703,5.001705646514893) (1954,4.938246726989746) (1304,4.8057637214660645) (2948,4.671714782714844)* (541,4.544707775115967) (3702,4.478569507598877)
527: (2858,7.005125522613525)* (1197,6.699403285980225) (1259,6.624847412109375) (2791,5.750426769256592) (2248,5.364649295806885) (2716,5.270749568939209) (1079,5.170796871185303) (2396,4.879208087921143) (1136,4.8109517097473145) (2997,4.744563102722168) (3361,4.68526029586792) (1196,4.593025207519531) (318,4.545586109161377) (2797,4.472263813018799) (3421,4.308690071105957) (527,4.303655624389648) (2599,4.260899543762207) (1198,4.258414268493652) (1288,4.255429267883301) (3072,4.221309661865234)
528: (2424,8.601430892944336) (587,8.5564603805542)* (1784,7.032191276550293) (2724,6.785860061645508) (440,6.727168083190918)* (2125,6.504820823669434)* (1197,6.332028865814209)* (500,6.290970325469971)* (318,6.283931732177734)* (110,6.2731404304504395)* (3259,6.095580101013184)* (1835,5.821022987365723)* (2706,5.673046112060547)* (266,5.654252052307129)* (3536,5.6413893699646)* (3753,5.63694429397583)* (2006,5.622341632843018) (1307,5.587580680847168)* (605,5.4404683113098145)* (380,5.400498867034912)
529: (318,8.146955490112305) (1196,7.431868553161621) (1198,7.305947780609131)* (1207,6.762373447418213) (1225,6.61960506439209)* (912,6.456613063812256) (1240,5.539146423339844)* (1089,5.356215476989746) (1252,5.347749710083008)* (1952,5.331650733947754) (1206,5.179311752319336) (1203,5.087889194488525) (1233,5.057776927947998) (1136,5.024938583374023) (1267,4.850544452667236) (3006,4.780448913574219) (3362,4.727691650390625) (1304,4.72569465637207) (110,4.70535945892334)* (1210,4.660014629364014)
530: (589,7.931874752044678)* (1200,7.4004225730896)* (541,7.370231628417969) (858,5.565701484680176) (110,5.469245910644531) (1270,5.327136993408203) (2028,5.271063804626465) (1222,4.999884128570557) (1197,4.861573696136475) (1199,4.7478132247924805) (2968,4.70980167388916) (593,4.709240436553955)* (2916,4.700997829437256)* (2288,4.683147430419922) (1206,4.641826152801514)* (3702,4.61476993560791) (3471,4.522643089294434) (1127,4.51475191116333) (1259,4.425799369812012) (1387,4.423465251922607)
531: (356,7.545757293701172) (595,7.21843957901001)* (2396,6.410132884979248) (539,6.1127448081970215) (1,5.852941036224365)* (587,5.757484436035156) (1625,5.726620674133301) (2268,5.573888778686523)* (2706,5.551374912261963) (2918,5.435412406921387) (594,5.226365089416504) (2096,5.018439769744873)* (1210,5.01382303237915)* (11,5.004349231719971) (2424,4.936707973480225) (1682,4.6816558837890625) (2125,4.671102523803711) (1947,4.599102973937988) (1097,4.57654333114624) (543,4.513113498687744)
532: (924,6.215695381164551) (1097,5.827733516693115) (2968,5.4858293533325195) (480,5.178170680999756) (1200,5.076075553894043) (32,5.052404880523682) (1240,4.73735237121582)* (3175,4.6947479248046875) (3793,4.677685737609863)* (1967,4.520421981811523) (1965,4.505190372467041) (2455,4.383197784423828) (1206,4.283839225769043) (3481,4.154347896575928) (750,4.083520412445068) (1527,3.985701560974121) (1270,3.9586527347564697) (110,3.8961100578308105) (3300,3.863452196121216) (29,3.8491053581237793)
533: (858,6.548955917358398)* (1517,6.547048091888428)* (1982,6.082934379577637) (1036,5.965766429901123)* (223,5.608328819274902)* (1200,5.37722110748291) (2288,5.36568546295166) (1610,5.356570243835449) (2997,5.174033164978027)* (2683,5.028523921966553) (296,4.937956809997559)* (2916,4.837425231933594) (457,4.829649448394775)* (592,4.812019348144531)* (3253,4.751266956329346) (1333,4.741966247558594)* (608,4.712164402008057) (2160,4.689535140991211) (3081,4.677195072174072) (2710,4.6551899909973145)*
534: (2396,7.665911674499512)* (920,6.372383117675781) (357,6.337573051452637) (2248,6.291053295135498) (838,5.933994293212891) (2671,5.853229999542236) (17,5.7581987380981445) (1393,5.693357467651367) (915,5.627374172210693) (597,5.588983058929443) (39,5.476940155029297) (497,5.463153839111328) (50,5.185781002044678) (377,5.156675815582275)* (1674,4.93599796295166) (440,4.771157264709473) (28,4.762076377868652) (457,4.741424083709717) (1277,4.727964878082275) (222,4.683211803436279)
535: (2355,7.328044891357422) (2396,6.627814769744873) (2762,6.431877136230469) (2858,6.392899990081787) (2987,6.319890975952148) (2336,5.43828821182251) (2683,5.374147891998291) (3578,5.326555252075195) (3203,5.020528793334961) (2599,4.8305511474609375) (2763,4.724318027496338) (2433,4.574041843414307) (2997,4.531154632568359) (2706,4.466227054595947) (3623,4.43079137802124) (1127,4.391988277435303) (2333,4.3750901222229) (2688,4.356032848358154) (913,4.338306427001953) (2881,4.310670852661133)
536: (1214,6.561168670654297)* (3793,6.521657943725586)* (1097,6.269571781158447) (595,6.173514366149902)* (1997,5.286293029785156) (2987,5.219367504119873)* (2761,4.989560127258301) (480,4.817116737365723) (2947,4.748225688934326) (3408,4.682478427886963) (541,4.377921104431152)* (2137,4.374085426330566) (1674,4.339165210723877) (3745,4.259665489196777) (3510,4.206644535064697) (2762,4.17250919342041) (2916,4.12560510635376) (1129,4.115758419036865)* (1101,4.042097568511963) (3753,3.966632604598999)
537: (527,6.955534934997559) (858,6.577059745788574) (923,6.489246845245361) (908,6.300422668457031) (593,6.270332336425781) (1204,6.170784950256348) (1233,5.787612438201904) (1207,5.5281476974487305) (1230,5.430126667022705)* (111,5.411448001861572) (1221,5.310129165649414) (2858,5.258975505828857) (296,4.832998275756836) (919,4.802385330200195) (1203,4.683924198150635) (1208,4.682022571563721)* (903,4.598357200622559) (1084,4.56754207611084) (1299,4.560597896575928) (1148,4.412176609039307)
538: (260,5.4230875968933105)* (969,4.598041534423828) (858,4.284940719604492) (1196,4.2803521156311035) (2858,4.118410110473633) (1262,3.9974310398101807) (919,3.839165449142456) (2028,3.6055259704589844) (2987,3.556443929672241) (1234,3.399298667907715) (1294,3.374384641647339) (912,3.316596031188965) (1303,3.2358553409576416) (527,3.2286548614501953)* (1287,3.1718790531158447) (913,3.1540298461914062) (1617,3.1284289360046387) (590,3.105635404586792) (2366,3.0995378494262695) (1197,3.0803377628326416)
539: (1036,6.384838104248047) (1240,5.904160499572754) (1275,5.620433807373047) (589,5.16082763671875) (2949,5.10453462600708) (1387,4.96039342880249) (2948,4.871532440185547) (3751,4.854983329772949) (592,4.771877288818359)* (457,4.749107360839844) (1210,4.705054759979248) (3793,4.527126789093018) (1201,4.458608150482178) (1220,4.419788360595703) (3639,4.362732410430908) (2985,4.336559295654297) (1196,4.32893180847168)* (3000,4.321037769317627) (1954,4.137292385101318) (2872,4.0998101234436035)*
540: (296,6.176530361175537) (2959,4.507183074951172) (593,4.298797130584717) (50,4.242249488830566) (223,4.104796886444092)* (2858,4.095439910888672) (608,4.081567764282227) (2700,3.798323154449463) (1517,3.6689958572387695) (1923,3.6525774002075195) (527,3.6006691455841064) (2324,3.4913413524627686) (441,3.3137588500976562) (47,3.280914306640625) (180,3.218970537185669) (1753,3.1316325664520264) (1639,3.108006477355957) (2706,3.0441784858703613) (2028,2.985398530960083) (3052,2.8395133018493652)
541: (3114,10.065699577331543)* (2028,6.9399824142456055) (110,6.812064170837402) (1265,6.687685012817383)* (1148,6.66160774230957) (527,6.6476826667785645) (1580,5.971692085266113)* (1907,5.74880838394165)* (1270,5.657643795013428) (457,5.612003803253174) (1196,5.608296871185303)* (745,5.5991997718811035) (1617,5.517879486083984) (2687,5.5172648429870605)* (919,5.478728294372559) (594,5.4285807609558105)* (1197,5.419593811035156) (2078,5.230599403381348) (1704,5.207974910736084) (2761,5.1865081787109375)
542: (2858,9.044188499450684)* (3753,8.66933822631836) (110,8.63188648223877)* (480,7.9369096755981445)* (2291,7.241683483123779) (2791,7.227168560028076) (3624,7.153835773468018)* (3897,7.064268589019775) (3578,6.6544952392578125)* (1259,6.62440824508667) (3409,6.546000003814697) (2160,6.131836414337158) (3173,6.0671186447143555) (3510,5.695176124572754) (551,5.549456596374512) (144,5.498651027679443) (908,5.438304424285889) (1035,5.349472999572754) (3911,5.293603897094727) (3300,5.2830610275268555)
543: (70,7.374347686767578)* (1378,6.5268049240112305)* (2167,6.393246173858643)* (788,6.2384796142578125)* (1258,6.1690673828125) (2617,6.058897495269775)* (2193,5.992958068847656)* (1270,5.9530253410339355) (780,5.896524429321289)* (1994,5.877779006958008)* (353,5.7032365798950195)* (590,5.67427921295166)* (1347,5.6530914306640625)* (2628,5.515899658203125)* (1222,5.493434906005859) (2478,5.415290355682373) (724,5.221874713897705)* (293,5.195455074310303) (1377,5.1797919273376465) (1967,5.049453258514404)*
544: (919,7.986365795135498)* (594,7.196163177490234)* (1282,6.822549343109131) (2087,6.7719807624816895) (969,6.727654933929443)* (595,6.0253825187683105)* (3675,5.860348701477051) (1291,5.282546520233154) (1304,5.247615337371826) (2951,5.166998386383057) (3061,5.082374095916748) (110,5.041591167449951) (2944,4.985864162445068)* (2941,4.984393119812012) (920,4.957350730895996) (1073,4.80861759185791) (2018,4.7994794845581055) (2081,4.6170878410339355) (1951,4.61608362197876) (1197,4.591131687164307)*
545: (2355,6.333435535430908) (2987,5.3806352615356445) (2396,5.1697797775268555) (2762,5.143465518951416) (2706,5.137762069702148) (3578,5.001750469207764) (3175,4.555923938751221) (3793,4.263541221618652) (2997,4.247433662414551)* (2694,4.027765274047852) (3408,3.9502804279327393) (3751,3.9265615940093994) (1127,3.879953384399414) (223,3.871316909790039) (2336,3.785557985305786) (3753,3.7516350746154785) (3203,3.7318203449249268) (2394,3.685497522354126) (2770,3.6270008087158203) (2599,3.529008388519287)
546: (3911,6.219284534454346) (3897,6.00726842880249) (551,5.981759071350098) (2395,5.888827323913574) (2791,4.885829448699951) (1148,4.73102331161499) (3893,4.654630661010742) (1269,4.464869022369385) (39,4.378796577453613) (1171,4.356695652008057) (2700,4.316797256469727) (1028,4.292593002319336) (1,4.266177654266357)* (1641,4.255764961242676) (480,4.1489691734313965) (3450,4.074334144592285) (745,3.874053955078125) (3948,3.8625876903533936) (1265,3.7758700847625732) (3396,3.7163314819335938)
547: (1210,8.31751823425293) (1097,6.945873737335205) (1270,6.862259864807129) (1214,6.474318027496338)* (2858,6.2593512535095215) (3175,6.101028919219971)* (1198,5.979547023773193) (2628,5.769066333770752) (2762,5.534748077392578) (924,5.513164043426514) (1197,5.354842185974121) (593,5.311269760131836) (2028,5.281903266906738) (2968,5.240484237670898) (1653,5.087987899780273) (1527,4.976571559906006) (1376,4.952569007873535) (1617,4.9139275550842285) (318,4.882570266723633)* (3703,4.787893772125244)
548: (2160,5.819147109985352) (3160,4.9881720542907715) (3897,4.973252773284912) (1997,4.948612689971924) (162,4.946144104003906) (1982,4.843287944793701) (3481,4.8371663093566895) (2858,4.725441932678223)* (3409,4.650761604309082) (1261,4.627469539642334) (968,4.600295066833496) (3555,4.546250343322754) (1258,4.368916988372803) (3510,4.341917991638184) (1259,4.30703067779541)* (1214,4.2645087242126465) (1147,4.245671272277832) (480,4.225048542022705) (1994,4.100335597991943) (1219,4.057227611541748)
549: (908,7.659234523773193)* (924,7.154092311859131)* (904,6.608308792114258)* (541,6.17165994644165)* (594,5.2619781494140625) (1645,5.0309672355651855)* (1674,5.017263412475586) (1343,4.997193813323975)* (1732,4.98781681060791)* (2118,4.974460601806641) (2917,4.944222927093506) (111,4.944020748138428)* (1267,4.783749103546143)* (2407,4.770862102508545) (551,4.73854923248291)* (1459,4.678554058074951) (2463,4.660038471221924) (2858,4.6142754554748535) (350,4.593728542327881) (1653,4.571521282196045)
550: (3175,6.941474437713623)* (480,6.9290595054626465)* (551,6.822229862213135)* (1584,6.8113298416137695) (589,6.705610752105713)* (2628,6.4677276611328125) (3751,6.42647647857666)* (1079,6.3786845207214355) (1641,6.226720333099365) (2291,5.984756946563721) (924,5.9658284187316895) (527,5.834415435791016)* (260,5.7699408531188965)* (1747,5.764692783355713)* (367,5.748526096343994)* (3418,5.675593376159668) (1282,5.578813076019287) (1372,5.4453325271606445) (1573,5.362052917480469) (1080,5.36199426651001)
551: (527,7.941814422607422)* (2396,6.930144786834717)* (1704,6.675795555114746) (318,6.604940414428711) (17,6.22022819519043) (608,6.114738941192627) (150,5.830243110656738) (1961,5.5743184089660645) (1172,5.412459850311279) (2352,5.376513957977295) (1233,5.319680690765381) (36,5.293853759765625) (590,5.2776947021484375) (1079,5.221123695373535) (1231,5.204452991485596) (529,5.1982855796813965) (1617,5.141909122467041) (1185,5.072026252746582) (296,5.059197425842285) (34,4.914172649383545)
552: (3251,5.114007949829102) (1019,5.03848934173584) (1320,4.889194011688232) (999,4.88222074508667) (2133,4.863051414489746) (653,4.803823471069336) (2124,4.603672027587891)* (1203,4.570830345153809) (1597,4.513881683349609) (2792,4.510865688323975) (3153,4.4579548835754395) (2791,4.45150089263916) (37,4.3894195556640625) (344,4.282464981079102) (345,4.218733310699463) (2707,4.08320951461792) (3214,4.0500617027282715) (1327,3.9790146350860596) (3206,3.9071121215820312) (3005,3.8505938053131104)*
553: (1641,7.495891571044922) (1784,6.989128589630127) (357,6.587195873260498)* (2997,6.425132751464844) (141,6.222151279449463) (1517,5.700432777404785) (342,5.63732385635376) (1747,5.6281208992004395) (1580,5.492744445800781) (2359,5.491497993469238) (3052,5.4801459312438965) (2302,5.242361545562744) (2108,5.205510139465332) (21,4.953827381134033)* (1923,4.951109886169434)* (1500,4.945425510406494) (2355,4.770212173461914) (440,4.6759490966796875) (2390,4.656346797943115) (2759,4.624373435974121)
554: (2762,8.459268569946289)* (2997,8.346785545349121) (2683,8.186844825744629) (2599,7.096507549285889) (2336,6.958224296569824) (223,6.614826679229736)* (3408,6.582313537597656) (2707,6.538232326507568) (2712,6.536765098571777)* (1093,6.463353157043457) (2716,6.270516395568848) (2987,6.118054389953613) (2333,6.0945210456848145) (2355,5.9241719245910645) (2710,5.70718240737915) (2395,5.437092304229736) (2433,5.4047322273254395) (785,5.34806489944458) (2688,5.237227439880371) (1127,5.170374870300293)
555: (3751,9.117086410522461)* (3481,6.742663383483887) (3578,6.0203399658203125) (2858,6.008315086364746) (3948,5.935184001922607) (3624,5.935008525848389) (1,5.55409574508667)* (3510,5.5339531898498535) (1148,5.516285419464111)* (2355,5.435237884521484) (260,5.108490467071533) (2396,5.072711944580078) (3952,4.907658100128174) (595,4.890491485595703) (3753,4.851022720336914) (3555,4.7309417724609375) (1198,4.711577892303467) (3916,4.6676836013793945) (3159,4.501446723937988) (588,4.4411420822143555)*
556: (2087,8.071988105773926)* (1073,7.51563024520874) (588,7.3240227699279785) (1947,7.322116851806641)* (260,7.193647384643555)* (595,7.0895256996154785)* (1032,6.856014728546143)* (1380,5.789047718048096)* (2137,5.63604211807251) (3061,5.553370952606201) (3675,5.393706798553467) (364,5.239588260650635) (920,5.225377082824707) (1025,5.200105667114258) (2797,5.082398414611816) (902,5.075096130371094) (955,5.051084041595459) (3479,4.919872760772705) (2746,4.836385726928711) (2099,4.81514835357666)*
557: (2571,7.439396381378174) (260,6.321439266204834)* (1214,6.193387985229492)* (1240,6.176818370819092)* (1200,6.150760650634766)* (1210,5.851931571960449)* (924,5.655968189239502) (1584,5.6084465980529785)* (32,5.35172700881958) (3175,5.105297565460205) (1356,5.077719211578369) (1253,4.987408638000488) (593,4.925909519195557) (1653,4.7958903312683105) (1748,4.744317531585693) (1199,4.557712554931641) (2762,4.447073459625244) (3471,4.431064128875732)* (3114,4.293493747711182) (1376,4.190028667449951)
558: (2396,6.395829200744629)* (1207,5.952518939971924)* (608,5.939366340637207) (1196,5.921475887298584) (3148,5.576107978820801) (34,5.348389625549316) (1250,5.328743934631348) (1784,5.317315578460693)* (858,5.310248374938965) (920,5.290238380432129) (1094,5.282585144042969)* (2501,5.280319690704346) (919,5.1472086906433105)* (17,5.132772445678711) (1210,5.117880344390869) (1090,5.024036884307861)* (1960,4.967123985290527) (1259,4.964742660522461) (1721,4.962757110595703) (1302,4.906584739685059)
559: (2571,5.5891313552856445) (1617,5.577086448669434) (318,5.575627326965332) (2396,5.483334541320801) (2028,5.452033042907715) (608,5.288558483123779) (50,5.1272783279418945) (1,5.097006320953369) (1610,4.973659992218018) (1198,4.947866916656494) (1265,4.941031455993652) (589,4.851778030395508) (527,4.792050838470459) (356,4.648715972900391) (2858,4.639034748077393) (1197,4.574471473693848) (260,4.533083438873291) (34,4.521806240081787) (1036,4.509495258331299) (1270,4.234000205993652)
560: (329,6.265800952911377)* (1374,6.037216663360596)* (780,5.264739990234375) (2105,5.173635005950928) (1376,4.795405387878418) (2193,4.681685447692871) (1371,4.588713645935059) (1690,4.4100494384765625) (1291,4.4043731689453125) (2094,4.3951029777526855) (2872,4.3756279945373535) (3479,4.345709323883057) (3703,4.326057434082031) (3704,4.2996296882629395) (349,4.282745361328125) (1917,4.188239574432373)* (3702,4.169650554656982) (1676,4.151015758514404)* (969,4.146309852600098) (940,4.072213649749756)
