userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,11.01510238647461) (595,10.496252059936523)* (2081,9.834291458129883) (1282,9.234295845031738) (2096,8.831087112426758) (318,8.803430557250977) (2087,8.75841236114502) (2858,8.714923858642578) (34,8.5253324508667) (1907,8.440863609313965)* (1947,8.371363639831543) (593,8.309672355651855) (2080,8.23936653137207) (2687,8.228623390197754) (2396,8.192602157592773) (2078,8.190207481384277) (899,8.101648330688477) (110,8.092024803161621) (36,8.085675239562988) (914,8.073728561401367)
1374: (912,10.795418739318848) (527,10.779216766357422)* (296,10.13862133026123) (923,10.06039047241211) (1225,9.994178771972656) (36,9.75073528289795) (1221,9.55284309387207) (1704,9.513535499572754) (111,9.492653846740723) (1094,9.423891067504883) (2396,9.143982887268066) (3418,9.089030265808105)* (1617,9.017693519592285) (446,8.951526641845703) (1358,8.94765853881836) (1299,8.90616512298584)* (2324,8.885883331298828) (1204,8.838550567626953) (1230,8.76303768157959) (1252,8.653341293334961)
1375: (2396,10.043972969055176)* (1959,9.412555694580078) (2369,9.310393333435059) (2336,8.6110258102417) (1513,8.557639122009277) (2599,8.45952320098877) (2724,8.342423439025879) (2355,8.225081443786621) (2572,8.151552200317383) (2997,8.135331153869629)* (2395,8.041301727294922) (2683,8.033074378967285) (2770,8.014638900756836) (838,8.000988960266113) (2763,7.830486297607422) (2706,7.775666236877441) (3203,7.735921859741211) (2390,7.692713260650635) (2690,7.639497756958008) (2881,7.5250468254089355)
1376: (2433,10.68610954284668) (2908,10.59153938293457) (2333,10.033340454101562) (3203,9.63380241394043)* (2355,9.499582290649414) (2710,9.475784301757812) (3160,9.309279441833496)* (2028,9.097809791564941) (3408,9.017121315002441) (2599,8.96946907043457)* (3005,8.9003324508667) (2702,8.87377643585205) (593,8.85636043548584)* (2959,8.740519523620605) (2706,8.697554588317871) (2841,8.650033950805664) (2683,8.530981063842773) (150,8.43148422241211) (3114,8.418684959411621) (3174,8.234245300292969)
1377: (1210,11.12962818145752)* (1580,10.466214179992676) (1101,10.380919456481934) (780,10.363154411315918)* (1036,10.18541431427002)* (1291,10.166077613830566)* (1610,10.128016471862793)* (733,10.12342357635498) (592,10.09571361541748) (260,9.88150691986084) (2628,9.84242057800293) (2115,9.827963829040527) (2916,9.729429244995117) (356,9.613368034362793) (1376,9.58007526397705) (349,9.443591117858887) (648,9.307042121887207) (1527,9.18832778930664) (1220,9.170889854431152) (2405,9.118302345275879)
1378: (2186,11.52597427368164)* (3435,10.874800682067871)* (1252,10.536252975463867) (928,10.518964767456055)* (933,10.417665481567383) (2203,10.305200576782227)* (913,9.979270935058594)* (1284,9.798349380493164)* (1212,9.74443244934082)* (3334,9.643437385559082) (1086,9.516788482666016) (2206,9.481581687927246) (951,9.247060775756836) (1344,9.246522903442383) (910,9.118860244750977) (1269,9.028316497802734)* (920,8.990707397460938) (899,8.841133117675781) (1260,8.828651428222656) (931,8.824469566345215)
1379: (110,8.868842124938965) (1097,8.542675018310547) (3160,8.46169376373291) (593,8.332477569580078) (2291,8.26518440246582)* (2762,8.147101402282715) (608,8.13743782043457) (1721,8.13198184967041) (527,8.060415267944336) (3148,8.035008430480957) (318,7.956284046173096) (356,7.9415130615234375) (3408,7.93533182144165) (2791,7.896956920623779) (480,7.875034809112549) (3578,7.865047931671143) (1193,7.8522162437438965) (1270,7.803512096405029) (3897,7.793626308441162) (1673,7.760089874267578)
1380: (1210,9.267499923706055)* (3793,9.01884937286377)* (589,9.01536750793457) (1391,8.91850757598877) (2006,8.864361763000488)* (1372,8.827052116394043) (3114,8.76268482208252)* (1148,8.739736557006836) (3751,8.719996452331543) (10,8.706099510192871)* (329,8.676642417907715) (2012,8.63849925994873) (671,8.608063697814941) (733,8.560677528381348) (745,8.483735084533691) (2393,8.453079223632812) (112,8.394801139831543)* (2916,8.386879920959473) (2723,8.361531257629395) (2094,8.359776496887207)
1381: (1,7.745644569396973) (3948,7.586627006530762) (3897,7.551827907562256) (1136,7.551731109619141) (593,7.512529373168945) (1517,7.480963230133057) (2028,7.437138557434082) (104,7.420944690704346) (2324,7.382779121398926) (1923,7.2251057624816895)* (2858,7.223367214202881) (356,7.098322868347168) (3751,7.085930347442627) (1784,7.0129265785217285) (1704,6.937041282653809) (3114,6.916367530822754) (1193,6.863626480102539) (50,6.851525783538818) (3869,6.8499603271484375) (908,6.79693603515625)
1382: (3134,9.78982925415039)* (2731,9.379002571105957) (912,9.24472427368164)* (1945,8.938675880432129) (926,8.826933860778809) (922,8.73501968383789)* (3742,8.666881561279297) (1251,8.64682388305664) (2936,8.644728660583496) (908,8.597925186157227) (898,8.584096908569336) (3468,8.570047378540039) (3730,8.545721054077148) (3334,8.537617683410645) (2186,8.513566970825195) (904,8.437439918518066)* (3789,8.425461769104004) (1247,8.41460132598877) (2920,8.373878479003906) (1248,8.354326248168945)
1383: (1278,8.502989768981934)* (910,8.48001480102539)* (1784,8.038419723510742)* (3361,7.905211925506592)* (3072,7.899407386779785)* (2243,7.883511543273926) (1704,7.650001525878906)* (858,7.578070163726807)* (1259,7.575963973999023)* (1235,7.560912609100342)* (2321,7.514387130737305) (1674,7.512608051300049) (1304,7.437418460845947) (909,7.431844711303711) (17,7.394737243652344) (951,7.349608421325684) (1244,7.303450107574463)* (150,7.2905402183532715) (1961,7.284069061279297)* (3504,7.25853157043457)
1384: (3948,9.158170700073242) (3793,8.97037124633789) (1580,8.966808319091797)* (3911,8.924556732177734) (3624,8.892152786254883) (3160,8.750900268554688) (3753,8.691147804260254) (2791,8.65198802947998) (3510,8.635496139526367) (3555,8.476729393005371) (1259,8.325106620788574) (2291,8.307333946228027) (260,8.301725387573242) (1210,8.204883575439453) (3408,7.996652603149414) (3893,7.996039390563965) (1249,7.987979412078857) (908,7.940708160400391)* (2028,7.928198337554932) (608,7.875585079193115)
1385: (110,9.577981948852539) (2160,9.427947044372559) (2858,9.230496406555176)* (1214,9.061772346496582) (480,8.946727752685547) (3753,8.896671295166016) (1997,8.718891143798828) (908,8.506096839904785) (1219,8.47931957244873) (260,8.421621322631836) (2028,8.380951881408691) (2455,8.376811027526855) (1387,8.356324195861816) (3578,8.33527660369873) (858,8.254202842712402) (2791,8.09084415435791)* (2454,8.05427074432373) (1196,7.9729084968566895) (1193,7.946741104125977) (1210,7.926236629486084)
1386: (750,7.57900857925415) (2064,7.507442951202393) (1206,7.507256984710693) (1073,7.447310924530029) (1193,7.424016952514648) (260,7.241687774658203) (162,7.206017971038818) (608,7.012988567352295)* (1235,6.964573860168457) (1285,6.896864414215088) (541,6.896791458129883) (3424,6.892163276672363) (3421,6.833709716796875) (32,6.833289623260498) (778,6.756575584411621) (919,6.745844841003418) (1197,6.70945930480957)* (235,6.67624044418335) (318,6.65873384475708)* (924,6.64058780670166)
1387: (930,11.255350112915039) (1617,10.872396469116211)* (1252,10.803824424743652)* (942,10.512150764465332) (913,10.325237274169922)* (969,10.163666725158691)* (922,10.099556922912598)* (904,9.904313087463379) (899,9.671055793762207)* (933,9.665328025817871) (1264,9.603312492370605) (1304,9.593502044677734) (1260,9.57857608795166) (951,9.343856811523438)* (1248,9.334090232849121) (1953,9.3178071975708) (1269,9.209551811218262) (916,9.125365257263184) (2019,9.030463218688965) (3683,9.017657279968262)
1388: (1617,11.107192993164062)* (2028,10.665653228759766) (474,10.661467552185059)* (50,10.252437591552734) (733,10.222999572753906)* (3555,10.174365997314453) (3578,10.16594123840332) (3755,9.960689544677734) (3510,9.930339813232422) (480,9.868890762329102) (349,9.730647087097168) (454,9.70284652709961) (3948,9.688835144042969)* (2763,9.650822639465332) (3147,9.613510131835938) (1608,9.583693504333496) (3623,9.580924987792969) (1892,9.576687812805176) (2858,9.528934478759766) (296,9.386781692504883)
1389: (590,9.455780029296875)* (260,9.18603515625)* (1196,9.00753402709961)* (150,8.834016799926758)* (1197,8.576971054077148)* (296,8.51173210144043) (1210,8.455537796020508)* (1291,8.342486381530762) (1704,8.334412574768066)* (1262,8.211066246032715) (1617,8.154982566833496) (3671,8.081770896911621) (457,8.072105407714844)* (1090,8.018485069274902)* (1201,7.856863975524902)* (364,7.8292388916015625) (1358,7.785261631011963)* (32,7.652498722076416) (1287,7.627389430999756) (480,7.6074042320251465)
1390: (2028,8.7830171585083)* (1393,8.631444931030273) (3101,8.5936861038208) (110,8.37476921081543)* (539,8.29677963256836)* (3361,8.243023872375488) (1674,8.213850021362305) (3360,8.067590713500977) (1259,8.052359580993652) (150,7.901109218597412) (3555,7.879209518432617) (3578,7.843605041503906)* (3147,7.797293663024902) (2915,7.790053367614746) (1097,7.768681526184082) (3552,7.733842849731445)* (2797,7.7096099853515625) (2352,7.6588850021362305) (349,7.650007724761963)* (3255,7.6469268798828125)
1391: (357,8.973797798156738) (3481,8.332038879394531) (3751,8.258406639099121) (838,8.201851844787598) (1500,8.112259864807129) (1784,8.03686237335205)* (1188,7.920410633087158) (2321,7.816366195678711) (21,7.770322799682617) (342,7.7476301193237305) (3897,7.6959686279296875) (3072,7.6870503425598145) (2108,7.610249042510986) (1148,7.588339328765869) (708,7.566003799438477) (2324,7.550492763519287)* (589,7.370499610900879) (2355,7.3698410987854)* (539,7.3448486328125)* (2671,7.333700656890869)
1392: (260,9.152321815490723) (1198,9.099311828613281)* (1196,8.99236011505127) (527,8.760249137878418)* (318,8.682042121887207)* (1210,8.250516891479492) (1270,8.146830558776855) (1387,8.081779479980469)* (2858,7.850929260253906) (2571,7.826508045196533)* (1276,7.788311004638672) (480,7.780022621154785)* (2000,7.744905471801758) (1307,7.665110111236572) (1097,7.658456325531006) (608,7.538239002227783) (1197,7.523416519165039) (1208,7.493146896362305)* (1294,7.467318534851074)* (296,7.456883907318115)
1393: (527,10.399982452392578)* (1704,9.90046215057373)* (110,9.721652030944824)* (1213,9.641267776489258) (590,9.558018684387207) (2890,9.402326583862305)* (2762,9.176814079284668) (1358,8.784833908081055) (2997,8.776808738708496) (3006,8.757399559020996)* (1610,8.604757308959961) (1197,8.593868255615234) (3578,8.575315475463867) (912,8.533398628234863) (1198,8.448980331420898)* (300,8.419896125793457) (1089,8.412463188171387) (457,8.321669578552246)* (800,8.314748764038086) (34,8.255454063415527)
1394: (3481,8.743067741394043) (3793,8.128108978271484) (3535,7.916808605194092) (3863,7.8986897468566895) (1965,7.851583003997803) (3160,7.781365394592285) (3409,7.624608993530273) (2291,7.571717739105225) (3751,7.540943622589111) (3745,7.526379108428955) (2657,7.4241485595703125) (2160,7.41056489944458) (1748,7.359732151031494) (3893,7.226993560791016) (3932,7.19537353515625) (3948,7.147243022918701) (3624,7.113072872161865) (3300,7.107022762298584) (3510,6.991612911224365) (589,6.98220682144165)
1395: (1215,9.215629577636719)* (1210,9.033289909362793) (1196,8.812782287597656)* (589,8.432211875915527) (1676,8.222341537475586) (3698,8.125078201293945) (2700,8.122018814086914)* (1965,8.0651216506958)* (1391,8.017843246459961)* (1748,7.957968235015869) (1921,7.9289655685424805)* (1136,7.92453670501709)* (1206,7.825155735015869) (3578,7.772974491119385) (3863,7.673822402954102)* (1240,7.602640628814697) (3745,7.602147579193115) (1297,7.57422399520874) (3896,7.554685115814209) (2628,7.514083385467529)
1396: (1148,8.991415977478027) (1199,8.96240520477295) (1288,8.858602523803711) (1080,8.771476745605469)* (1278,8.736126899719238)* (1285,8.715547561645508) (1394,8.544477462768555) (2174,8.53735065460205) (1965,8.292564392089844) (2700,8.283447265625) (2791,8.239541053771973)* (3608,8.171828269958496) (2788,8.02553939819336) (1215,7.983910083770752)* (745,7.887385368347168) (235,7.877781867980957)* (1259,7.74514102935791) (223,7.687502861022949)* (3429,7.652096271514893) (2291,7.591597080230713)
1397: (260,9.365998268127441)* (1196,8.584407806396484) (2010,8.543669700622559)* (1199,8.52560043334961) (1230,8.41281795501709)* (1253,8.358623504638672) (912,8.109675407409668) (1214,8.029472351074219) (2300,7.798271179199219) (3030,7.691586494445801) (1210,7.591021537780762) (908,7.5880913734436035) (1270,7.5624003410339355) (1197,7.525811195373535) (1204,7.518190860748291)* (923,7.514112949371338) (1252,7.491701126098633) (1965,7.477270126342773) (2968,7.374207973480225) (3751,7.344734191894531)
1398: (1252,9.237464904785156) (1284,8.79452896118164) (1219,8.442461013793945) (1248,8.37308406829834) (1250,8.366615295410156) (2160,8.071355819702148) (1203,8.051358222961426) (858,8.04101276397705) (912,7.924091815948486) (608,7.910286903381348) (1267,7.847954750061035) (930,7.76641845703125) (593,7.736512184143066) (541,7.640536308288574) (923,7.5967841148376465) (1269,7.567733287811279) (111,7.538599491119385) (1193,7.53141975402832) (2762,7.523529052734375) (3435,7.510834693908691)
1399: (1089,8.769387245178223)* (1617,8.750511169433594)* (1198,8.302566528320312) (608,8.228130340576172) (1240,7.915511608123779)* (1200,7.911503791809082)* (541,7.895596027374268) (2028,7.863438129425049)* (1407,7.49935245513916) (2804,7.415243148803711) (3535,7.3714680671691895) (858,7.361591339111328) (3897,7.354757308959961) (1213,7.334826469421387) (1097,7.324355125427246) (2628,7.269485950469971)* (1221,7.206914901733398) (3160,7.153502941131592) (2791,7.12693977355957) (1291,7.103553295135498)
1400: (1213,12.123546600341797) (2028,11.917771339416504)* (1704,11.24496841430664) (1358,10.896576881408691) (34,10.39388370513916) (1089,10.3608980178833) (589,10.324031829833984) (2268,10.30718994140625) (1265,10.231353759765625) (110,10.13135051727295) (1610,10.075401306152344) (1466,10.030099868774414) (1784,9.97767448425293) (1393,9.944217681884766)* (858,9.934257507324219) (1198,9.849020957946777) (2890,9.80113697052002) (1682,9.671646118164062) (2324,9.668246269226074) (3246,9.646188735961914)
1401: (858,10.546280860900879) (2858,10.486605644226074)* (912,10.437090873718262) (908,10.115458488464355) (1193,9.894312858581543) (527,9.842082977294922) (318,9.695646286010742) (2028,9.482805252075195)* (1207,9.413032531738281) (1247,9.331707000732422) (919,9.27881145477295) (3897,9.220003128051758) (904,9.112274169921875) (1230,9.08586311340332) (260,8.85651969909668)* (296,8.627057075500488) (3408,8.606979370117188) (920,8.596250534057617) (1952,8.57917308807373) (1250,8.571892738342285)
1402: (1,11.278661727905273) (260,11.107850074768066)* (50,10.891472816467285) (1210,10.38088321685791) (1196,10.375868797302246) (2324,10.239344596862793) (588,10.234238624572754) (1197,10.136725425720215)* (356,10.128950119018555) (364,10.0679349899292) (1265,10.060721397399902) (3147,9.987919807434082) (3578,9.911250114440918) (47,9.89799976348877) (34,9.851951599121094)* (589,9.703363418579102)* (2355,9.581174850463867) (912,9.560763359069824) (480,9.542128562927246) (858,9.50617504119873)
1403: (1197,8.990013122558594)* (1580,8.651983261108398) (1270,8.609910011291504) (2571,8.397331237792969)* (1097,7.9067769050598145)* (2968,7.889651775360107) (480,7.829127788543701)* (1584,7.699636459350586) (2021,7.544173717498779) (1653,7.428325653076172)* (2193,7.301699638366699) (2046,7.1776580810546875) (32,7.119096755981445) (1265,7.072885513305664) (3751,7.072708606719971) (1199,7.0402703285217285)* (1073,7.025782108306885) (29,7.003687858581543) (1200,6.990103721618652) (671,6.980620861053467)*
1404: (1230,7.665370464324951) (1617,7.17931604385376) (908,7.072909832000732) (1294,6.989503860473633) (1244,6.892667293548584) (1292,6.875499725341797) (3421,6.849776744842529) (1078,6.749660968780518) (3504,6.746740818023682) (2858,6.7272186279296875)* (1077,6.725821018218994) (1304,6.71320915222168) (2791,6.611325740814209)* (1234,6.604244232177734) (3363,6.569921016693115) (3543,6.515644550323486) (3897,6.505828857421875) (1269,6.392597675323486)* (1965,6.343568801879883) (608,6.323300838470459)
1405: (858,11.613554000854492)* (1193,11.456279754638672) (2858,11.390493392944336) (923,10.767533302307129) (904,10.640040397644043) (1221,10.589946746826172) (1252,10.527932167053223) (1207,10.480607986450195) (1952,10.436980247497559) (908,10.359075546264648) (919,10.306943893432617) (2396,10.261412620544434) (527,10.237268447875977) (903,9.988203048706055) (750,9.834037780761719) (1225,9.59620475769043) (318,9.595312118530273) (898,9.58932113647461) (1394,9.588728904724121) (1617,9.573144912719727)
1406: (2028,9.097087860107422) (3147,8.24094295501709) (1721,8.176068305969238) (150,8.11623764038086) (1,7.976376533508301) (62,7.966942310333252) (364,7.954378604888916) (356,7.92121696472168) (2329,7.896035194396973) (36,7.816982746124268) (2324,7.752749443054199) (110,7.72606086730957) (3408,7.699719429016113) (3114,7.590095043182373) (2762,7.503865718841553) (3105,7.370588779449463) (1961,7.365736961364746) (2268,7.3232598304748535) (3148,7.275246620178223) (3753,7.247007846832275)
1407: (3160,10.951251029968262) (3481,10.251367568969727)* (2599,10.13076114654541) (3176,9.668534278869629) (1041,9.604926109313965) (3911,9.389756202697754)* (1673,9.380602836608887) (1094,9.285682678222656)* (17,9.15791130065918) (3948,9.050061225891113) (1704,9.02548599243164) (1148,8.962191581726074)* (2571,8.937247276306152) (3408,8.856006622314453)* (745,8.825276374816895)* (39,8.810778617858887) (2442,8.791144371032715) (589,8.683025360107422) (2336,8.603950500488281) (2357,8.580472946166992)
1408: (457,9.08088207244873)* (1089,8.738893508911133) (6,8.60971450805664) (1198,8.22626781463623) (1370,8.180419921875) (2028,8.174722671508789)* (474,8.160571098327637) (288,8.067227363586426) (296,8.06417179107666) (112,7.991166114807129) (1580,7.935947895050049)* (165,7.927706241607666) (2916,7.900341987609863)* (2023,7.843489170074463) (2985,7.671113967895508) (1036,7.58446741104126) (493,7.554408550262451) (1240,7.5416460037231445) (3020,7.51650857925415)* (1610,7.508213520050049)
1409: (260,11.511591911315918) (2858,10.849527359008789)* (1198,10.718878746032715) (2997,10.708953857421875)* (541,10.350336074829102) (1240,10.286362648010254) (593,10.14426326751709) (750,10.089736938476562) (1210,10.04730224609375)* (1213,10.01168441772461)* (1288,9.932269096374512) (1089,9.908478736877441) (1215,9.851053237915039) (1221,9.761725425720215) (1199,9.756311416625977)* (1394,9.696297645568848) (1148,9.507194519042969) (1214,9.489399909973145) (2395,9.396256446838379) (2762,9.32326602935791)
1410: (1019,7.142183303833008)* (3153,7.132974147796631) (1580,6.958735942840576) (2792,6.95514440536499) (1035,6.915811061859131) (952,6.851126194000244) (2948,6.67287540435791) (2160,6.608852863311768) (908,6.4564385414123535) (2505,6.3977813720703125) (2791,6.348155498504639) (1249,6.2772650718688965) (1269,6.255875110626221) (1284,6.120973587036133) (589,5.927771091461182) (541,5.898848056793213) (480,5.801132678985596) (2291,5.6669230461120605) (2569,5.602162837982178) (1440,5.525144100189209)
1411: (223,11.048415184020996) (3176,10.916528701782227) (2395,10.862969398498535)* (2770,10.729981422424316)* (2706,10.669486999511719) (785,10.534417152404785) (2716,10.507760047912598) (3175,10.464759826660156) (3081,10.345728874206543) (3174,10.219300270080566) (2686,10.049450874328613) (2700,9.965197563171387)* (3203,9.837305068969727) (1093,9.809908866882324) (2959,9.772218704223633) (2707,9.763785362243652) (2433,9.714590072631836) (2502,9.668206214904785) (3543,9.656853675842285)* (1513,9.645906448364258)
1412: (2571,11.70572566986084) (589,11.559864044189453) (2858,11.418367385864258) (260,11.335677146911621) (1196,11.269352912902832) (2028,11.191559791564941) (1210,11.113485336303711) (480,11.092223167419434) (593,10.986100196838379) (1580,10.973362922668457) (1198,10.872941017150879) (1240,10.790608406066895) (1214,10.430061340332031) (1270,10.40608024597168) (608,10.338562965393066) (1097,10.317401885986328) (318,10.315546989440918) (2916,10.309892654418945)* (541,10.305943489074707) (3175,10.302992820739746)
1413: (3911,8.54395866394043) (1248,8.260443687438965)* (3481,8.145697593688965)* (908,8.039135932922363) (3948,7.733382701873779) (3435,7.655093193054199)* (3747,7.653526306152344) (3683,7.644816875457764) (589,7.62433385848999) (3783,7.563485145568848) (1252,7.363489627838135) (2692,7.282496452331543)* (1267,7.270534515380859) (2912,7.1757612228393555) (912,7.149192810058594) (2186,7.143463134765625)* (858,7.111340045928955) (928,7.100619316101074) (1249,7.087172985076904) (296,7.023043632507324)*
1414: (733,11.462919235229492) (10,11.458236694335938)* (1370,11.13964557647705)* (589,10.998140335083008)* (1573,10.787272453308105) (1918,10.77095890045166) (1580,10.257185935974121) (648,10.255026817321777)* (349,10.223191261291504) (3256,10.19481372833252) (377,10.140239715576172) (2353,10.129324913024902) (1610,10.051981925964355) (1917,9.947783470153809) (2167,9.822772979736328) (736,9.778475761413574) (1616,9.714884757995605) (2002,9.672207832336426) (1385,9.66632080078125) (1544,9.583889961242676)
1415: (260,10.057994842529297)* (2028,9.942780494689941)* (318,9.854768753051758) (593,9.139965057373047) (912,9.064687728881836)* (110,8.834822654724121) (34,8.755046844482422) (3751,8.752311706542969)* (2324,8.479732513427734) (1704,8.42437744140625) (1265,8.414497375488281)* (150,8.253483772277832) (1207,8.199827194213867) (908,8.199052810668945) (1097,8.186124801635742) (1250,8.058432579040527) (1270,8.045287132263184) (589,8.040224075317383) (590,8.028671264648438) (1304,7.9959893226623535)
1416: (2683,8.781630516052246) (2762,8.537823677062988) (2706,8.39416790008545)* (1513,8.026824951171875) (2908,7.962775230407715) (2707,7.938119888305664) (223,7.927043437957764) (2502,7.867356300354004) (2599,7.816435813903809) (1093,7.792916297912598) (2541,7.565608024597168) (2688,7.505078315734863) (785,7.433202743530273) (3578,7.342432022094727) (3176,7.313614845275879) (24,7.288985252380371) (2396,7.21197509765625) (2572,7.191699981689453) (3005,7.1397223472595215) (2598,7.13176965713501)
1417: (3510,7.913668155670166) (3408,7.81460428237915)* (527,7.76963996887207) (2028,7.571386814117432) (3555,7.405048370361328) (3148,7.345791816711426) (3948,7.31349515914917) (908,7.2012481689453125) (3594,7.163512706756592) (318,7.153553485870361) (3512,7.147508144378662) (912,7.127537250518799) (1721,7.082056999206543) (920,7.041580677032471) (110,7.0103325843811035) (1035,6.918118953704834) (3513,6.876743316650391) (356,6.868438720703125) (3827,6.7427592277526855) (2858,6.688846111297607)
1418: (733,9.166215896606445) (3578,9.02532958984375) (2028,9.015217781066895)* (2916,8.938762664794922)* (2628,8.936543464660645) (457,8.887771606445312)* (3555,8.802034378051758) (3623,8.75887393951416) (3793,8.687738418579102)* (648,8.563828468322754) (3753,8.486435890197754) (349,8.376230239868164) (2353,8.346783638000488) (1917,8.315845489501953) (110,8.229583740234375) (1544,8.14559555053711) (3510,8.1311616897583) (10,8.004338264465332) (1573,7.987204551696777) (2881,7.926046371459961)
1419: (3897,8.328082084655762) (3911,7.288443088531494) (3594,7.180089473724365) (3948,7.175450325012207) (3512,7.106119632720947)* (3408,7.069705486297607) (3578,6.915887832641602) (3515,6.880964279174805) (3893,6.876229763031006) (2858,6.813840389251709)* (3952,6.728535175323486) (3753,6.638679027557373) (3863,6.541872501373291) (3949,6.512690544128418) (2291,6.483597278594971) (1035,6.424492359161377) (3565,6.370728492736816) (3798,6.368900299072266) (3409,6.362586975097656) (3751,6.169607162475586)
1420: (1089,10.453353881835938)* (296,10.137779235839844) (608,9.342450141906738)* (1198,9.153250694274902)* (1210,8.88419246673584)* (1213,8.821331024169922)* (1259,8.801616668701172) (2028,8.778148651123047) (1197,8.745654106140137)* (1249,8.724900245666504) (1266,8.703670501708984)* (1261,8.637181282043457) (1215,8.445904731750488) (457,8.184800148010254)* (1201,8.159551620483398) (1090,8.097185134887695) (2248,8.028203010559082) (3703,7.984111309051514)* (1729,7.979587554931641) (858,7.957850933074951)*
1421: (2599,9.854748725891113)* (2858,9.2634916305542)* (1265,9.026613235473633) (318,8.706783294677734) (1288,8.680130004882812) (2804,8.658945083618164) (34,8.65855598449707) (745,8.389455795288086) (2396,8.359474182128906) (1394,8.355267524719238) (1213,8.245595932006836) (1449,8.079562187194824) (1197,8.059823036193848) (919,8.021310806274414) (2324,7.985018253326416)* (3160,7.980611801147461)* (3751,7.911221504211426)* (2289,7.788676738739014) (3911,7.773853778839111)* (1060,7.735907554626465)
1422: (1136,9.518441200256348)* (3471,9.125814437866211)* (1259,8.659709930419922) (1234,8.539022445678711) (750,8.506295204162598) (1784,8.476217269897461) (1265,8.457047462463379)* (527,8.438960075378418)* (2791,8.348584175109863)* (2028,8.327824592590332) (1,8.288166999816895)* (1214,8.212459564208984) (150,8.1143159866333) (2858,8.105561256408691) (3504,8.0525541305542) (34,8.020180702209473)* (1292,7.964085102081299) (2716,7.9437737464904785) (1206,7.93717098236084)* (1258,7.9005889892578125)
1423: (3481,10.546990394592285)* (3911,9.992234230041504) (2395,9.944725036621094) (1230,9.81695556640625)* (3317,9.218517303466797)* (223,9.183915138244629) (3618,9.063297271728516) (2700,8.996515274047852) (2791,8.712486267089844) (3948,8.606526374816895) (2759,8.506234169006348) (3174,8.489107131958008) (1148,8.294777870178223) (1078,8.226624488830566) (1235,8.168084144592285) (3783,8.150612831115723) (3007,7.968527793884277) (3543,7.850848197937012) (3819,7.824897289276123) (2300,7.812986373901367)
1424: (1339,10.302111625671387) (2617,9.952509880065918) (724,9.90462875366211) (2710,9.614304542541504)* (968,9.501062393188477) (1219,9.407655715942383) (1347,9.365473747253418) (2571,9.3326416015625) (1982,9.232137680053711) (1258,9.20367431640625) (1261,9.140759468078613) (1644,9.115280151367188) (328,9.02247142791748) (353,8.973967552185059) (1997,8.964654922485352) (2028,8.889760971069336) (2762,8.779671669006348) (366,8.709482192993164)* (2959,8.708126068115234) (47,8.614237785339355)
1425: (1219,8.860262870788574) (903,8.846729278564453)* (1032,8.380093574523926)* (171,8.016414642333984) (1248,7.547164440155029) (3911,7.525753498077393)* (3160,7.513145923614502)* (2858,7.49802827835083)* (596,7.491979122161865) (2762,7.397238731384277) (1407,7.25930118560791)* (2599,7.132483005523682)* (585,6.9533915519714355) (1921,6.874186038970947)* (1682,6.859099864959717)* (457,6.856232166290283) (923,6.771535873413086)* (1333,6.662055969238281) (2085,6.622662544250488) (595,6.613002300262451)*
1426: (919,10.160419464111328)* (1196,9.786873817443848) (858,9.540962219238281) (1213,9.462897300720215)* (1036,9.103453636169434) (2571,9.074379920959473) (588,8.910228729248047)* (356,8.836085319519043)* (1097,8.729496002197266)* (2797,8.57056999206543) (2762,8.494041442871094) (2080,8.49070930480957) (592,8.465940475463867) (1610,8.426642417907715)* (377,8.419733047485352) (2268,8.366541862487793) (1393,8.327681541442871) (1221,8.295644760131836) (1265,8.292583465576172) (912,8.264717102050781)
1427: (3555,9.55263614654541)* (3578,9.519779205322266) (364,9.357606887817383)* (3481,9.342154502868652) (3948,9.132054328918457) (3897,9.1098051071167) (3624,9.01301097869873)* (1073,8.861845970153809) (1270,8.817928314208984) (1097,8.604605674743652) (1035,8.537212371826172) (2792,8.514192581176758) (480,8.503623008728027)* (3159,8.470890045166016) (1282,8.380983352661133) (3916,8.299470901489258)* (1197,8.287425994873047) (551,8.279478073120117) (1961,8.209038734436035) (3510,8.141674041748047)
1428: (2160,10.611770629882812)* (3928,8.859889030456543) (3929,8.57980728149414) (1284,8.521223068237305) (3897,8.287483215332031) (2454,8.214033126831055)* (589,7.8123579025268555) (3481,7.808441638946533) (1269,7.76417875289917) (1965,7.627185344696045) (3911,7.562175750732422) (3160,7.466593265533447) (1673,7.0983076095581055)* (2657,7.046935081481934) (2186,6.948192596435547) (1214,6.847239017486572) (3893,6.78727388381958) (110,6.754541397094727) (2664,6.732985496520996) (3624,6.639625549316406)
1430: (1136,10.650102615356445)* (260,10.229960441589355) (1288,9.973149299621582) (2599,9.934195518493652)* (3160,9.709283828735352) (1394,9.651740074157715) (1215,9.516851425170898) (750,9.36447525024414) (593,9.305675506591797) (3911,9.294925689697266) (111,9.267976760864258)* (2571,9.249174118041992)* (1198,9.226494789123535) (1673,9.221510887145996) (3052,9.217779159545898)* (1206,9.215922355651855)* (1208,9.215229988098145) (2692,9.187820434570312)* (1221,9.16701889038086) (3793,9.147642135620117)
