userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,10.236757278442383) (595,9.73875904083252)* (2081,8.249044418334961) (34,7.766838550567627) (1282,7.719094753265381) (2096,7.6399335861206055) (2080,7.349098205566406) (1907,7.293295383453369)* (1210,7.251511573791504) (2087,7.223304748535156) (2078,7.215599536895752) (1032,7.202904224395752) (1196,7.199918270111084) (318,7.152985095977783) (2085,7.145664691925049) (593,7.09584903717041) (2137,7.086815357208252) (2858,6.977133750915527) (2687,6.939729690551758) (1198,6.927180290222168)
1724: (590,10.240341186523438) (296,9.587286949157715)* (62,9.402572631835938) (17,9.208273887634277) (593,9.17172908782959)* (2424,8.706855773925781)* (1213,8.606989860534668) (1271,8.489897727966309) (2671,8.363371849060059)* (608,8.361838340759277)* (1682,8.246458053588867)* (1358,8.245141983032227) (357,8.127019882202148) (2329,8.013692855834961) (3105,7.975526809692383) (480,7.911554336547852) (3255,7.88908052444458) (1680,7.798472881317139) (47,7.7620530128479) (1061,7.687510013580322)
1725: (2762,7.153351783752441) (2959,6.996636390686035) (2683,6.8928704261779785) (223,6.695568561553955) (260,6.601670265197754) (2502,6.534820556640625) (1210,6.524663925170898) (2716,6.451315402984619) (1240,6.144139289855957) (2710,6.053219318389893) (2700,6.014256000518799) (3578,6.00210428237915) (589,5.849937915802002) (2987,5.84882116317749) (2628,5.8374738693237305) (3793,5.819049835205078) (2572,5.80851411819458) (2997,5.730845928192139) (785,5.684661865234375) (2916,5.51683235168457)
1726: (589,10.059548377990723)* (2571,9.504908561706543) (1240,8.82368278503418) (1527,8.451077461242676) (1200,8.226130485534668) (1356,8.06379222869873) (480,7.850988388061523) (6,7.658278942108154) (1580,7.627777576446533) (1036,7.576296329498291)* (2167,7.55197286605835) (1215,7.451306343078613) (1210,7.340704917907715) (1912,7.318373680114746) (1201,7.305212020874023)* (3702,7.290163993835449) (1376,7.235531806945801) (112,7.224746227264404) (1275,7.160131931304932) (592,6.9945969581604)
1727: (1304,10.887985229492188)* (3543,10.380450248718262)* (2985,10.318402290344238)* (1220,10.278843879699707)* (1129,9.943014144897461) (3421,9.63759994506836)* (2944,9.234695434570312)* (3671,9.225408554077148) (2947,9.179672241210938)* (2529,8.852910041809082)* (1256,8.850614547729492)* (1374,8.769262313842773)* (2779,8.748075485229492) (3836,8.599349021911621)* (2770,8.549901962280273)* (2991,8.54180908203125)* (2194,8.355118751525879) (3361,8.350935935974121) (2395,8.21211051940918) (1663,8.15421199798584)*
1728: (1022,8.528487205505371)* (2018,8.427610397338867) (1029,8.12363052368164) (596,8.11872673034668) (1032,8.074596405029297)* (2078,7.972954273223877) (1907,7.69793176651001)* (1,7.552669048309326) (2687,7.5249738693237305) (3034,7.438660621643066) (2080,7.042774677276611)* (1028,6.997637748718262) (2081,6.747890949249268) (1033,6.7284369468688965) (3114,6.687180995941162)* (1025,6.553597450256348) (1688,6.434249401092529) (2761,6.397744178771973) (1023,6.105898380279541) (2090,6.045350551605225)*
1729: (3948,9.18582534790039) (3952,8.435257911682129) (3160,7.729700088500977) (3915,7.688252925872803) (3783,7.644766807556152) (3535,7.569871425628662) (3300,7.454354286193848) (2160,7.290055274963379) (3409,7.092010498046875) (3863,6.637856483459473) (3624,6.557346820831299) (2858,6.458583354949951) (3795,6.375312328338623) (3916,6.237573146820068) (3534,6.180150985717773) (3618,6.167285442352295) (3793,6.105397701263428) (908,6.064507007598877) (3753,6.061509132385254) (3594,5.984710693359375)
1730: (3753,8.73723316192627) (3481,8.72408390045166) (3897,8.649148941040039) (110,8.04182243347168) (3578,7.80535888671875) (3408,7.790627479553223) (3555,7.770735263824463) (2791,7.762235164642334) (3510,7.641725063323975) (3948,7.039379596710205) (1580,7.005758762359619) (3624,6.943957328796387) (3911,6.897670745849609) (908,6.830489158630371) (2291,6.742309093475342) (3751,6.606186866760254) (593,6.528494358062744) (1210,6.51748514175415) (1673,6.463434219360352) (3793,6.462737083435059)
1731: (3897,13.90377426147461)* (3910,11.692977905273438) (3481,10.619693756103516) (3783,10.56289291381836) (3915,10.480719566345215) (3893,10.429566383361816) (3317,9.54853630065918) (3952,9.12391185760498) (3083,8.581808090209961) (3617,8.525585174560547) (3535,8.452984809875488) (3951,8.379050254821777) (3751,8.073308944702148) (3538,8.007513046264648) (3794,8.005629539489746) (3747,7.922766208648682) (3852,7.915764808654785) (3515,7.690323829650879) (3160,7.4047770500183105) (3456,7.351923942565918)
1732: (3578,11.170666694641113) (3897,10.869297981262207) (3481,10.217013359069824) (3408,10.145190238952637) (3948,9.49476432800293) (3793,9.439192771911621) (3751,9.144715309143066) (3911,8.697486877441406) (3755,8.390392303466797) (3916,8.34731674194336) (3513,8.149543762207031) (3409,8.093843460083008)* (589,8.048913955688477) (2028,7.938879013061523)* (593,7.901416778564453) (480,7.861173152923584) (3512,7.797732353210449) (2791,7.726850986480713) (2571,7.4105000495910645) (3148,7.407639503479004)
1733: (1236,10.656779289245605)* (3949,10.216012001037598)* (2159,10.154452323913574)* (3421,10.044966697692871) (3747,9.671228408813477) (3182,9.641839027404785) (785,9.564136505126953) (778,9.540931701660156)* (233,9.386281967163086)* (1263,9.063218116760254) (1648,9.022146224975586) (858,9.01005744934082) (2912,8.888922691345215)* (2858,8.873594284057617)* (1228,8.808162689208984)* (3794,8.802641868591309) (3728,8.6663818359375) (2366,8.65419864654541) (3683,8.652667045593262)* (1345,8.581564903259277)
1734: (1193,8.824908256530762) (111,8.33096694946289) (858,7.959930896759033) (1952,7.921740531921387) (608,7.495367527008057)* (1247,7.216078758239746) (527,7.136436462402344)* (1208,6.982564449310303) (1207,6.94675874710083) (1957,6.9186177253723145) (1090,6.9183735847473145) (3201,6.7006449699401855)* (1185,6.683241844177246) (1252,6.674896717071533) (1956,6.601751327514648) (3362,6.534902572631836) (1953,6.518587112426758) (1230,6.498149394989014) (3152,6.411732196807861)* (593,6.355388164520264)
1735: (785,7.760414123535156) (104,7.583420276641846) (2502,7.49485969543457) (180,7.288786888122559)* (1923,6.687136650085449) (344,6.684325218200684) (3052,6.5584588050842285) (2395,6.222525119781494) (69,6.127610206604004) (441,6.080419063568115) (1405,5.8528971672058105) (2959,5.750006198883057) (2355,5.747512340545654) (2772,5.684179782867432) (231,5.642284393310547) (333,5.561423301696777) (2770,5.538078308105469) (1895,5.491116046905518) (2718,5.436625003814697) (2335,5.360607147216797)
1736: (2371,10.07734489440918) (2134,9.837920188903809) (1257,9.642807006835938) (2420,8.71752643585205) (3033,8.642670631408691) (2872,8.369585037231445) (3552,8.315845489501953) (1378,8.299036026000977) (1302,8.278642654418945) (1275,8.128512382507324) (3526,8.059457778930664) (3448,8.015121459960938)* (2378,7.990218639373779) (1961,7.920323848724365) (2918,7.870379447937012) (2716,7.846912860870361) (3039,7.6938557624816895) (2968,7.668028354644775) (2795,7.506944179534912) (3087,7.50226354598999)*
1737: (2706,10.908897399902344)* (2571,10.886154174804688)* (2167,10.676521301269531) (1552,10.349963188171387) (788,10.038250923156738) (380,9.987153053283691)* (1479,9.983904838562012)* (2763,9.972908020019531) (1527,9.950104713439941)* (1584,9.897050857543945)* (1270,9.710214614868164) (2628,9.548699378967285) (1653,9.480440139770508)* (648,9.46490478515625)* (736,9.455458641052246)* (2012,9.327309608459473) (2841,9.290040969848633) (3578,9.111385345458984) (2985,9.079469680786133) (2003,8.980194091796875)
1738: (2355,8.671821594238281)* (2599,8.477738380432129)* (2336,7.975367546081543) (3175,7.938724040985107) (2716,7.862401962280273) (3160,7.848110675811768)* (3176,7.6069793701171875)* (2987,7.559908866882324) (2683,7.53357458114624) (2706,7.472102165222168) (110,7.260242938995361) (2028,7.19435977935791) (480,7.0293450355529785) (2571,6.976723670959473) (1127,6.967828273773193) (1210,6.962264060974121) (3753,6.895768165588379) (2908,6.8771586418151855) (2761,6.840040683746338) (3751,6.833864688873291)
1739: (2336,9.063770294189453) (2686,8.6925048828125) (3176,8.563838958740234) (2997,8.22355842590332)* (527,8.127668380737305)* (3481,8.015669822692871) (3160,7.800163745880127) (858,7.720583915710449) (913,7.694247245788574) (2599,7.555240154266357) (3897,7.517261981964111) (2333,7.511319160461426) (2716,7.503115653991699) (3510,7.47266149520874) (1193,7.47032356262207)* (110,7.456928730010986) (2028,7.376545429229736) (1259,7.3652825355529785) (2959,7.347248554229736) (2908,7.136037826538086)
1740: (1252,8.575615882873535) (912,8.202326774597168) (1193,7.671807765960693) (913,7.388746738433838) (1267,7.253532886505127)* (924,7.235733509063721) (923,7.1135783195495605)* (2186,6.936458110809326) (1247,6.910109043121338) (1206,6.890963554382324) (593,6.87582540512085) (1230,6.783012390136719) (527,6.7389960289001465) (919,6.572831153869629) (922,6.5536017417907715) (920,6.517711162567139) (1214,6.50465726852417) (541,6.434328079223633) (2997,6.375161170959473)* (1213,6.368420600891113)
1741: (1200,11.969338417053223)* (28,11.503020286560059)* (1240,11.240164756774902)* (589,10.57816219329834)* (306,9.81897258758545)* (858,8.842185974121094)* (2028,8.79157829284668)* (1952,8.789946556091309)* (3091,8.762809753417969)* (2920,8.762104988098145)* (1097,8.513147354125977)* (1573,8.406527519226074) (1643,8.385834693908691) (1127,8.256006240844727)* (2021,8.030681610107422) (1299,7.974781513214111)* (1244,7.9325666427612305) (2664,7.880614280700684)* (1237,7.791153907775879)* (2660,7.783204555511475)*
1742: (1196,7.190526008605957) (1259,7.110767841339111) (541,7.055407524108887)* (1214,7.040287494659424) (593,7.027584552764893) (1198,6.995525360107422) (1240,6.925607681274414) (608,6.8415961265563965) (589,6.8145012855529785) (1200,6.800673484802246) (2858,6.781834602355957) (1617,6.773767471313477)* (1097,6.742896556854248) (1210,6.714487075805664) (2455,6.62616491317749) (2571,6.615694522857666) (1997,6.58903694152832) (1197,6.453155040740967) (296,6.303486347198486) (1089,6.23509407043457)
1743: (589,7.501153469085693)* (858,7.358583450317383) (1198,7.1853928565979) (3897,7.121319770812988) (1221,7.067349433898926) (1197,6.96187686920166)* (1219,6.875532150268555)* (3751,6.718434810638428) (2997,6.677840232849121) (912,6.474989891052246) (1284,6.445974349975586) (608,6.441969871520996) (1210,6.415597915649414) (1259,6.409993648529053)* (1200,6.3938775062561035) (2028,6.391076564788818) (50,6.333272933959961) (2762,6.264228820800781) (541,6.245678424835205)* (480,6.162895202636719)
1744: (2918,9.031370162963867) (1307,9.012200355529785) (1265,8.980725288391113) (1961,8.495863914489746) (3363,8.339984893798828) (1294,8.208966255187988) (1394,8.161288261413574) (1,8.110875129699707) (593,8.087604522705078)* (1079,8.063075065612793)* (1207,8.006523132324219) (356,7.983225345611572) (953,7.9141130447387695) (1198,7.799159526824951) (1247,7.77609395980835) (260,7.77197265625) (3360,7.744082450866699) (2791,7.722623348236084) (2716,7.698901176452637) (3552,7.6070685386657715)
1745: (2707,9.66956615447998) (2683,9.219560623168945) (2763,8.568571090698242)* (2841,8.528267860412598)* (2858,8.343100547790527) (2716,8.309788703918457) (3203,8.244124412536621) (24,8.095355033874512) (1959,8.075553894042969) (2706,8.068744659423828) (2712,7.863863468170166) (3578,7.849914073944092) (3408,7.674670219421387) (2908,7.62756872177124) (2013,7.603116989135742) (2676,7.5042009353637695) (2734,7.496352195739746) (2710,7.448744297027588) (3219,7.333897590637207) (1513,7.257472991943359)
1746: (2021,13.121795654296875) (1301,11.821857452392578) (32,11.660133361816406)* (3471,11.271811485290527)* (2529,11.15228271484375)* (2657,10.562369346618652) (3070,10.54262924194336)* (1653,10.481815338134766)* (2311,10.147428512573242) (1215,10.091307640075684)* (1372,10.078341484069824) (3745,9.98792839050293) (3698,9.706151962280273)* (329,9.519430160522461) (1175,9.477813720703125) (720,9.40059757232666) (2664,9.34472942352295)* (1909,9.17487907409668) (3702,9.159196853637695)* (1129,9.156672477722168)*
1747: (593,5.460081577301025) (223,5.281880855560303) (608,5.212975025177002) (2997,5.126542568206787) (527,5.125119209289551) (318,5.104300498962402) (858,4.930150985717773) (2706,4.816457748413086) (296,4.765007495880127) (1203,4.693582534790039) (1617,4.67736291885376) (2959,4.668571949005127) (1225,4.642261981964111) (1732,4.563493251800537) (2762,4.505963325500488) (1206,4.483225345611572) (3052,4.471896171569824) (2683,4.35609245300293) (1208,4.347687721252441) (2028,4.335795879364014)
1748: (913,10.586413383483887)* (1953,10.292440414428711)* (1262,10.159405708312988)* (1254,10.091660499572754) (3365,9.930731773376465) (1204,9.876070976257324)* (3334,9.578359603881836) (750,9.437424659729004)* (1234,9.322181701660156) (3062,9.121933937072754)* (2203,9.01752758026123) (1201,9.010504722595215) (3730,8.983238220214844)* (3871,8.97317886352539) (3654,8.960270881652832)* (2948,8.840402603149414) (1219,8.72793197631836)* (599,8.65276050567627)* (50,8.632823944091797)* (1253,8.573668479919434)*
1749: (3134,12.172281265258789) (3569,10.878267288208008) (2729,10.767219543457031) (1248,10.474609375) (247,10.46361255645752) (1258,10.23221206665039) (3307,10.182421684265137) (3730,10.146256446838379) (306,10.050811767578125)* (162,9.999604225158691) (670,9.996308326721191) (2303,9.876984596252441) (3415,9.785482406616211) (750,9.732016563415527) (912,9.600868225097656) (1175,9.586448669433594) (1719,9.58315372467041) (858,9.410970687866211) (3289,9.36586856842041) (3416,9.31774616241455)
1750: (3911,9.076547622680664) (3160,8.892354965209961) (3481,8.860541343688965)* (3949,8.680533409118652) (3952,8.259849548339844) (3910,8.002889633178711) (3948,7.950771808624268) (3893,7.864278793334961) (3510,7.846619129180908) (3535,7.682975769042969) (3863,7.414276599884033) (3915,7.166976451873779) (3783,7.147843837738037) (3751,7.125621795654297) (3515,7.125552654266357) (3556,6.884633541107178) (2160,6.694711208343506)* (3753,6.630123615264893) (3457,6.399172306060791) (2858,6.390085697174072)*
1751: (589,7.965999603271484)* (480,7.621732711791992)* (1210,7.105493545532227) (3753,7.010986804962158) (2571,6.749805927276611) (2791,6.660591125488281) (2291,6.583773612976074)* (260,6.55690860748291) (1198,6.446915626525879) (1196,6.335914134979248) (3624,6.160370826721191)* (2028,6.098081588745117) (1544,6.028736114501953) (3555,6.02182149887085) (457,6.012314796447754) (1259,6.012303352355957) (3578,5.984628200531006) (3897,5.967933177947998) (3793,5.905603408813477) (2628,5.8804030418396)
1752: (589,10.029623031616211)* (1213,9.864042282104492)* (593,9.553603172302246)* (2916,9.266475677490234)* (318,9.055517196655273)* (1214,8.97096061706543)* (1198,8.903675079345703) (3527,8.821642875671387)* (1610,8.323394775390625) (1653,8.231986045837402)* (1954,8.180455207824707)* (1748,8.110791206359863)* (858,8.024619102478027)* (34,7.9568705558776855) (1387,7.904459476470947)* (1129,7.867506504058838) (1393,7.725900650024414) (246,7.6492743492126465) (3476,7.607878684997559) (2599,7.595733642578125)
1753: (3897,12.630914688110352)* (2677,11.199285507202148) (3949,10.502700805664062)* (3328,9.7913236618042) (3916,9.76834774017334) (112,9.692408561706543)* (2019,9.486279487609863) (1147,9.446897506713867) (3861,9.291916847229004) (3077,9.150684356689453) (3624,8.909088134765625) (3893,8.895246505737305) (919,8.85241985321045) (3030,8.605033874511719) (1276,8.483203887939453) (3795,8.436820030212402) (648,8.401604652404785)* (2028,8.329682350158691)* (1192,8.235907554626465) (1608,8.13815975189209)
1754: (2858,7.197575092315674) (2959,5.632378578186035) (223,5.481719493865967) (2700,5.253109931945801) (3481,5.205665111541748) (1517,5.2048234939575195) (3160,5.0094990730285645) (2997,4.751163482666016) (1206,4.677029609680176) (70,4.659301280975342) (1753,4.643287181854248) (1405,4.630502223968506) (2791,4.55322790145874) (3052,4.544865608215332) (785,4.491456031799316) (2706,4.463031768798828) (1923,4.448997497558594) (608,4.4339165687561035) (2683,4.4297709465026855) (551,4.4071760177612305)
1755: (1028,9.43239688873291)* (1947,9.216708183288574) (39,9.170025825500488) (357,9.066241264343262) (2080,8.98419189453125) (50,8.927392959594727) (588,8.825051307678223) (2918,8.824151992797852)* (1680,8.541239738464355) (2248,8.397987365722656)* (47,8.285073280334473)* (1307,8.212496757507324)* (3044,8.0994291305542) (1265,7.987587928771973) (1088,7.959010124206543) (1407,7.906435012817383) (2746,7.837462425231934) (912,7.809289455413818) (1500,7.754807472229004) (2671,7.714571952819824)*
1756: (2858,7.858351707458496) (2396,7.603710174560547) (2987,7.352704048156738) (2683,7.122121810913086) (3114,7.069182872772217)* (2605,6.987850666046143)* (2688,6.811520576477051) (2763,6.780457019805908)* (3005,6.67568826675415) (3623,6.5165839195251465)* (2336,6.356656551361084) (1259,6.323211193084717) (1961,6.273537635803223) (2706,6.255664825439453) (2013,6.112433910369873) (2997,6.092237949371338) (2707,6.085245132446289) (1210,6.077624320983887) (1197,6.063026428222656) (2694,6.032271385192871)
1757: (1748,9.77306079864502)* (47,9.67496395111084)* (1967,9.323500633239746) (3479,9.26554012298584) (1127,9.067306518554688)* (2105,9.054648399353027)* (1584,8.850708961486816)* (3044,8.590055465698242) (2628,8.569435119628906) (589,8.446450233459473) (260,8.438098907470703)* (595,8.316003799438477) (1089,8.289249420166016)* (316,8.152671813964844) (2005,8.137206077575684) (1645,8.056124687194824) (353,8.034066200256348) (1356,7.856842994689941) (1921,7.851899147033691) (1291,7.833497047424316)
1758: (345,9.294836044311523) (1885,9.19747543334961) (2692,8.287741661071777) (2908,8.279773712158203)* (778,8.162288665771484) (2791,7.9171624183654785) (2289,7.832765102386475)* (1648,7.825345993041992) (1041,7.652553558349609)* (2683,7.638726234436035) (337,7.630111217498779)* (2318,7.612181186676025) (306,7.604412078857422) (1732,7.588188171386719) (2580,7.573611736297607)* (1060,7.568687915802002) (1484,7.551292896270752) (866,7.541744232177734) (47,7.503880500793457) (1196,7.491940498352051)*
1759: (104,11.151127815246582) (1777,11.055575370788574) (2571,11.013132095336914)* (216,10.336336135864258) (1,10.274991035461426) (333,9.959551811218262) (19,9.617992401123047) (2302,9.584831237792969) (88,9.32999324798584) (356,9.287042617797852)* (3624,9.25036334991455) (2694,9.237041473388672) (2572,9.169228553771973) (3146,9.109158515930176) (671,9.065496444702148) (368,8.951688766479492) (2860,8.889735221862793) (1405,8.867172241210938) (1270,8.842174530029297)* (2539,8.831183433532715)
1760: (1307,8.422289848327637)* (2396,8.213700294494629) (1197,8.070685386657715) (539,8.049919128417969) (2671,7.860808372497559) (597,7.383665561676025)* (357,7.368696689605713) (1265,7.202454090118408)* (838,7.152850151062012) (17,7.128041744232178) (2424,7.0878005027771) (497,7.033614635467529) (916,6.948985576629639) (2100,6.8487324714660645)* (1569,6.838471412658691)* (1088,6.8323974609375)* (914,6.81464147567749) (2248,6.797137260437012) (356,6.78150749206543)* (902,6.733017444610596)
1761: (1376,6.7972187995910645)* (1356,6.692759037017822)* (1375,6.665802001953125) (2021,6.555089473724365) (2105,6.459240436553955) (2393,6.20094108581543)* (2140,5.780542850494385)* (541,5.429599285125732) (2528,5.340392112731934) (316,5.265137672424316) (1527,5.101189136505127) (1253,4.969627380371094) (2640,4.930407524108887) (2662,4.926109313964844) (1909,4.89475154876709) (750,4.761979103088379) (924,4.76174259185791) (2628,4.752474784851074) (3699,4.658584117889404) (2311,4.64079475402832)
1762: (260,9.738759994506836) (1210,9.458699226379395) (1196,9.377754211425781)* (858,9.064160346984863) (110,9.009806632995605)* (2858,8.956621170043945) (1036,8.4990816116333) (3578,8.320783615112305)* (1221,8.236934661865234) (2916,8.188689231872559)* (593,8.118971824645996) (1291,8.116832733154297) (608,7.76816987991333) (2000,7.719156265258789) (1097,7.639979362487793) (2762,7.590041637420654) (1197,7.568697929382324) (1270,7.522965431213379) (50,7.493704319000244) (527,7.389702320098877)
1763: (2858,6.881160736083984) (1270,6.189228534698486)* (1259,6.128508567810059) (2396,6.050005912780762) (1197,6.048781394958496) (2762,5.88468074798584) (2355,5.785735130310059) (2804,5.7611002922058105) (1,5.66217041015625) (2797,5.647336483001709) (356,5.480555534362793) (260,5.4566473960876465) (1307,5.45186185836792) (3897,5.411712646484375) (1210,5.3567657470703125) (2599,5.355428218841553) (2997,5.35090446472168) (1198,5.335124969482422)* (1136,5.333713054656982) (1968,5.327517032623291)
1764: (2011,14.399117469787598) (1918,12.958733558654785)* (1676,12.887336730957031) (2002,12.646169662475586)* (165,12.364300727844238) (1882,11.927257537841797)* (1379,11.905943870544434) (95,11.491841316223145) (317,11.338481903076172) (3253,11.22818660736084)* (3527,11.190118789672852) (292,11.163928031921387)* (1438,11.122241973876953)* (367,11.086188316345215) (434,11.053247451782227)* (1391,10.973428726196289)* (260,10.970331192016602)* (653,10.955681800842285)* (2770,10.91885757446289) (1,10.85634994506836)*
1765: (3578,15.233696937561035) (2706,12.781960487365723)* (3793,12.61213493347168) (3481,11.1952486038208) (3555,11.032700538635254)* (2997,10.780928611755371) (2355,10.569761276245117) (2694,10.507397651672363) (2716,10.481476783752441) (2599,10.44796371459961) (3005,10.336458206176758) (2707,10.320732116699219) (3510,10.147408485412598) (3081,10.095284461975098)* (3897,10.07225513458252) (2841,10.019192695617676) (3623,9.93548583984375)* (2976,9.820980072021484) (3174,9.795557022094727) (2712,9.761785507202148)
1766: (3897,7.661281108856201) (3481,7.536076545715332) (3753,7.530894756317139) (2791,7.217134952545166) (3555,6.892067909240723) (3911,6.838947296142578) (2858,6.824516296386719) (3160,6.674540996551514) (908,6.458315849304199) (1259,6.338840484619141)* (110,6.313894271850586) (3510,6.300356864929199) (3948,6.1411519050598145) (1249,6.091220378875732) (1673,6.089352130889893) (1035,5.944864273071289) (3916,5.774133682250977) (3751,5.7032470703125) (3173,5.70223331451416) (2160,5.666660308837891)
1767: (2858,11.409170150756836)* (608,10.775385856628418) (1617,10.375639915466309) (3160,9.679255485534668) (3751,9.58001708984375)* (589,9.229776382446289) (50,9.003089904785156)* (1673,8.971898078918457) (527,8.789803504943848)* (1252,8.742332458496094) (2291,8.595207214355469) (1288,8.58154296875)* (34,8.577813148498535)* (1089,8.412507057189941)* (3683,8.361761093139648) (593,8.272438049316406) (3317,8.245265007019043) (2064,8.243494033813477) (1193,8.239870071411133) (1148,8.162583351135254)
1768: (1952,7.980363845825195) (1300,7.31251335144043) (3362,7.263847351074219)* (3068,7.15797233581543) (1956,7.137033939361572) (1228,7.124624729156494) (1263,7.0935211181640625) (1225,7.090029716491699)* (3543,7.088685512542725) (2130,7.0850348472595215) (1124,6.993494510650635) (3201,6.986289978027344) (2917,6.865357875823975) (1186,6.854091644287109) (1293,6.800825595855713) (111,6.779985427856445) (2919,6.7239460945129395)* (1235,6.663142204284668)* (2348,6.606295585632324)* (1185,6.563084125518799)
1769: (2762,8.599180221557617)* (3578,7.696578025817871) (2959,7.490774154663086)* (3174,6.951930522918701) (2336,6.81726598739624) (2976,6.694185256958008) (2712,6.607041835784912) (223,6.512508392333984)* (2707,6.512014389038086) (3298,6.411692142486572) (2706,6.271657943725586) (2686,6.268277645111084) (2710,5.970602989196777) (2355,5.94581413269043)* (3185,5.924726963043213) (2692,5.803664207458496) (1093,5.788312911987305) (2683,5.760453224182129) (3147,5.746103286743164) (2770,5.744214057922363)
1770: (3552,7.373838424682617) (1197,7.228863716125488) (3210,6.954879283905029)* (1079,6.940600395202637) (2791,6.870957374572754) (3039,6.779489994049072) (1968,6.758733749389648) (2371,6.749707221984863) (1663,6.710553169250488) (2716,6.680651664733887) (1394,6.674001693725586) (2795,6.619699001312256) (2144,6.494533061981201) (3448,6.3161396980285645) (1270,6.248296737670898) (1297,6.248022079467773) (2804,6.13454008102417)* (1285,6.128184795379639)* (3361,6.048500061035156)* (3421,5.805276393890381)
1771: (1214,7.203415870666504)* (589,7.100843906402588) (2571,6.809574604034424)* (1198,6.702881813049316) (1200,6.697592258453369)* (1270,6.446570873260498) (480,6.4212260246276855) (1374,6.322848796844482) (750,5.876837730407715) (2916,5.735035419464111) (110,5.5830912590026855) (858,5.497098922729492) (3527,5.49519681930542) (1356,5.472535133361816) (1291,5.3508758544921875) (2628,5.348001480102539) (1036,5.335558891296387) (3702,5.257438659667969) (1206,5.236988067626953) (1253,5.180907249450684)
1772: (2762,7.9496564865112305) (2683,6.991792678833008) (2987,6.330292224884033) (2396,6.2741498947143555) (2433,6.064414024353027) (2706,5.9437150955200195) (3203,5.7928361892700195)* (913,5.7742815017700195) (2997,5.744508743286133) (3114,5.732600212097168) (2688,5.686926364898682) (2599,5.672884941101074) (2013,5.6148576736450195) (223,5.541867256164551) (3175,5.474361419677734) (2712,5.430555820465088)* (2707,5.372450351715088) (3176,5.325500011444092) (2710,5.320301055908203) (2028,5.30305814743042)
1773: (318,10.923635482788086)* (2997,8.84704303741455)* (2762,8.50343132019043) (110,8.221062660217285) (1617,8.077868461608887)* (1358,8.05644702911377) (2396,8.029218673706055) (356,7.744540691375732) (2959,7.6986083984375) (1193,7.433156490325928) (2329,7.4326958656311035) (2599,7.414671421051025) (858,7.355105400085449) (3147,7.307179927825928) (1393,7.300702095031738) (2268,7.0896382331848145) (223,7.007068634033203) (1198,6.941679954528809) (1682,6.931816577911377) (1673,6.89712381362915)
1774: (3753,9.805267333984375) (2791,8.432709693908691) (3555,8.306037902832031) (3578,7.714264392852783) (1259,7.560634613037109) (3481,7.469757080078125) (480,7.410778045654297)* (3510,7.174466133117676) (3755,7.11498498916626) (3948,6.833646774291992) (2858,6.68147611618042) (3897,6.503316879272461) (3535,6.3252387046813965) (3751,6.317727088928223) (1210,6.288900852203369) (1544,6.273875713348389) (3160,5.992535591125488) (2455,5.960221290588379) (3930,5.911965370178223) (3513,5.894777774810791)
1775: (527,10.620148658752441) (111,10.2429780960083)* (1090,9.78781509399414)* (1208,9.595406532287598) (1214,9.267725944519043) (1240,9.239866256713867)* (2762,8.943748474121094) (1304,8.918732643127441) (1210,8.877204895019531)* (912,8.742514610290527) (589,8.658550262451172) (1200,8.655033111572266) (1358,8.63051700592041) (1233,8.559354782104492) (2997,8.556063652038574) (2571,8.550604820251465) (1252,8.523344993591309) (1954,8.458807945251465) (1247,8.432916641235352) (3471,8.424445152282715)
1776: (480,10.645347595214844) (589,9.830743789672852) (1544,9.610747337341309) (1270,9.163022994995117) (3033,9.040199279785156) (2003,8.825360298156738) (2628,8.643643379211426) (110,8.634072303771973) (1356,8.588811874389648)* (2012,8.585761070251465) (3450,8.573495864868164) (1196,8.534574508666992) (1968,8.414273262023926) (1376,8.354076385498047)* (3753,8.289916038513184) (3578,8.21197509765625)* (1608,8.126321792602539) (2455,8.02372932434082) (1259,7.983882427215576) (1377,7.903716087341309)
1777: (1252,6.863871097564697) (111,6.374996662139893) (1214,5.963878631591797) (1199,5.876858234405518)* (1248,5.839471340179443) (2019,5.809368133544922)* (1221,5.789959907531738) (1193,5.671127796173096) (1267,5.617538928985596) (260,5.598820209503174) (1208,5.480903148651123) (913,5.415804386138916) (3435,5.383752822875977) (908,5.34839391708374) (922,5.291770935058594)* (1260,5.265789031982422) (1225,5.231044292449951) (1200,5.219881534576416) (2186,5.208107948303223) (2859,5.2070817947387695)
1778: (3107,10.28129768371582) (1370,10.183024406433105) (780,9.844198226928711)* (2058,9.814677238464355) (3253,9.711655616760254)* (2763,9.70979118347168) (3408,9.590980529785156) (1586,9.506184577941895) (587,9.452265739440918)* (454,9.423755645751953) (832,9.355762481689453) (364,9.21704387664795) (110,9.212489128112793) (2329,9.11627197265625)* (1777,9.100971221923828)* (2918,8.980496406555176)* (2916,8.884700775146484) (1485,8.835062026977539)* (1610,8.762316703796387) (1961,8.645545959472656)
