userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,2.608759641647339) (595,2.5622549057006836)* (34,2.216789960861206) (318,2.1379473209381104) (1198,1.8452898263931274) (2081,1.815388798713684) (593,1.8009986877441406) (2858,1.7756012678146362) (2396,1.648090124130249) (1907,1.6182883977890015)* (1210,1.6162261962890625) (2762,1.577247142791748)* (2078,1.5549368858337402) (2080,1.5537104606628418) (2096,1.5427923202514648) (3147,1.5403952598571777) (480,1.5271490812301636) (110,1.5243841409683228) (3751,1.5141438245773315) (1196,1.4907145500183105)
1213: (908,1.370497465133667)* (1207,1.2244659662246704) (912,0.9802286028862) (1193,0.969438910484314) (919,0.9650406241416931) (2028,0.9621915817260742) (480,0.925183892250061) (1198,0.8958659172058105) (1084,0.8768503665924072) (898,0.8678878545761108) (951,0.8544497489929199) (858,0.8397474884986877) (3536,0.8238412737846375) (1950,0.8232670426368713) (1233,0.8102065920829773) (920,0.8048708438873291) (1954,0.800772488117218) (953,0.7965990304946899) (914,0.7879311442375183) (3481,0.7856965661048889)
1214: (590,1.577335238456726) (1201,1.5614013671875) (2951,1.487261176109314) (3494,1.4807828664779663) (1262,1.464614987373352) (969,1.417102575302124) (1204,1.4079880714416504) (3681,1.3547238111495972) (1304,1.2550015449523926) (1266,1.227907419204712) (913,1.2163288593292236) (599,1.1894633769989014) (1254,1.1885650157928467) (2921,1.1825963258743286) (3037,1.1548690795898438) (1198,1.1486952304840088) (3467,1.1474782228469849) (2922,1.130619764328003) (3365,1.1073939800262451) (541,1.0892956256866455)
1215: (541,4.034281253814697) (750,3.294630765914917)* (1127,2.8047068119049072) (2916,2.676543951034546) (1356,2.5233492851257324) (1253,2.495501756668091)* (2968,2.4905710220336914)* (480,2.4015893936157227)* (2529,2.3976857662200928)* (3527,2.359314203262329) (2140,2.1280112266540527) (1077,2.0825536251068115)* (1274,1.948702096939087) (2628,1.884984016418457) (741,1.8597910404205322) (2288,1.8521227836608887) (2311,1.8204805850982666) (2985,1.7980610132217407) (1965,1.7797733545303345) (1215,1.7438929080963135)
1216: (1221,3.0114994049072266)* (1304,2.937771797180176) (1214,2.6321218013763428) (260,2.5494983196258545)* (1206,2.3016092777252197) (1387,2.290435314178467) (111,2.2431728839874268)* (1294,2.1309759616851807) (3508,2.1275382041931152) (3654,1.8596134185791016) (3703,1.8531110286712646) (1204,1.849934458732605) (1267,1.8256328105926514)* (1234,1.8201844692230225) (3836,1.776234745979309) (2922,1.7524977922439575) (1193,1.6737234592437744)* (3363,1.6597836017608643) (599,1.6582064628601074)* (1997,1.656115174293518)
1217: (1196,2.665070056915283) (589,2.4681966304779053) (1210,2.2274692058563232) (2028,2.0912797451019287) (3753,1.9095262289047241) (480,1.8998916149139404) (908,1.7458512783050537) (1240,1.735090970993042)* (2396,1.7284839153289795) (1291,1.7134824991226196) (3793,1.7110013961791992) (1259,1.684248447418213) (1214,1.6781184673309326) (1193,1.6608874797821045) (2791,1.636925458908081) (3114,1.5436875820159912) (1136,1.5320384502410889) (1148,1.487823486328125) (2997,1.420343279838562)* (3948,1.3938701152801514)
1218: (1252,2.4802308082580566)* (2336,2.0966830253601074) (1179,1.9837336540222168)* (1233,1.8254578113555908) (2070,1.7915143966674805) (1193,1.7266528606414795)* (296,1.6638097763061523)* (1959,1.6579281091690063)* (3006,1.5891669988632202) (2987,1.4899766445159912) (1358,1.4831876754760742) (3578,1.3647774457931519) (908,1.3609697818756104) (1213,1.3460758924484253) (912,1.2989920377731323) (25,1.2690013647079468) (2333,1.2644562721252441) (2908,1.2423169612884521)* (2291,1.1873605251312256) (266,1.1608549356460571)
1219: (2353,2.500817060470581) (1573,2.2948126792907715) (6,2.0111184120178223) (2763,1.9979946613311768)* (1036,1.994038462638855) (110,1.9696691036224365)* (380,1.9664684534072876) (50,1.936928629875183) (1597,1.8727047443389893) (480,1.8399701118469238)* (1552,1.7489345073699951) (1722,1.7253705263137817)* (10,1.6886996030807495) (2273,1.6828986406326294) (1608,1.680840253829956) (2028,1.6800568103790283) (2006,1.6633752584457397) (1214,1.6351580619812012) (1197,1.5727461576461792) (1918,1.5390920639038086)
1220: (333,2.2009503841400146)* (1210,2.1219427585601807) (231,2.0642178058624268) (2683,2.0299973487854004) (500,1.9187393188476562) (1485,1.8591833114624023) (520,1.8458526134490967) (110,1.810402750968933) (480,1.7888195514678955) (1196,1.70136559009552) (3916,1.6774076223373413) (1665,1.6666309833526611) (3255,1.6402724981307983) (3555,1.632261037826538) (2170,1.6210310459136963) (2335,1.5976600646972656) (3114,1.5810444355010986) (2770,1.5760374069213867)* (3247,1.5671683549880981) (1,1.5669482946395874)
1221: (1210,3.0698814392089844)* (2012,2.44305682182312)* (2011,2.3736844062805176)* (317,2.2911977767944336) (2716,2.1476619243621826) (3450,2.1463723182678223) (2407,2.063039779663086) (1097,2.0454866886138916)* (1375,2.0082883834838867)* (3033,1.9631425142288208)* (2792,1.961210012435913) (2683,1.952385663986206) (2478,1.9328100681304932) (2072,1.890346646308899) (316,1.8636423349380493) (586,1.8153460025787354) (2,1.788359522819519) (2046,1.7796716690063477)* (1391,1.7659850120544434) (344,1.7604962587356567)
1222: (318,2.067685604095459) (2396,1.896345853805542) (527,1.8134076595306396) (1617,1.7991174459457397) (260,1.7245477437973022) (1193,1.6836295127868652) (1198,1.6552493572235107) (1196,1.6426479816436768) (2599,1.5681114196777344) (2571,1.508541226387024) (296,1.460466980934143) (589,1.447451114654541) (1270,1.427870512008667) (541,1.3410078287124634) (1259,1.3250445127487183) (2028,1.315968632698059) (913,1.3139837980270386) (912,1.3061716556549072) (2804,1.2997342348098755)* (1265,1.286161184310913)
1223: (1148,2.267909288406372)* (2804,2.160893678665161) (260,2.0647969245910645) (2700,2.014800786972046)* (2997,1.9843062162399292) (3421,1.8067737817764282) (1288,1.8050322532653809)* (1248,1.79794180393219)* (750,1.7902034521102905)* (1517,1.7784783840179443) (910,1.7677972316741943) (551,1.694364309310913) (3160,1.6582705974578857)* (858,1.646907925605774) (1269,1.6228551864624023)* (608,1.5958352088928223) (3751,1.5870333909988403) (1073,1.5447481870651245) (1923,1.5325816869735718) (2300,1.5097976922988892)
1224: (908,2.8282055854797363)* (260,2.5892512798309326)* (919,2.496769428253174)* (2997,2.351137399673462) (3543,2.1364781856536865) (3435,2.07609486579895)* (898,2.056748628616333)* (34,1.9996453523635864)* (1957,1.971602439880371)* (2028,1.9655296802520752) (1185,1.9264940023422241) (2599,1.923790454864502) (2686,1.9195404052734375) (111,1.8956060409545898)* (3203,1.8907345533370972) (1953,1.8653620481491089)* (913,1.8255904912948608) (1252,1.8221549987792969) (951,1.767581582069397) (3022,1.7361297607421875)
1225: (593,2.1247029304504395) (2028,2.0810511112213135) (110,1.9795138835906982) (318,1.8899486064910889) (50,1.8039987087249756) (356,1.6201210021972656) (1221,1.5526783466339111) (1089,1.3563717603683472) (1673,1.3487622737884521) (1704,1.2923275232315063) (589,1.239654302597046) (1196,1.2061655521392822) (2997,1.1668901443481445) (1208,1.162527084350586) (1259,1.1618202924728394) (1210,1.139878511428833) (480,1.1381468772888184) (908,1.13286292552948) (912,1.1019400358200073) (1193,1.0949537754058838)*
1226: (3911,4.360956192016602) (3897,4.263049602508545) (3160,2.9088211059570312) (3952,2.8369224071502686) (3948,2.6058990955352783) (3624,2.3811726570129395) (3913,2.269223690032959) (3509,2.1395301818847656) (3916,2.097648859024048) (3481,2.0956621170043945) (3951,2.079066038131714) (3751,1.9872416257858276) (3317,1.9867173433303833) (3618,1.9378350973129272) (3594,1.9167442321777344) (3783,1.9024560451507568) (3556,1.7799195051193237) (3882,1.7683511972427368) (3863,1.7432208061218262) (3880,1.7089797258377075)
1227: (1041,3.756458044052124)* (2333,3.101516008377075) (1683,2.9517276287078857) (1280,2.919280529022217)* (2706,2.74204683303833) (3185,2.6398096084594727) (213,2.6374592781066895) (1188,2.6346938610076904) (1635,2.5672714710235596) (326,2.512080669403076) (3910,2.5046019554138184) (3746,2.4805221557617188) (2943,2.419748067855835) (3125,2.415186882019043) (299,2.36897349357605)* (232,2.361065626144409) (2721,2.354210138320923) (1184,2.339662551879883) (3538,2.29522442817688) (2541,2.2271673679351807)
1228: (2571,3.2500815391540527)* (2028,2.9187698364257812) (608,2.911259174346924)* (589,2.8030028343200684) (50,2.7357635498046875)* (2396,2.1733522415161133) (919,1.9548532962799072) (1240,1.8963991403579712) (1221,1.8171300888061523) (745,1.8165500164031982)* (1358,1.7249420881271362)* (3751,1.7205371856689453) (2324,1.628126859664917)* (2599,1.6271231174468994) (1214,1.5898665189743042)* (3418,1.5583243370056152) (110,1.5443493127822876) (3006,1.538290023803711)* (1036,1.4675315618515015) (47,1.350347876548767)
1229: (2858,2.4681806564331055) (318,2.2001144886016846) (2762,2.0658295154571533) (2908,1.803723692893982) (1041,1.7183716297149658) (1704,1.6159522533416748) (2997,1.6153852939605713) (1280,1.5698528289794922)* (2336,1.5271401405334473) (2324,1.504908561706543) (1193,1.4334876537322998) (2686,1.4324182271957397) (1358,1.310135006904602) (3148,1.2655088901519775) (2707,1.250949501991272) (3006,1.2500215768814087) (111,1.2320902347564697) (1446,1.220302700996399) (306,1.2061833143234253) (570,1.1925383806228638)
1230: (260,3.324667453765869)* (3114,3.0594723224639893) (3793,2.975989580154419) (1127,2.5919272899627686)* (2683,2.498706340789795) (1580,2.4473321437835693)* (1356,2.2736403942108154)* (2706,2.2575480937957764) (2916,2.022190809249878)* (1527,2.011312246322632)* (2791,1.955660343170166) (1265,1.9070711135864258)* (593,1.9034589529037476) (1200,1.863520860671997) (2174,1.7319930791854858) (2580,1.7172794342041016) (2804,1.7030608654022217) (2710,1.7013601064682007)* (1372,1.6591016054153442) (1199,1.653279423713684)
1231: (318,3.2567007541656494)* (2028,3.0584161281585693) (2997,2.920477867126465)* (2762,2.8689348697662354) (1193,2.7704901695251465)* (50,2.5865142345428467) (1200,2.2542684078216553)* (1213,2.198317527770996) (110,2.076808452606201)* (32,1.9958994388580322) (3006,1.9514633417129517)* (3147,1.9352772235870361) (34,1.8196241855621338) (2396,1.7456626892089844) (2692,1.735510230064392) (457,1.7056864500045776) (1197,1.7035082578659058) (924,1.6903440952301025) (1036,1.6775715351104736) (1206,1.644452452659607)
1232: (2997,3.095639705657959)* (318,2.7392685413360596)* (2324,2.5858187675476074)* (296,2.4823031425476074) (2599,2.3088033199310303)* (1265,2.2945313453674316)* (1060,2.094634771347046)* (223,2.0342769622802734) (3897,1.9348626136779785)* (527,1.9056122303009033) (1213,1.8182862997055054) (1148,1.7575680017471313) (2804,1.735520362854004)* (1923,1.698076605796814) (1641,1.6784639358520508) (778,1.6603131294250488)* (1197,1.6408804655075073)* (3114,1.5755451917648315) (1,1.5102075338363647) (3148,1.5059043169021606)
1233: (1214,3.017639398574829)* (3160,1.6061623096466064) (2571,1.5298277139663696)* (1225,1.529188871383667)* (858,1.5266854763031006) (1193,1.5194947719573975) (2791,1.4679784774780273) (908,1.4168450832366943) (750,1.3557578325271606) (3251,1.3289319276809692) (527,1.3229988813400269) (2085,1.3229148387908936) (2628,1.303788661956787) (1270,1.2898364067077637) (110,1.2851885557174683) (912,1.2717857360839844) (3300,1.2222362756729126) (480,1.2113802433013916) (3911,1.203352928161621) (3527,1.1986455917358398)
1234: (2858,2.353273391723633)* (858,2.0678000450134277) (908,2.0076916217803955) (1617,1.9491124153137207) (1284,1.8912476301193237) (1240,1.712989091873169) (480,1.6697582006454468) (541,1.6646533012390137) (3911,1.6421947479248047) (2571,1.6368895769119263) (3578,1.607863426208496) (3751,1.5594358444213867) (593,1.5590757131576538) (2791,1.5365254878997803) (3793,1.5103410482406616) (110,1.4991803169250488) (1197,1.4765981435775757) (3160,1.4641950130462646) (1221,1.4212639331817627) (1214,1.4175983667373657)
1235: (2268,1.6224602460861206) (593,1.6209514141082764) (266,1.5162022113800049) (1617,1.3901143074035645) (3100,1.3332527875900269) (1213,1.2933903932571411) (1584,1.2911678552627563) (539,1.2908236980438232) (356,1.263031005859375) (62,1.2592318058013916) (265,1.2412506341934204) (1358,1.1961344480514526) (3259,1.169877290725708) (150,1.1600167751312256) (25,1.154765009880066) (628,1.1533801555633545) (1784,1.1486166715621948) (1680,1.1362216472625732) (36,1.1352357864379883) (1307,1.1317548751831055)
1236: (1198,2.0252320766448975) (1210,1.8227647542953491) (1036,1.7893264293670654) (1291,1.7787736654281616) (1240,1.669570803642273) (1196,1.442647933959961) (260,1.2794991731643677) (3527,1.2230899333953857) (592,1.19290292263031) (1200,1.1727375984191895) (480,1.149551510810852) (1374,1.1153560876846313) (2916,1.0817500352859497) (2406,1.0629181861877441) (1101,1.0467771291732788) (457,1.029882788658142) (1610,0.975870668888092) (1954,0.958644449710846) (1275,0.9453606009483337) (1259,0.9155951738357544)
1237: (593,1.6268917322158813) (1625,1.2587711811065674) (47,1.2487365007400513) (1393,1.1962900161743164) (457,1.1413668394088745) (356,1.1369297504425049) (2791,1.1188699007034302) (1704,1.104337215423584) (1968,1.0984017848968506) (1645,1.086560845375061)* (1036,1.079985499382019) (1997,1.0744091272354126) (2706,1.0732048749923706) (1617,1.0242972373962402) (1343,1.0196177959442139) (2716,1.0084576606750488) (1258,0.9979416728019714) (3755,0.9951886534690857) (350,0.9901490211486816) (2028,0.9694634675979614)
1238: (2599,2.8958213329315186)* (2762,2.590688943862915) (3176,2.4825942516326904) (2396,2.4576265811920166) (2858,2.3726210594177246) (2987,2.329674482345581) (1959,2.2127299308776855) (2355,2.1494274139404297) (2686,2.0732955932617188) (1093,2.0391829013824463) (2070,2.004849910736084)* (3160,1.9700101613998413)* (2580,1.9298707246780396) (2710,1.8601373434066772) (2976,1.8308076858520508) (2959,1.81898033618927) (2318,1.7943109273910522) (2433,1.7527176141738892) (2770,1.7137614488601685) (3174,1.7109407186508179)
1239: (527,3.5515151023864746)* (50,2.539236545562744) (1213,2.4631683826446533)* (2396,2.4069366455078125) (150,2.0674164295196533) (36,1.9871164560317993)* (3006,1.9316543340682983) (2501,1.8885365724563599) (3147,1.873133897781372) (2599,1.8303550481796265) (2997,1.7431516647338867)* (457,1.7242218255996704)* (2908,1.6462432146072388) (2571,1.5613329410552979) (1721,1.5583319664001465) (3408,1.517014503479004) (110,1.515089988708496) (2268,1.5042245388031006) (1393,1.4007868766784668) (3897,1.3845036029815674)
1240: (3624,2.79412841796875) (3578,2.7362492084503174)* (3409,2.500849962234497) (3555,2.4300577640533447) (3751,2.34625506401062) (3793,2.2311222553253174) (3948,2.2299842834472656) (3911,2.2132956981658936) (3512,2.151106595993042) (3916,2.1415834426879883) (3536,2.1365888118743896) (3565,2.1268389225006104) (3484,1.958372950553894) (3893,1.872779369354248) (3510,1.8645704984664917) (3534,1.829922080039978) (3408,1.8262125253677368) (3173,1.8208985328674316) (3617,1.8151862621307373) (3646,1.7238582372665405)
1241: (3578,4.373339653015137)* (3793,3.9201066493988037)* (3555,3.08390736579895) (3409,2.940708637237549) (3798,2.7462024688720703) (3515,2.5589919090270996) (3298,2.4582903385162354) (3745,2.31052827835083) (2858,2.3099374771118164)* (3646,2.2491984367370605) (3484,2.234130859375) (3863,2.146866798400879)* (3821,2.0427815914154053) (3565,2.0168938636779785) (3534,1.9781489372253418)* (3556,1.9765642881393433) (3452,1.9735535383224487) (3326,1.950430154800415) (3175,1.861607551574707) (3826,1.8530274629592896)
1242: (1719,3.692936420440674) (1041,3.2117464542388916) (1230,3.0934245586395264)* (247,2.693488359451294) (2575,2.6462724208831787)* (1734,2.634185791015625) (1176,2.567338705062866) (50,2.490800142288208)* (2360,2.37605357170105) (1611,2.32670259475708) (915,2.286358118057251) (3289,2.2754199504852295) (342,2.2643895149230957) (3429,2.264153003692627) (1537,2.257223129272461)* (1635,2.24102520942688) (162,2.2254085540771484)* (1312,2.192861795425415) (3019,2.1829702854156494) (80,2.1301183700561523)
1243: (2858,3.9195921421051025)* (3481,2.538440704345703) (2791,2.5138068199157715) (541,2.424583673477173) (1617,2.3782432079315186) (1240,2.08729887008667)* (608,2.0118260383605957) (3114,1.9949982166290283) (3175,1.9809995889663696) (3893,1.9207780361175537) (1292,1.8241745233535767) (593,1.7871618270874023) (1288,1.7856141328811646) (1,1.731661319732666)* (858,1.7304965257644653)* (1394,1.719596266746521) (1923,1.674291729927063)* (2355,1.6728179454803467) (3543,1.6214481592178345) (2657,1.5809870958328247)
1244: (3481,2.8269357681274414)* (2858,2.4238085746765137)* (2028,2.250002145767212) (1210,2.2263309955596924) (3911,2.2262215614318848) (110,2.21248722076416)* (3793,2.171501636505127)* (2395,2.152514696121216)* (296,2.1228628158569336) (2580,2.020355463027954) (1580,1.9428322315216064) (2916,1.8961466550827026) (1954,1.8572372198104858) (1213,1.722969889640808)* (1197,1.672967553138733)* (3952,1.659551739692688) (1617,1.6405044794082642) (21,1.6372132301330566)* (2291,1.632493019104004) (2997,1.6310731172561646)*
1245: (1200,3.573901891708374)* (541,3.422434091567993)* (1270,2.9319100379943848) (924,2.866835117340088)* (1210,2.833922863006592)* (1199,2.258781909942627)* (1580,2.1155693531036377) (1301,1.8624985218048096) (1127,1.8598768711090088) (1527,1.8012150526046753) (480,1.7488226890563965) (1077,1.6810332536697388) (1036,1.6689982414245605) (1653,1.650256633758545) (1198,1.6430073976516724) (1356,1.619187355041504) (110,1.6128690242767334) (2021,1.5606838464736938) (2628,1.540384292602539) (3175,1.4656013250350952)
1246: (1197,3.1463239192962646)* (3793,2.8991096019744873)* (1527,2.37011981010437)* (2959,2.3651015758514404)* (1265,2.345569372177124)* (2028,2.1521339416503906)* (480,2.131610155105591) (1584,2.087394952774048)* (3578,2.0213913917541504) (2355,1.9918948411941528) (2396,1.9256408214569092) (551,1.9236849546432495)* (2968,1.9219478368759155) (1199,1.9152389764785767) (2762,1.8833894729614258) (2683,1.8699607849121094) (2916,1.8615864515304565)* (745,1.7923880815505981) (1275,1.7733817100524902) (1573,1.7646992206573486)
1247: (1284,2.2506561279296875)* (3555,1.8905322551727295)* (3513,1.8136475086212158) (2858,1.783230185508728) (3510,1.71060049533844) (3565,1.690327763557434) (3755,1.6498589515686035) (3717,1.612725853919983) (3160,1.5442042350769043) (3594,1.4981085062026978) (3618,1.450595736503601) (110,1.4020417928695679) (3793,1.3930076360702515)* (969,1.3266782760620117) (3932,1.2942359447479248) (3300,1.2612837553024292) (3897,1.2566267251968384) (3435,1.250137209892273) (3409,1.2493988275527954) (1248,1.2275432348251343)
1248: (318,2.0935606956481934) (2997,2.012033224105835) (2858,2.0049667358398438) (2599,1.9661825895309448) (2396,1.8181043863296509) (1252,1.8110096454620361) (1221,1.7755872011184692) (858,1.7677453756332397) (527,1.7446783781051636) (2028,1.683882474899292) (3897,1.6112250089645386) (1230,1.6009515523910522) (3114,1.5871503353118896) (1148,1.5706377029418945) (1358,1.5339488983154297) (1912,1.4422956705093384)* (1136,1.4102976322174072) (47,1.4041869640350342) (1198,1.3793349266052246) (2804,1.350578784942627)
1249: (260,3.4611244201660156) (1214,3.0916407108306885) (2571,2.782496690750122) (3471,2.371000289916992) (1199,1.9848840236663818)* (1097,1.8710342645645142) (32,1.8612412214279175) (1198,1.7804008722305298) (2916,1.626981496810913) (3703,1.6261398792266846) (593,1.6225215196609497) (3527,1.614169955253601) (2628,1.5584410429000854) (3702,1.5559643507003784) (1374,1.527179479598999) (480,1.500794768333435) (1580,1.491506814956665) (1127,1.4750615358352661) (1221,1.4496545791625977) (858,1.4492789506912231)
1250: (3481,2.3421647548675537) (3949,2.1589910984039307) (3948,2.135051965713501) (3952,2.078885316848755) (3408,2.0113563537597656) (3751,1.7452948093414307) (3915,1.6740200519561768) (2908,1.6297746896743774) (3578,1.6199400424957275) (3317,1.5535470247268677) (3535,1.5047117471694946) (2692,1.395769715309143) (3783,1.3831455707550049)* (1617,1.355608582496643) (1673,1.3491816520690918) (1230,1.2872587442398071) (2599,1.241498589515686) (3538,1.2330143451690674) (3083,1.210930585861206) (1252,1.1734399795532227)
1251: (2997,3.2650294303894043)* (2683,2.580580234527588)* (2959,2.5663528442382812)* (3578,2.253782033920288) (2502,2.095884323120117) (2712,1.941442847251892)* (1093,1.8797377347946167) (2396,1.8048757314682007) (2908,1.8048748970031738) (2355,1.7726078033447266) (2694,1.7658828496932983) (2580,1.646183729171753) (2710,1.632189154624939) (2770,1.6095887422561646) (2987,1.5735691785812378)* (2336,1.5480660200119019) (2976,1.521840214729309) (3176,1.4792964458465576)* (3793,1.4746311902999878) (3298,1.4435936212539673)
1252: (1193,3.018484354019165) (1230,2.2246217727661133) (3538,2.1006898880004883) (1244,2.0219597816467285)* (3578,1.8876687288284302)* (908,1.8298829793930054) (3566,1.807144045829773) (3357,1.7216300964355469) (3565,1.7138590812683105) (3755,1.660810112953186) (1235,1.6380436420440674) (3515,1.6261000633239746) (3556,1.583118200302124) (3007,1.54776132106781) (3911,1.5292327404022217) (3148,1.523090124130249) (912,1.520817518234253) (1673,1.5197352170944214) (1228,1.487804889678955) (246,1.464175820350647)
1253: (2396,1.8720910549163818) (745,1.8364272117614746) (318,1.6592320203781128) (1172,1.6311695575714111) (1293,1.6008092164993286) (2289,1.5122990608215332)* (3751,1.5072864294052124) (1957,1.4415489435195923)* (3114,1.399168848991394)* (720,1.3656784296035767) (1537,1.3613165616989136)* (2064,1.3605365753173828) (2020,1.35443913936615) (265,1.3258682489395142) (1197,1.3088363409042358) (1230,1.3000177145004272) (3067,1.289402723312378) (3424,1.278456211090088) (608,1.2564336061477661) (1641,1.2543965578079224)
1254: (17,3.240802049636841) (1183,2.9387729167938232)* (222,2.643831968307495) (916,2.6176505088806152) (597,2.6023402214050293) (357,2.560715436935425) (932,2.408355712890625) (920,2.3167240619659424) (28,2.2379167079925537) (497,2.0482780933380127) (1101,1.984924554824829) (2125,1.9708813428878784)* (2724,1.9220753908157349) (2692,1.869755744934082) (339,1.8682681322097778) (1569,1.789933443069458) (969,1.7860676050186157)* (587,1.782802939414978) (270,1.7372561693191528) (7,1.7348500490188599)
1255: (2858,3.11034893989563)* (2908,2.907454013824463)* (1097,2.102025270462036) (2291,2.031578540802002) (1885,1.9191182851791382) (34,1.8769700527191162)* (345,1.7677152156829834) (2599,1.7251791954040527)* (265,1.6990574598312378) (1094,1.6111458539962769) (337,1.595271348953247)* (2721,1.5760072469711304)* (1641,1.5717202425003052) (3072,1.5662461519241333) (110,1.5453518629074097) (318,1.5180652141571045)* (1635,1.4565372467041016)* (3176,1.4305534362792969)* (2020,1.4235285520553589) (3105,1.3939158916473389)
1256: (1617,2.8731350898742676)* (903,2.173145294189453) (1219,1.9241808652877808) (2762,1.806563377380371) (1212,1.6883100271224976) (913,1.5594873428344727) (457,1.5572820901870728) (1284,1.4700294733047485) (930,1.4610499143600464) (1221,1.4556728601455688) (296,1.4515222311019897) (541,1.446670651435852) (2858,1.435463309288025) (912,1.3329334259033203) (527,1.3176583051681519) (589,1.285434603691101) (47,1.2846827507019043) (1086,1.282175064086914) (2160,1.2794655561447144) (3435,1.235471248626709)
1257: (480,1.924842119216919) (1291,1.6112618446350098) (2628,1.5531951189041138) (2716,1.4493943452835083) (1210,1.4274550676345825) (590,1.3923014402389526) (733,1.379957914352417) (1580,1.3760498762130737) (1197,1.3598644733428955) (260,1.3472166061401367) (2193,1.2124743461608887) (653,1.1735953092575073) (2,1.1699120998382568) (648,1.1487092971801758) (3555,1.1473413705825806) (2161,1.140612244606018) (2762,1.1380958557128906) (3623,1.1238332986831665) (2797,1.0909582376480103) (349,1.0774173736572266)
1258: (1284,6.005529880523682)* (1248,4.544323444366455) (1252,3.4957692623138428) (3928,3.4909281730651855) (3683,3.424577236175537) (3121,3.2905352115631104) (922,3.136009693145752) (3926,3.070601224899292)* (2291,3.011988401412964) (1260,2.948200225830078) (1344,2.8881402015686035) (2186,2.7639591693878174) (110,2.7573976516723633) (3936,2.6102497577667236) (2726,2.6081020832061768) (164,2.5041394233703613) (2070,2.475130558013916) (3753,2.4520745277404785) (681,2.4511938095092773) (3307,2.4362218379974365)
1259: (480,4.270932197570801)* (2791,4.238313674926758) (2160,3.6519813537597656) (524,3.540032386779785) (1035,3.1722536087036133) (3932,3.1056337356567383) (3450,3.069356918334961)* (2858,2.9819884300231934) (2291,2.8331046104431152) (3927,2.6994121074676514)* (2792,2.412870407104492) (3409,2.360034942626953) (144,2.3597240447998047) (1965,2.3561272621154785) (3624,2.2992866039276123) (3929,2.2981443405151367) (3160,2.2822060585021973) (3510,2.2177846431732178) (3354,2.144246816635132) (3481,2.1231319904327393)
1260: (1266,2.596470832824707)* (1196,2.517930746078491)* (457,2.488685369491577) (1198,2.427483558654785)* (593,2.4136078357696533)* (1221,2.380652666091919)* (110,2.213759660720825)* (1097,2.1184046268463135) (1200,2.0897374153137207)* (47,2.0579276084899902)* (1954,1.938206434249878)* (2028,1.9285800457000732)* (1307,1.9255561828613281) (3505,1.9015589952468872)* (589,1.7709475755691528) (150,1.762874722480774) (2890,1.726163625717163) (2716,1.708008050918579) (474,1.6546977758407593) (1293,1.632547378540039)*
1261: (3753,3.226011037826538)* (3510,2.954686164855957) (2706,2.8568034172058105) (3081,2.7400710582733154)* (3354,2.6840972900390625) (3005,2.502066135406494) (2694,2.4352004528045654) (3752,2.4219777584075928) (3481,2.2978572845458984)* (3623,2.12646484375) (2841,2.0605735778808594) (2712,2.0572099685668945) (3159,1.9337077140808105) (3173,1.9013031721115112) (3175,1.87758207321167) (551,1.8027622699737549) (1249,1.7860963344573975) (2722,1.730412244796753) (2792,1.7243678569793701) (2688,1.7081507444381714)
1262: (527,2.2807364463806152)* (1257,2.229365110397339) (3210,1.9999911785125732) (2797,1.995383858680725) (593,1.93992280960083) (318,1.9347894191741943) (3868,1.8990302085876465) (3552,1.8642860651016235) (3039,1.8470286130905151) (2000,1.7524369955062866) (50,1.7465704679489136) (2248,1.6958413124084473) (3421,1.687421441078186) (1663,1.6726218461990356)* (2371,1.6089084148406982)* (3785,1.608051061630249) (3897,1.6009498834609985) (3623,1.5641725063323975) (1136,1.5252540111541748) (1307,1.5139878988265991)
1263: (2997,3.2983996868133545) (2683,3.196439743041992) (1923,2.660766124725342)* (1136,2.3999040126800537) (2355,2.344770669937134) (2959,2.3245627880096436)* (1265,2.3070876598358154)* (2694,2.1065917015075684) (2770,2.0211682319641113) (3948,1.8093242645263672) (231,1.7353934049606323) (3752,1.7192487716674805) (1197,1.688060998916626) (1968,1.6574221849441528) (2396,1.654721975326538) (3793,1.632541298866272) (3481,1.6182564496994019)* (1784,1.5875202417373657) (3868,1.5465065240859985) (1270,1.5271236896514893)
1264: (750,2.8154900074005127)* (260,2.5294339656829834)* (50,2.5073251724243164)* (1097,2.450319766998291) (318,2.359165906906128)* (1198,2.269406318664551)* (1374,2.221402168273926) (3471,2.054673433303833)* (1358,2.004218101501465)* (2289,1.850189447402954)* (1653,1.8456835746765137) (2959,1.754718542098999)* (1079,1.7495734691619873) (2858,1.7364898920059204)* (2791,1.70492422580719) (293,1.6855088472366333) (1266,1.6769524812698364)* (745,1.6536502838134766) (1610,1.6526212692260742) (1270,1.6465086936950684)
1265: (3897,3.829733371734619)* (3751,2.680788516998291) (2908,2.5945825576782227) (1136,2.5621492862701416) (1968,2.3261680603027344) (3793,2.3070099353790283) (1196,2.0979561805725098) (3566,2.0412793159484863) (2712,2.0293259620666504) (223,1.9924437999725342) (2329,1.9625135660171509) (2580,1.935316801071167) (2321,1.9242843389511108) (1214,1.9035999774932861) (3578,1.9015756845474243) (3571,1.7938214540481567) (2502,1.7796963453292847) (3786,1.7463239431381226) (1197,1.7293740510940552)* (2976,1.6651281118392944)
