userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (595,1.8365012407302856)* (364,1.7740353345870972) (1210,1.5273066759109497) (34,1.465660810470581) (2081,1.460278868675232) (593,1.4042880535125732) (2762,1.3662687540054321)* (1196,1.3206169605255127) (2096,1.2855271100997925) (318,1.2102242708206177) (1198,1.1837354898452759) (2080,1.1766246557235718) (2078,1.1389929056167603) (1688,1.1197277307510376) (3147,1.1130777597427368) (2687,1.0975850820541382) (2087,1.0655244588851929) (1907,1.0338554382324219)* (1704,1.0293211936950684) (2565,0.9892415404319763)
955: (1617,2.028500556945801)* (2396,1.9729039669036865) (480,1.758103847503662) (1580,1.6684293746948242) (589,1.5959768295288086) (3418,1.5368759632110596)* (357,1.4761883020401)* (1197,1.4425288438796997) (2762,1.390982985496521)* (1,1.3494659662246704)* (2571,1.3112865686416626) (1374,1.3103801012039185) (1358,1.3101788759231567) (1674,1.2801865339279175) (1233,1.2343158721923828) (1356,1.192712664604187) (3256,1.1910111904144287)* (2028,1.1737555265426636)* (356,1.1523151397705078) (2355,1.128591537475586)
956: (1148,2.0079517364501953) (608,1.7748887538909912) (1580,1.7516777515411377) (480,1.7460180521011353) (593,1.6987512111663818)* (1197,1.5854713916778564) (2762,1.5785554647445679) (1265,1.518940806388855) (2291,1.3731931447982788) (1282,1.343027949333191)* (2324,1.3025950193405151) (1223,1.3021881580352783) (1198,1.2886701822280884) (750,1.262063980102539) (3793,1.26040518283844) (2355,1.2539159059524536) (2761,1.2530001401901245) (1188,1.2486716508865356)* (1035,1.23598051071167)* (588,1.220134973526001)
957: (2028,2.877279281616211)* (296,2.00685715675354)* (1041,1.8131903409957886)* (1193,1.6888245344161987)* (593,1.5995155572891235)* (1233,1.5761882066726685) (3578,1.4187742471694946)* (2908,1.323166012763977)* (300,1.2926435470581055)* (3114,1.288935899734497)* (17,1.2883201837539673)* (2997,1.258339524269104) (858,1.2028071880340576)* (1203,1.1933772563934326) (2268,1.1542470455169678)* (1952,1.1512471437454224)* (337,1.147360920906067) (3624,1.1096735000610352) (3408,1.09010910987854)* (2966,1.0895849466323853)*
958: (162,2.091020345687866)* (1213,1.9204591512680054)* (903,1.8847600221633911) (296,1.8325703144073486) (1248,1.605847954750061) (2599,1.5915374755859375) (858,1.574686050415039)* (1193,1.5656689405441284)* (750,1.5433752536773682) (1299,1.448264718055725)* (2762,1.4219655990600586) (926,1.4060760736465454) (912,1.3947657346725464)* (922,1.3537369966506958) (1952,1.3238784074783325) (1617,1.3135523796081543) (1217,1.3077692985534668) (36,1.2836487293243408) (2019,1.2405145168304443) (2289,1.1924229860305786)
959: (266,1.9092744588851929) (539,1.758270263671875) (3755,1.6953355073928833) (2424,1.587658405303955) (3512,1.5668748617172241) (3623,1.4190380573272705) (1393,1.4104410409927368) (1544,1.3590152263641357) (1408,1.3506170511245728)* (377,1.3429244756698608) (2688,1.3177889585494995) (587,1.3089535236358643)* (648,1.2915771007537842) (3916,1.2597671747207642) (589,1.2328569889068604) (11,1.172972321510315) (1835,1.1632829904556274) (1704,1.1632390022277832) (593,1.151487112045288) (736,1.1462972164154053)
960: (1617,1.5845749378204346) (3176,1.4630669355392456)* (318,1.40287184715271) (2959,1.2703769207000732) (1221,1.2583831548690796) (2599,1.2486443519592285) (1673,1.2307907342910767) (260,1.2300496101379395) (110,1.1563109159469604) (2762,1.1539498567581177) (32,1.1409372091293335) (223,1.1131688356399536) (778,1.1122493743896484) (111,1.0835860967636108)* (1247,1.0532561540603638) (2706,1.0330554246902466) (2324,1.0159858465194702) (3006,1.014617919921875) (2571,1.0012232065200806) (3174,0.9878912568092346)
961: (3753,3.1159849166870117)* (3510,2.5738847255706787)* (2706,2.469447374343872)* (3793,2.449215888977051) (3717,2.305880069732666)* (3897,2.1708390712738037) (3755,2.0636208057403564) (3752,2.0560123920440674) (3948,1.8484418392181396) (3301,1.8212482929229736) (3513,1.7114152908325195) (3484,1.6799771785736084) (3354,1.659908652305603) (3646,1.6172778606414795)* (3826,1.6136099100112915) (3798,1.6079550981521606) (2959,1.607100486755371) (3863,1.591599702835083)* (3615,1.5542917251586914) (3745,1.5457171201705933)
962: (608,2.203038454055786)* (2028,1.7385241985321045) (1358,1.7018823623657227)* (296,1.5982069969177246) (2571,1.5596879720687866) (589,1.5027391910552979)* (1213,1.4037749767303467) (1089,1.3745758533477783) (3408,1.3039830923080444)* (356,1.172436237335205) (1,1.1369463205337524) (480,1.1305667161941528) (3006,1.094658613204956) (2324,1.0685755014419556) (1721,1.0496777296066284) (1265,1.0338232517242432) (1259,1.0248024463653564) (1198,0.9961701035499573) (1923,0.9935909509658813) (3578,0.9875938892364502)
963: (2028,2.5701181888580322)* (1210,2.341207981109619)* (2997,1.7350198030471802) (608,1.6219685077667236) (2762,1.5621991157531738) (858,1.4670698642730713)* (50,1.4479951858520508) (2355,1.4420273303985596) (3578,1.4242175817489624)* (3751,1.3622491359710693) (1580,1.3595151901245117) (480,1.3545278310775757) (1610,1.342085599899292)* (1148,1.2620339393615723) (1225,1.1741245985031128) (1259,1.1622569561004639)* (745,1.1233386993408203) (1233,1.1169732809066772) (2599,1.0943082571029663)* (2716,1.0928096771240234)
964: (3114,1.9907206296920776) (1,1.6667147874832153) (1580,1.6586933135986328) (2355,1.6521543264389038) (3897,1.586842656135559)* (1148,1.4379663467407227)* (2791,1.35332453250885) (3911,1.3071433305740356) (3948,1.3022924661636353) (2324,1.2425923347473145) (745,1.2217448949813843) (110,1.2198286056518555) (2395,1.2085278034210205) (2291,1.2081767320632935) (1784,1.1487196683883667) (39,1.1385436058044434) (3175,1.080116868019104) (3624,1.0520066022872925) (2571,1.0412226915359497) (3510,1.0060338973999023)
965: (608,1.946229100227356)* (296,1.7775682210922241)* (1617,1.648818850517273)* (318,1.6461777687072754)* (1193,1.410131812095642)* (1207,1.3452255725860596) (1196,1.2733172178268433) (899,1.245904803276062) (1198,1.2180233001708984) (2762,1.2072758674621582) (2028,1.2048453092575073)* (1947,1.1947338581085205) (920,1.1874839067459106) (1,1.176433801651001) (1221,1.1426538228988647) (1225,1.132249355316162) (1097,1.1263024806976318) (594,1.074136734008789) (1704,1.0666203498840332) (1247,1.0571085214614868)
966: (1041,3.229048013687134)* (36,2.0218348503112793) (2624,1.9349169731140137) (307,1.7690666913986206) (1354,1.7458868026733398) (3952,1.7419275045394897) (670,1.7360563278198242) (232,1.693066954612732)* (308,1.685740351676941) (213,1.6664499044418335) (1635,1.6100571155548096) (3418,1.5830100774765015)* (3289,1.581507921218872) (527,1.578861951828003)* (17,1.5675591230392456) (3746,1.5511605739593506) (2501,1.5153285264968872) (2609,1.4908148050308228) (665,1.4870902299880981) (2360,1.4646930694580078)*
967: (2706,2.502729892730713) (1784,1.8392001390457153)* (2302,1.7285566329956055) (2355,1.6957030296325684) (1923,1.6015489101409912)* (253,1.5241583585739136) (357,1.3833680152893066) (2572,1.3770697116851807) (2683,1.353101372718811) (1717,1.340495228767395) (1641,1.2565792798995972) (1721,1.2334693670272827) (141,1.2122929096221924) (3253,1.1821215152740479) (1973,1.1517934799194336) (110,1.1364998817443848) (2762,1.1344680786132812) (3114,1.0748159885406494) (440,1.0458515882492065) (380,1.0425790548324585)
968: (2599,1.694967269897461) (50,1.2624034881591797)* (3481,1.1560288667678833) (1500,1.1446908712387085) (34,1.1361184120178223) (1,1.09644615650177) (2762,1.0616419315338135) (1089,1.0457055568695068) (1580,1.0202518701553345)* (2692,1.0197091102600098) (1732,1.0152913331985474) (3114,1.011508584022522) (39,0.9617180824279785) (1060,0.9391193389892578) (593,0.9390420913696289) (745,0.9279252290725708) (318,0.9264312386512756) (1197,0.9223867058753967) (1213,0.9102091789245605) (21,0.9046692848205566)
969: (318,2.0048904418945312)* (593,1.7422189712524414) (608,1.6406619548797607)* (2997,1.4807883501052856) (2028,1.440416932106018) (1704,1.3455265760421753)* (1213,1.1869480609893799) (2324,1.1693813800811768) (34,1.1612211465835571) (50,1.1240514516830444) (1,1.1182864904403687) (1617,1.1136149168014526)* (1265,1.0690940618515015) (3114,0.9929927587509155) (2336,0.965161919593811) (1193,0.9143202304840088) (2571,0.8981527090072632) (1041,0.8692473769187927) (2908,0.8536173701286316) (36,0.8307287693023682)
970: (2763,2.7341179847717285)* (3005,2.462920665740967)* (2861,1.8890810012817383)* (1036,1.8574868440628052)* (3578,1.8194653987884521) (1959,1.8040584325790405) (733,1.772280216217041)* (349,1.7317752838134766) (1198,1.6580544710159302)* (2724,1.6405460834503174)* (1721,1.562307596206665)* (1127,1.531758189201355)* (3101,1.488651990890503) (3512,1.4850246906280518) (2013,1.4641108512878418) (2628,1.4182535409927368) (2353,1.4171792268753052) (2355,1.3761454820632935)* (3565,1.3492933511734009) (1307,1.3364924192428589)
971: (589,1.9949649572372437) (480,1.8068156242370605)* (2916,1.5788010358810425) (1127,1.561877727508545)* (3793,1.5409358739852905) (1200,1.5384337902069092)* (2028,1.5252330303192139)* (593,1.4995473623275757) (2193,1.4501266479492188)* (1197,1.4310094118118286) (2987,1.406806468963623) (1073,1.3893810510635376) (2174,1.3885400295257568) (318,1.3623168468475342)* (541,1.3592041730880737)* (2762,1.358388066291809) (2959,1.327052354812622) (2161,1.299971580505371)* (1356,1.2943999767303467) (1270,1.2821863889694214)*
972: (2791,1.8123087882995605) (480,1.667203426361084) (589,1.563122034072876)* (1259,1.5580960512161255)* (2160,1.4727228879928589) (1673,1.281312346458435) (1284,1.2136578559875488) (1035,1.1464226245880127) (3555,1.1415135860443115) (608,1.0617691278457642) (3897,1.0238980054855347) (3751,1.0192303657531738) (3624,1.0109294652938843) (2948,0.951898992061615) (524,0.9412161707878113) (3578,0.9338756203651428) (1965,0.9194939136505127) (3409,0.8975729942321777) (1210,0.8793779611587524) (144,0.8676051497459412)*
973: (2324,1.831009030342102) (34,1.6352812051773071) (1225,1.5167346000671387) (150,1.4206926822662354) (2355,1.3689308166503906) (497,1.3427047729492188) (2858,1.3120853900909424) (1704,1.3069003820419312) (1265,1.299481987953186) (2686,1.2779438495635986) (1784,1.2608636617660522) (1198,1.1669683456420898)* (110,1.151823878288269)* (2359,1.1493518352508545) (11,1.1115546226501465) (1270,1.0716462135314941) (838,1.049038052558899) (58,1.0477646589279175)* (515,0.9939413070678711)* (1148,0.9609066247940063)
974: (2858,1.8004815578460693) (1196,1.686394214630127)* (1198,1.4890952110290527)* (3948,1.4084722995758057) (3911,1.3778963088989258)* (3114,1.3298643827438354) (2028,1.3271892070770264) (457,1.3023369312286377)* (1617,1.275180459022522) (3481,1.2688097953796387) (3893,1.2585954666137695) (1036,1.15748929977417) (1,1.1476250886917114) (1221,1.133015751838684) (1580,1.1220107078552246) (3408,1.1041117906570435) (912,1.097854733467102) (2571,1.0840704441070557) (110,1.0615769624710083) (1265,1.0344232320785522)
975: (1233,2.2517855167388916)* (541,1.8281112909317017)* (1193,1.6133173704147339) (2028,1.6108965873718262) (1252,1.4673911333084106)* (1299,1.4446510076522827) (2762,1.4207907915115356) (318,1.3523415327072144) (1959,1.344203233718872)* (1214,1.330471396446228)* (1610,1.328830599784851)* (1094,1.1971876621246338) (1358,1.1819639205932617) (3623,1.1748946905136108) (2916,1.174167513847351) (1179,1.1322674751281738) (1674,1.1299171447753906)* (2686,1.1208579540252686) (1240,1.07575523853302) (110,1.0718154907226562)
976: (2762,2.057070732116699) (2716,1.9531707763671875) (2355,1.773268699645996) (223,1.7534866333007812) (2858,1.7517080307006836) (2707,1.7137891054153442) (2770,1.7133077383041382) (2396,1.681877613067627) (2688,1.6610445976257324) (2987,1.6017704010009766) (2013,1.508858561515808) (1093,1.459599256515503) (2997,1.4376944303512573) (3543,1.4199366569519043)* (2502,1.403217077255249) (1959,1.3666733503341675) (2694,1.3518741130828857) (1127,1.3224544525146484) (2881,1.313387155532837) (2433,1.2993940114974976)
977: (1214,2.511239528656006) (1206,1.955364465713501) (1997,1.8181284666061401)* (1196,1.8099555969238281) (589,1.7742151021957397) (2288,1.7471200227737427)* (608,1.6765276193618774)* (1198,1.6629983186721802)* (111,1.537123203277588) (1221,1.4967222213745117) (541,1.4827499389648438)* (1136,1.4727457761764526)* (1288,1.453766942024231) (1213,1.440757393836975) (2858,1.320272445678711) (1261,1.3191107511520386) (2716,1.2973301410675049)* (1617,1.280396819114685) (3421,1.2350811958312988) (1350,1.2013007402420044)*
978: (2908,1.7539900541305542)* (2976,1.642201542854309)* (2599,1.5370022058486938) (2707,1.411238431930542) (2706,1.390587329864502) (2683,1.2402247190475464) (2395,1.2278400659561157) (593,1.2275985479354858) (3174,1.227457880973816) (1208,1.2241923809051514) (2580,1.193082571029663) (3203,1.1801706552505493) (3176,1.155401349067688) (3578,1.1541856527328491)* (2710,1.1496962308883667) (296,1.126626968383789) (2333,1.1104296445846558) (785,1.0995137691497803) (2502,1.0891168117523193) (3081,1.0783557891845703)
979: (2947,1.8093845844268799) (2028,1.6670305728912354) (3555,1.5794123411178589) (356,1.5675183534622192)* (380,1.5611364841461182) (480,1.5415560007095337) (2628,1.4290488958358765) (3256,1.3300395011901855) (2948,1.301435112953186) (349,1.2941031455993652) (2949,1.222540020942688) (1370,1.1984174251556396) (1198,1.157325267791748) (260,1.097805142402649) (368,1.0947157144546509) (3062,1.0751596689224243) (165,1.075053095817566) (520,1.0525208711624146) (1291,1.0350172519683838) (3654,1.0319335460662842)
980: (1196,2.013918161392212)* (858,1.877753496170044) (527,1.843908667564392) (919,1.420104742050171) (750,1.3288142681121826) (1240,1.3147082328796387) (541,1.3086391687393188) (2947,1.306520700454712)* (745,1.2325013875961304) (1221,1.2020955085754395) (1291,1.1905851364135742)* (2858,1.1565557718276978) (608,1.1253559589385986) (1,1.1216281652450562) (912,1.0971627235412598) (1617,1.0624767541885376) (1225,1.048245906829834) (318,1.0305756330490112) (924,1.007163405418396)* (3751,0.9962241649627686)
981: (1136,2.1936373710632324)* (750,1.7642717361450195) (1208,1.5648802518844604)* (1288,1.5253441333770752) (924,1.4218626022338867) (745,1.3533421754837036) (593,1.3460737466812134) (1193,1.299456000328064) (2692,1.2921338081359863) (1198,1.2911227941513062) (527,1.2588653564453125) (2599,1.258445382118225) (1222,1.2427114248275757)* (912,1.207227349281311) (318,1.1695023775100708) (223,1.1572072505950928) (923,1.1321520805358887) (1060,1.0887724161148071) (2324,1.0874085426330566) (1252,1.0802316665649414)
982: (2396,1.6836978197097778) (1307,1.6626232862472534) (912,1.3042747974395752) (1296,1.2794326543807983) (838,1.2687104940414429) (915,1.2495511770248413) (2671,1.2457196712493896) (902,1.2260106801986694) (1393,1.1952940225601196)* (28,1.1828950643539429) (914,1.175366759300232) (377,1.1585345268249512) (497,1.1557886600494385) (597,1.1266950368881226) (2081,1.0727397203445435) (222,1.060936450958252) (3668,1.0448013544082642)* (2291,1.0441110134124756) (898,1.0292128324508667) (1088,1.0287809371948242)
983: (1210,2.0153722763061523) (1196,1.8847098350524902) (260,1.7573970556259155) (653,1.386359453201294) (1127,1.3743361234664917) (2105,1.3488250970840454) (480,1.3453761339187622) (2470,1.332933783531189)* (2115,1.307649850845337) (316,1.30366849899292) (1375,1.276068925857544)* (1356,1.2310881614685059) (3489,1.2310434579849243) (1270,1.2122350931167603)* (1580,1.1941838264465332) (541,1.1535747051239014) (3479,1.1494572162628174) (3699,1.1454757452011108)* (2987,1.1293504238128662) (2054,1.1283754110336304)
984: (1204,1.568951964378357)* (527,1.5202094316482544) (1234,1.5041240453720093)* (1276,1.4551914930343628)* (913,1.4439129829406738) (3196,1.4185312986373901) (908,1.333211064338684)* (3037,1.2564916610717773) (914,1.2148793935775757) (2662,1.1349419355392456)* (1944,1.0802175998687744)* (2268,1.0629889965057373) (3671,1.046979308128357) (11,1.0446428060531616) (3421,1.040250539779663)* (904,1.0202710628509521)* (3244,1.0042890310287476) (3467,1.0021746158599854)* (2407,1.0011522769927979)* (1208,0.9993001818656921)*
985: (589,2.555905818939209)* (1197,1.908598780632019)* (480,1.8890773057937622) (1291,1.8440595865249634) (47,1.6896218061447144) (32,1.5477253198623657) (3578,1.4294512271881104) (1625,1.3800128698349)* (2716,1.3705394268035889) (3527,1.3358142375946045) (1,1.317745327949524)* (1374,1.3137229681015015) (1387,1.2323726415634155)* (2692,1.227399230003357) (6,1.1951903104782104) (318,1.1729687452316284) (1909,1.1557300090789795)* (2194,1.1555372476577759) (527,1.1452674865722656) (924,1.1336604356765747)
986: (3897,2.489454984664917) (3952,2.4612557888031006) (3753,2.2951419353485107) (3928,2.1629340648651123) (3893,2.119993209838867) (3910,2.0929694175720215) (2160,2.0111119747161865) (3929,1.904302716255188) (3160,1.875921368598938) (3515,1.6687484979629517) (2791,1.661935567855835) (3594,1.6273717880249023) (3481,1.6116379499435425) (2858,1.6087218523025513) (3926,1.5762989521026611) (3927,1.5116617679595947) (110,1.437450647354126) (3173,1.4337189197540283) (2291,1.408578872680664) (3947,1.3976801633834839)
987: (440,1.661695957183838) (480,1.319266676902771) (2671,1.229994297027588) (1356,1.1938945055007935)* (339,1.1803873777389526) (357,1.1744526624679565) (2424,1.1470853090286255) (260,1.1319584846496582) (597,1.1104662418365479) (539,1.0974892377853394) (708,1.0971287488937378) (1374,1.089128017425537) (3361,1.0713447332382202) (1,1.0613152980804443) (1291,1.055885672569275) (2724,1.050715684890747) (17,1.0192546844482422) (2791,1.0019906759262085) (2396,0.9658558964729309) (1353,0.9500800371170044)
988: (1270,1.7297650575637817) (318,1.668112874031067) (1210,1.6039518117904663) (527,1.603448510169983) (1198,1.5877366065979004) (1196,1.4993691444396973) (1197,1.49587881565094) (2716,1.4177472591400146) (1961,1.4145954847335815) (2804,1.3539854288101196) (1225,1.3239940404891968) (1193,1.286116361618042) (2000,1.2582342624664307) (50,1.2380893230438232) (110,1.182658076286316) (1079,1.177974820137024) (356,1.177251935005188) (1704,1.1543008089065552) (1213,1.147993564605713) (260,1.1439522504806519)*
989: (1284,2.3457932472229004) (1248,1.9155480861663818) (2186,1.8595188856124878) (1267,1.754024863243103) (922,1.6573890447616577) (930,1.6112040281295776) (908,1.4603749513626099) (3334,1.402543544769287) (1617,1.2960909605026245) (1283,1.2799389362335205) (951,1.2404882907867432) (1069,1.2200546264648438) (910,1.1602166891098022) (898,1.1378576755523682) (594,1.0805046558380127) (969,1.0704913139343262) (945,1.0435105562210083)* (541,1.035449743270874) (928,1.0314871072769165) (750,1.0154839754104614)
990: (2571,1.578346848487854) (1580,1.5459541082382202) (377,1.5090965032577515) (3624,1.4892094135284424) (3114,1.4412448406219482) (110,1.3946852684020996)* (21,1.3839019536972046) (733,1.1787158250808716) (165,1.1504552364349365) (163,1.140896201133728) (1527,1.1272993087768555) (3751,1.1271495819091797) (1722,1.1218427419662476) (6,1.1044830083847046) (2058,1.0933805704116821) (2167,1.0795049667358398)* (2617,1.0642722845077515) (1608,1.0543824434280396) (1641,1.0530117750167847) (588,1.0256025791168213)
991: (1307,1.8264249563217163)* (933,1.5517475605010986) (2396,1.3993860483169556) (920,1.3953087329864502) (3097,1.2800562381744385)* (1947,1.271053433418274) (930,1.2625501155853271) (902,1.253515601158142)* (928,1.251473307609558) (2248,1.2200528383255005) (28,1.160780668258667) (497,1.1483527421951294) (1269,1.0781141519546509) (2081,1.0678420066833496) (1230,1.0578958988189697) (1247,1.0498768091201782) (1265,1.0462852716445923) (2100,1.0117789506912231) (945,1.0099478960037231) (969,0.9848852753639221)
992: (3897,1.0732828378677368) (1784,0.9778990745544434) (1673,0.9052987694740295) (1517,0.8653758764266968) (527,0.830967128276825) (2599,0.8286147713661194) (2791,0.813377320766449) (3408,0.761377215385437) (344,0.7298340201377869) (2908,0.7188829779624939) (3911,0.7177650332450867) (110,0.6975728869438171) (3751,0.6799208521842957) (2683,0.6772671341896057) (3148,0.6751883029937744) (2329,0.6594041585922241) (3753,0.6184663772583008) (34,0.6074005365371704) (144,0.6073871850967407) (3910,0.5948134660720825)
993: (3897,2.061352252960205) (3578,1.895626187324524) (1213,1.709624171257019) (1617,1.6832261085510254) (2858,1.6826891899108887) (527,1.3708077669143677) (912,1.3678338527679443) (1197,1.2969928979873657) (3481,1.2782750129699707) (1198,1.245391607284546) (2028,1.241552710533142) (2692,1.1521142721176147) (608,1.095772385597229) (3948,1.095173954963684) (3753,1.0809299945831299) (3617,1.0769407749176025) (3751,1.0678032636642456) (3565,1.033385157585144) (3916,1.0318149328231812) (2571,1.0273064374923706)
994: (589,1.8662694692611694)* (2571,1.8070201873779297) (858,1.7170605659484863)* (260,1.6758391857147217)* (2028,1.6604111194610596) (1036,1.553026795387268) (1221,1.4691296815872192)* (2947,1.3169941902160645) (1200,1.2952383756637573) (3578,1.2591623067855835) (1197,1.2133866548538208) (480,1.189453363418579)* (1214,1.1891469955444336) (1242,1.1657450199127197) (6,1.1553852558135986) (1954,1.055139422416687) (1201,0.994885265827179) (2916,0.9756443500518799) (3624,0.9479630589485168) (1233,0.9466312527656555)
995: (2671,1.6864644289016724) (1721,1.5846806764602661) (1265,1.4587904214859009) (17,1.4410113096237183) (2424,1.4314348697662354) (915,1.3974453210830688) (916,1.395808219909668) (1393,1.3893563747406006) (339,1.330512523651123) (2724,1.2366241216659546) (7,1.1842931509017944) (898,1.1840623617172241) (2248,1.172054648399353) (377,1.1680452823638916)* (222,1.1624847650527954) (356,1.1612459421157837) (838,1.1305142641067505) (440,1.122079849243164) (497,1.0949115753173828)* (605,1.0886660814285278)
996: (110,2.0725553035736084)* (480,2.034923791885376)* (1036,1.9913259744644165)* (3527,1.9611958265304565)* (2858,1.9006948471069336) (50,1.7848095893859863)* (1089,1.6675397157669067) (1610,1.639887809753418)* (47,1.607048511505127) (2985,1.5760447978973389)* (1129,1.5318467617034912) (1127,1.5014715194702148) (1196,1.4659996032714844)* (1580,1.4634203910827637) (3160,1.337668776512146) (377,1.3254921436309814) (2278,1.3033044338226318) (1527,1.2803006172180176)* (555,1.2095893621444702) (1291,1.1988824605941772)*
997: (110,1.9343197345733643) (2858,1.9231091737747192) (2762,1.830437421798706) (527,1.809003472328186) (1210,1.4964066743850708) (260,1.4616211652755737) (457,1.3885585069656372) (3114,1.3817020654678345) (2396,1.3553361892700195) (1704,1.3461531400680542) (1270,1.2767422199249268) (3753,1.2622146606445312) (1198,1.1814333200454712) (1580,1.1693304777145386) (296,1.1603528261184692) (608,1.117965817451477) (1923,1.020400047302246) (1610,1.0194774866104126) (2628,1.017027497291565) (2324,1.0127547979354858)
998: (2599,2.26513934135437)* (1041,2.0712928771972656)* (3114,1.9013110399246216) (3751,1.8744536638259888) (3911,1.852096438407898)* (1537,1.8110005855560303) (3952,1.719043493270874) (1188,1.6972146034240723) (1,1.6819288730621338) (3083,1.605326533317566)* (3578,1.5919911861419678) (2686,1.5700303316116333) (36,1.5493894815444946)* (3783,1.531377911567688) (246,1.5081217288970947) (3823,1.4795640707015991) (3418,1.4728660583496094) (3077,1.4290595054626465) (3148,1.425693154335022)* (34,1.423959493637085)
999: (110,2.260892391204834)* (2268,1.8071610927581787) (592,1.4855555295944214) (1259,1.4597500562667847) (2194,1.433897852897644)* (480,1.403745412826538) (1704,1.3814154863357544)* (733,1.371868371963501)* (150,1.3394492864608765) (434,1.3307538032531738) (349,1.3150361776351929) (780,1.3055834770202637)* (1408,1.269688606262207) (145,1.2468891143798828)* (474,1.234022855758667)* (2329,1.2328544855117798) (356,1.2184258699417114) (62,1.192135214805603) (3916,1.167708158493042) (3256,1.1501381397247314)
1000: (1196,2.5914146900177) (110,2.1305294036865234)* (2028,2.1079838275909424) (1387,2.0109009742736816)* (1197,1.4443002939224243) (2194,1.436234951019287)* (1,1.3385897874832153)* (2858,1.3371058702468872) (1374,1.3309234380722046)* (969,1.3254387378692627) (1242,1.266495943069458) (3793,1.249147653579712)* (1097,1.2393885850906372) (3703,1.2135826349258423) (1270,1.1895277500152588) (2944,1.1884691715240479) (593,1.1872291564941406) (1580,1.1632130146026611) (1222,1.158647060394287) (919,1.1493871212005615)
1001: (3746,2.9927175045013428) (3783,2.94606614112854) (3357,2.81782865524292)* (3408,2.7559268474578857) (3578,2.5501561164855957) (3747,2.494713068008423) (3185,2.312171697616577) (3787,2.247748374938965) (3556,2.143754720687866)* (3795,2.0034797191619873) (2690,1.9969075918197632)* (3457,1.9932748079299927) (2575,1.9844528436660767) (2721,1.9465608596801758) (3914,1.9189460277557373) (3150,1.8913776874542236)* (2357,1.8559300899505615)* (314,1.8554562330245972) (3624,1.8476231098175049) (3538,1.8201004266738892)*
1002: (527,1.891584038734436) (318,1.857028841972351) (3160,1.4301323890686035) (2908,1.3553637266159058) (593,1.3256630897521973) (2329,1.1941840648651123) (1358,1.1785218715667725) (1617,1.1322028636932373) (1230,1.1266345977783203) (2324,1.1184628009796143) (246,1.0721676349639893) (2336,1.063185691833496) (1193,1.0619473457336426) (2599,1.0609275102615356) (858,1.045310616493225) (34,1.0300507545471191) (3408,0.9937865138053894) (1095,0.974203884601593) (1466,0.9536600112915039) (1259,0.9456645250320435)
1003: (296,1.8935019969940186) (608,1.8430368900299072) (110,1.5555533170700073) (912,1.4463858604431152) (50,1.3723868131637573) (1617,1.3507215976715088) (1259,1.3500988483428955) (2571,1.3122838735580444) (2997,1.2600594758987427) (2762,1.2530691623687744) (919,1.2283023595809937) (2804,1.2093639373779297) (2396,1.1477866172790527) (1197,1.1451692581176758) (1214,1.144645094871521) (1270,1.1184481382369995) (589,1.104232668876648) (1,1.0935112237930298) (1704,1.0812816619873047) (111,1.062685251235962)
1004: (2355,1.995875358581543)* (1210,1.8590720891952515)* (3396,1.5088690519332886)* (2918,1.4844927787780762)* (1374,1.4760806560516357)* (10,1.4713176488876343) (2791,1.4678354263305664)* (1148,1.452227234840393) (2683,1.437938928604126) (1136,1.4250096082687378)* (480,1.3053178787231445) (1223,1.2698177099227905) (3082,1.236467719078064) (745,1.2249490022659302) (1215,1.2174673080444336)* (1370,1.2021909952163696) (2078,1.1907751560211182)* (2174,1.1746795177459717) (3740,1.1696490049362183) (2470,1.1691110134124756)
1005: (2858,1.774759292602539) (2997,1.6855087280273438)* (2599,1.6361743211746216) (1198,1.444234848022461)* (1221,1.4208323955535889)* (2716,1.4199036359786987)* (3578,1.4191819429397583) (2987,1.2951452732086182)* (2355,1.2383400201797485)* (1288,1.195815086364746) (1036,1.1153080463409424) (1197,1.0763057470321655)* (3160,1.0489439964294434) (3175,1.038109302520752)* (1387,0.9969482421875) (913,0.9841815233230591)* (2791,0.9751212000846863) (223,0.9746719598770142) (3104,0.9624882340431213)* (3793,0.9511359930038452)
1006: (2858,2.122340440750122) (2683,1.4104726314544678) (593,1.354671835899353) (2571,1.3200002908706665) (3408,1.2825312614440918) (2997,1.272164225578308) (50,1.2045059204101562) (2959,1.1943086385726929) (223,1.137785792350769) (3753,1.0921586751937866) (1210,1.0720889568328857) (3617,1.0422331094741821) (2599,1.0298409461975098) (356,1.0187009572982788) (589,0.9765792489051819) (2700,0.9424033761024475) (3897,0.9334746599197388) (2028,0.9313658475875854) (110,0.9187275171279907) (2694,0.916056215763092)
1007: (2716,1.4771232604980469)* (2795,1.2697266340255737) (2134,1.166264295578003) (3868,1.1178175210952759) (3039,1.1110349893569946) (2423,1.1017963886260986) (1663,1.0952249765396118) (3033,1.0450786352157593) (3210,1.0408599376678467) (3524,0.9883518218994141) (2301,0.9551073908805847) (3087,0.9370411038398743) (2470,0.9086069464683533) (1278,0.8492977023124695) (1220,0.8261547684669495) (2133,0.8192083239555359) (3812,0.8139037489891052) (344,0.8072328567504883) (2000,0.8012214303016663) (1210,0.7946484684944153)
